stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,17.279981633,0.878369772,-21.724556628,-5.614283640925e-01,-8.112371031519e-01,-0.117499544,-2.176176543615
after_float_fir,17.268838572,0.385823919,9.775443372,-5.606111437422e-01,-8.103516348584e-01,-0.128010645,-2.176005956965
after_fixed_fir,17.269415551,0.389672749,9.775443372,-5.607028442374e-01,-8.104743896806e-01,-0.126660993,-2.176011612298
