subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_l1_08_equalized_i,after_l1_08_equalized_q,after_l1_08_plus_l1_09_equalized_i,after_l1_08_plus_l1_09_equalized_q,allpass_abs,allpass_phase_rad
28,15184,5560546875.000000,3.837532559955e+02,2.741094685682e+02,2.532699067226e+02,4.117590231496e+02,4.171119060192e+02,2.820000678911e+02,1.000000000000e+00,-2.360581795050
29,15185,5560913085.937500,5.482189371364e+01,-5.482189371364e+01,7.364758123178e+01,-3.002705699360e+01,7.700930274208e+01,-3.689530195562e+01,1.000000000000e+00,-2.385611941879
30,15186,5561279296.875000,3.837532559955e+02,-3.837532559955e+02,5.155694252276e+02,-2.092248089313e+02,3.955006479121e+02,-3.765260907518e+02,1.000000000000e+00,-2.410631403869
31,15187,5561645507.812500,-3.837532559955e+02,-2.741094685682e+02,-2.517433983019e+02,-4.122148965057e+02,-3.694663662895e+02,-2.414502327583e+02,1.000000000000e+00,-2.435639949782
32,15188,5562011718.750000,5.482189371364e+01,-5.482189371364e+01,7.364676247195e+01,-2.948136688850e+01,7.596539695559e+01,-3.501291527555e+01,1.000000000000e+00,-2.460637351155
33,15189,5562377929.687500,1.644656811409e+02,-3.837532559955e+02,3.094647665493e+02,-2.946345259016e+02,1.751499238734e+02,-3.668733824381e+02,1.000000000000e+00,-2.485623382332
34,15190,5562744140.625000,2.741094685682e+02,-1.644656811409e+02,3.242496259290e+02,-4.402323903633e+01,2.910623998736e+02,-1.506264327013e+02,1.000000000000e+00,-2.510597820504
35,15191,5563110351.562500,1.644656811409e+02,-3.837532559955e+02,3.098771341203e+02,-2.945825311715e+02,1.738952395748e+02,-3.663291200562e+02,1.000000000000e+00,-2.535560445741
36,15192,5563476562.500000,-5.482189371364e+01,-3.837532559955e+02,1.036758771273e+02,-3.835232312272e+02,-4.638016692419e+01,-3.590675700845e+02,1.000000000000e+00,-2.560511041027
37,15193,5563842773.437500,-3.837532559955e+02,-1.644656811409e+02,-2.949830021965e+02,-3.104323631991e+02,-3.694437679958e+02,-1.278982596323e+02,1.000000000000e+00,-2.585449392288
38,15194,5564208984.375000,-1.644656811409e+02,-5.482189371364e+01,-1.327941975386e+02,-1.183114820121e+02,-1.464840780796e+02,-2.482806864449e+01,1.000000000000e+00,-2.610375288426
39,15195,5564575195.312500,-1.644656811409e+02,5.482189371364e+01,-1.771867647982e+02,-1.496026708144e+01,-1.430110289979e+02,8.569742690437e+01,1.000000000000e+00,-2.635288521346
40,15196,5564941406.250000,-5.482189371364e+01,2.741094685682e+02,-1.626479845106e+02,2.360534105069e+02,-2.540024588060e+01,3.019467074981e+02,1.000000000000e+00,-2.660188885984
41,15197,5565307617.187500,5.482189371364e+01,-1.644656811409e+02,1.184930843448e+02,-1.324959791615e+02,6.787461169700e+01,-1.410196392245e+02,1.000000000000e+00,-2.685076180336
42,15198,5565673828.125000,-2.741094685682e+02,-5.482189371364e+01,-2.352685603004e+02,-1.636233102728e+02,-2.580758483476e+02,-1.926964009399e+01,1.000000000000e+00,-2.709950205478
43,15199,5566040039.062500,5.482189371364e+01,-5.482189371364e+01,7.400866052564e+01,-2.896106053117e+01,7.096822724213e+01,-3.018956124312e+01,1.000000000000e+00,-2.734810765593
44,15200,5566406250.000000,-5.482189371364e+01,2.741094685682e+02,-1.641613062827e+02,2.349949786448e+02,-2.809134169013e+01,3.035065578382e+02,1.000000000000e+00,-2.759657667995
45,15201,5566772460.937500,1.644656811409e+02,-1.644656811409e+02,2.221926253691e+02,-8.696093133820e+01,1.758759292962e+02,-1.433280195419e+02,1.000000000000e+00,-2.784490723148
46,15202,5567138671.875000,5.482189371364e+01,-5.482189371364e+01,7.409876180736e+01,-2.896172727459e+01,6.932344412451e+01,-2.919895686363e+01,1.000000000000e+00,-2.809309744686
47,15203,5567504882.812500,3.837532559955e+02,-1.644656811409e+02,4.284696170372e+02,3.920072138849e+00,3.947383413068e+02,-1.504839218838e+02,1.000000000000e+00,-2.834114549431
48,15204,5567871093.750000,1.644656811409e+02,-3.837532559955e+02,3.133783371055e+02,-2.923084013033e+02,1.666402315151e+02,-3.622042182913e+02,1.000000000000e+00,-2.858904957414
49,15205,5568237304.687500,1.644656811409e+02,-1.644656811409e+02,2.225220085618e+02,-8.629801152039e+01,1.736523203562e+02,-1.420043198519e+02,1.000000000000e+00,-2.883680791887
50,15206,5568603515.625000,1.644656811409e+02,1.644656811409e+02,8.635029307652e+01,2.223740959125e+02,1.850461354994e+02,1.878119572885e+02,1.000000000000e+00,-2.908441879340
51,15207,5568969726.562500,5.482189371364e+01,5.482189371364e+01,2.880081411638e+01,7.407537479261e+01,7.055483567466e+01,8.225114189246e+01,1.000000000000e+00,-2.933188049515
52,15208,5569335937.500000,-3.837532559955e+02,5.482189371364e+01,-3.828897909638e+02,-1.070210360364e+02,-3.693642480810e+02,9.985849015214e+01,1.000000000000e+00,-2.957919135416
53,15209,5569702148.437500,1.644656811409e+02,-2.741094685682e+02,2.677194340630e+02,-1.895273597580e+02,1.661340697162e+02,-2.513650068137e+02,1.000000000000e+00,-2.982634973324
54,15210,5570068359.375000,5.482189371364e+01,1.644656811409e+02,-1.651649146739e+01,1.771732997869e+02,7.346516839265e+01,1.930005370255e+02,1.000000000000e+00,-3.007335402802
55,15211,5570434570.312500,-2.741094685682e+02,-3.837532559955e+02,-9.759449594176e+01,-4.737082947026e+02,-2.785572825258e+02,-3.431074300645e+02,1.000000000000e+00,-3.032020266709
56,15212,5570800781.250000,-2.741094685682e+02,-1.644656811409e+02,-1.879073177476e+02,-2.683161733924e+02,-2.700728746229e+02,-1.234692084496e+02,1.000000000000e+00,-3.056689411204
57,15213,5571166992.187500,2.741094685682e+02,-1.644656811409e+02,3.251105905841e+02,-3.909121452463e+01,2.781625626187e+02,-1.436739917549e+02,1.000000000000e+00,-3.081342685753
58,15214,5571533203.125000,-2.741094685682e+02,-3.837532559955e+02,-9.572030191707e+01,-4.735983474765e+02,-2.795657268307e+02,-3.424489469670e+02,1.000000000000e+00,-3.105979943135
59,15215,5571899414.062500,-5.482189371364e+01,2.741094685682e+02,-1.660402527818e+02,2.334231896177e+02,-3.566492557172e+01,3.080572259905e+02,1.000000000000e+00,-3.130601039446
60,15216,5572265625.000000,-2.741094685682e+02,3.837532559955e+02,-4.170562964667e+02,2.441986089705e+02,-2.513313424832e+02,4.266711878266e+02,1.000000000000e+00,3.127979473078
61,15217,5572631835.937500,-1.644656811409e+02,-2.741094685682e+02,-3.911527904172e+01,-3.252487572176e+02,-1.682103435891e+02,-2.359316823009e+02,1.000000000000e+00,3.103391117341
62,15218,5572998046.875000,2.741094685682e+02,3.837532559955e+02,9.583684575446e+01,4.736979868762e+02,2.968299025086e+02,4.050700852415e+02,1.000000000000e+00,3.078819334465
63,15219,5573364257.812500,5.482189371364e+01,5.482189371364e+01,2.833851773142e+01,7.423242627616e+01,6.326945485919e+01,8.484247290468e+01,1.000000000000e+00,3.054264255068
64,15220,5573730468.750000,5.482189371364e+01,1.644656811409e+02,-1.757278036430e+01,1.768115463310e+02,6.724588133445e+01,1.947229653434e+02,1.000000000000e+00,3.029726006450
65,15221,5574096679.687500,-5.482189371364e+01,3.837532559955e+02,-2.120652481024e+02,3.359700126215e+02,-3.387827317962e+01,4.189851414860e+02,1.000000000000e+00,3.005204712593
66,15222,5574462890.625000,2.741094685682e+02,-2.741094685682e+02,3.712852686331e+02,-1.411220416779e+02,2.670627217751e+02,-2.532129218497e+02,1.000000000000e+00,2.980700494164
67,15223,5574829101.562500,-5.482189371364e+01,3.837532559955e+02,-2.126442907200e+02,3.353672611832e+02,-3.550180659923e+01,4.189569181780e+02,1.000000000000e+00,2.956213468521
68,15224,5575195312.500000,-5.482189371364e+01,-2.741094685682e+02,6.446589884895e+01,-2.790427625114e+02,-6.317666681193e+01,-2.393469094693e+02,1.000000000000e+00,2.931743749719
69,15225,5575561523.437500,-1.644656811409e+02,2.741094685682e+02,-2.695930426528e+02,1.862255477310e+02,-1.516051866562e+02,3.138444231420e+02,1.000000000000e+00,2.907291448513
70,15226,5575927734.375000,1.644656811409e+02,-3.837532559955e+02,3.165874381215e+02,-2.882557054090e+02,1.513464533542e+02,-3.579961769673e+02,1.000000000000e+00,2.882856672370
71,15227,5576293945.312500,-3.837532559955e+02,2.741094685682e+02,-4.743503510069e+02,9.297678377740e+01,-3.724368003166e+02,3.227293199693e+02,1.000000000000e+00,2.858439525475
72,15228,5576660156.250000,-1.644656811409e+02,-3.837532559955e+02,8.841796973751e+00,-4.275291779425e+02,-1.803447473036e+02,-3.441773546295e+02,1.000000000000e+00,2.834040108742
73,15229,5577026367.187500,-5.482189371364e+01,2.741094685682e+02,-1.667278763883e+02,2.325176858300e+02,-4.351906883887e+01,3.093176427972e+02,1.000000000000e+00,2.809658519822
74,15230,5577392578.125000,2.741094685682e+02,2.741094685682e+02,1.392794824607e+02,3.717074860981e+02,2.843370964702e+02,2.957787917412e+02,1.000000000000e+00,2.785294853115
75,15231,5577758789.062500,-5.482189371364e+01,2.741094685682e+02,-1.678970965848e+02,2.319821543981e+02,-4.585391124204e+01,3.093618723842e+02,1.000000000000e+00,2.760949199784
76,15232,5578125000.000000,3.837532559955e+02,3.837532559955e+02,1.933576458681e+02,5.215028285806e+02,3.965942607801e+02,4.021954411546e+02,1.000000000000e+00,2.736621647764
77,15233,5578491210.937500,-3.837532559955e+02,1.644656811409e+02,-4.279138571941e+02,-1.063724655668e+01,-3.809652384591e+02,2.127391241673e+02,1.000000000000e+00,2.712312281780
78,15234,5578857421.875000,3.837532559955e+02,-3.837532559955e+02,5.216626987212e+02,-1.941245521824e+02,3.650362470948e+02,-3.674235500660e+02,1.000000000000e+00,2.688021183357
79,15235,5579223632.812500,3.837532559955e+02,-5.482189371364e+01,3.813634430066e+02,1.124171153782e+02,3.777174227892e+02,-3.833049806667e+01,1.000000000000e+00,2.663748430841
80,15236,5579589843.750000,5.482189371364e+01,-3.837532559955e+02,2.144594769953e+02,-3.346900329369e+02,3.341551224773e+01,-3.542193799790e+02,1.000000000000e+00,2.639494099408
81,15237,5579956054.687500,2.741094685682e+02,-1.644656811409e+02,3.256312451183e+02,-3.697011067936e+01,2.615407830890e+02,-1.442615193017e+02,1.000000000000e+00,2.615258261087
82,15238,5580322265.625000,3.837532559955e+02,5.482189371364e+01,3.343585683597e+02,2.144755923340e+02,3.800302123493e+02,7.069005144779e+01,1.000000000000e+00,2.591040984772
83,15239,5580688476.562500,5.482189371364e+01,1.644656811409e+02,-1.913919196887e+01,1.765236950195e+02,5.464140228193e+01,1.943460081787e+02,1.000000000000e+00,2.566842336247
84,15240,5581054687.500000,-3.837532559955e+02,-3.837532559955e+02,-1.929384866987e+02,-5.210764872580e+02,-4.072714067954e+02,-3.361420652441e+02,1.000000000000e+00,2.542662378196
85,15241,5581420898.437500,1.644656811409e+02,2.741094685682e+02,3.600409244436e+01,3.254783722219e+02,1.676825431233e+02,2.991603860065e+02,1.000000000000e+00,2.518501170231
86,15242,5581787109.375000,1.644656811409e+02,-1.644656811409e+02,2.234728744258e+02,-8.301618318348e+01,1.486522646849e+02,-1.401135004811e+02,1.000000000000e+00,2.494358768906
87,15243,5582153320.312500,-1.644656811409e+02,1.644656811409e+02,-2.234922914024e+02,8.308383918729e+01,-1.672165940431e+02,2.031242366431e+02,1.000000000000e+00,2.470235227740
88,15244,5582519531.250000,-5.482189371364e+01,2.741094685682e+02,-1.680868501623e+02,2.319719299666e+02,-5.330029669232e+01,3.078743290371e+02,1.000000000000e+00,2.446130597239
89,15245,5582885742.187500,5.482189371364e+01,-3.837532559955e+02,2.148773384949e+02,-3.339725587384e+02,2.744130919696e+01,-3.554750069153e+02,1.000000000000e+00,2.422044924917
90,15246,5583251953.125000,3.837532559955e+02,1.644656811409e+02,2.868680460213e+02,3.173147315230e+02,3.795343121994e+02,1.790198480579e+02,1.000000000000e+00,2.397978255317
