tap_index,coeff_float
0,-1.799860256347073362e-01
1,-1.331214010458689478e-01
2,-2.799507107273622730e-01
3,2.422422318333076752e-01
4,-6.253227841293909628e-02
5,1.957055859334062842e-01
6,-2.942846379032645343e-01
7,9.936293291108820591e-02
8,8.081021093844477365e-02
9,-4.571998496430591807e-02
10,2.624302610779087608e-02
11,-1.573324487775862590e-01
12,2.186073879722938706e-01
13,-7.070950812279215569e-02
14,-9.035698339023343073e-02
15,8.966424850868984220e-02
16,-4.497379987623089520e-02
17,9.828649173446643572e-02
18,-1.449807580437732224e-01
19,3.962634954128595871e-02
20,1.225902865322144319e-01
21,-1.511208174732386056e-01
22,6.171576730543147649e-02
23,-1.680967448594899993e-02
24,3.851617301746186606e-02
25,7.513148698881571630e-04
26,-1.183951265875913400e-01
27,1.629447433547453195e-01
28,-5.928452274209868034e-02
29,-6.454099958950446081e-02
30,7.937610884576756787e-02
31,-4.093718773087992591e-02
32,6.034288157654382756e-02
33,-9.859074066234674305e-02
34,3.719004572489286592e-02
35,1.013544078991400754e-01
36,-1.604604260723170306e-01
37,7.953870593978835946e-02
38,2.209785550558983347e-02
39,-3.442173845299185270e-02
40,1.240980197059631841e-02
41,-6.208861601214227255e-02
42,1.508660152827727696e-01
43,-1.379995191911826402e-01
44,-2.587278866248417242e-02
45,2.158271937887383807e-01
46,-2.621768487803111114e-01
47,1.160358499132907867e-01
48,1.160358499132907867e-01
49,-2.621768487803111114e-01
50,2.158271937887383807e-01
51,-2.587278866248417242e-02
52,-1.379995191911826402e-01
53,1.508660152827727696e-01
54,-6.208861601214227255e-02
55,1.240980197059631841e-02
56,-3.442173845299185270e-02
57,2.209785550558983347e-02
58,7.953870593978835946e-02
59,-1.604604260723170306e-01
60,1.013544078991400754e-01
61,3.719004572489286592e-02
62,-9.859074066234674305e-02
63,6.034288157654382756e-02
64,-4.093718773087992591e-02
65,7.937610884576756787e-02
66,-6.454099958950446081e-02
67,-5.928452274209868034e-02
68,1.629447433547453195e-01
69,-1.183951265875913400e-01
70,7.513148698881571630e-04
71,3.851617301746186606e-02
72,-1.680967448594899993e-02
73,6.171576730543147649e-02
74,-1.511208174732386056e-01
75,1.225902865322144319e-01
76,3.962634954128595871e-02
77,-1.449807580437732224e-01
78,9.828649173446643572e-02
79,-4.497379987623089520e-02
80,8.966424850868984220e-02
81,-9.035698339023343073e-02
82,-7.070950812279215569e-02
83,2.186073879722938706e-01
84,-1.573324487775862590e-01
85,2.624302610779087608e-02
86,-4.571998496430591807e-02
87,8.081021093844477365e-02
88,9.936293291108820591e-02
89,-2.942846379032645343e-01
90,1.957055859334062842e-01
91,-6.253227841293909628e-02
92,2.422422318333076752e-01
93,-2.799507107273622730e-01
94,-1.331214010458689478e-01
95,-1.799860256347073362e-01
