tap_index,coeff_float
0,-2.484559636578589914e-01
1,-7.230490728033385495e-02
2,-1.964655436775299413e-01
3,3.973287051924951907e-01
4,-1.867405853446698072e-01
5,9.858198988861778533e-02
6,-2.429868984840171109e-01
7,2.116279157132316679e-01
8,4.334509624392523380e-02
9,-1.676058493392263982e-01
10,7.152851454036135426e-02
11,-1.658746400535141344e-02
12,1.011881713073450040e-01
13,-1.245187951060951065e-01
14,-1.487247113626444760e-02
15,1.379540434403003502e-01
16,-9.151047860590197369e-02
17,-1.884005641612165535e-02
18,2.743877399078626170e-02
19,3.434803041878865815e-02
20,-2.727224372304113201e-02
21,-5.231887112480635565e-02
22,7.405846262729359752e-02
23,9.775868015711328129e-03
24,-8.389845851791195852e-02
25,3.652983005812121542e-02
26,8.233025525337120398e-02
27,-1.249805683922394495e-01
28,2.841934266652508534e-02
29,1.170446083457380299e-01
30,-1.705046053578345988e-01
31,7.935415115083711834e-02
32,7.935415115083711834e-02
33,-1.705046053578345988e-01
34,1.170446083457380299e-01
35,2.841934266652508534e-02
36,-1.249805683922394495e-01
37,8.233025525337120398e-02
38,3.652983005812121542e-02
39,-8.389845851791195852e-02
40,9.775868015711328129e-03
41,7.405846262729359752e-02
42,-5.231887112480635565e-02
43,-2.727224372304113201e-02
44,3.434803041878865815e-02
45,2.743877399078626170e-02
46,-1.884005641612165535e-02
47,-9.151047860590197369e-02
48,1.379540434403003502e-01
49,-1.487247113626444760e-02
50,-1.245187951060951065e-01
51,1.011881713073450040e-01
52,-1.658746400535141344e-02
53,7.152851454036135426e-02
54,-1.676058493392263982e-01
55,4.334509624392523380e-02
56,2.116279157132316679e-01
57,-2.429868984840171109e-01
58,9.858198988861778533e-02
59,-1.867405853446698072e-01
60,3.973287051924951907e-01
61,-1.964655436775299413e-01
62,-7.230490728033385495e-02
63,-2.484559636578589914e-01
