tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,-7.535424340718298586e-01,-6173,-7.535400390625000000e-01,2.395009329858588387e-06,0
1,-1.582308364898393771e+00,-12962,-1.582275390625000000e+00,3.297427339377101418e-05,0
2,-1.902013534832004416e+00,-15581,-1.901977539062500000e+00,3.599576950441552015e-05,0
3,-2.805096641777640176e-01,-2298,-2.805175781250000000e-01,-7.913947235982377038e-06,0
4,1.307691883382879006e+00,10713,1.307739257812500000e+00,4.737442962099436272e-05,0
5,5.547502392254604064e-01,4545,5.548095703125000000e-01,5.933108703959355523e-05,0
6,-5.216723432996597243e-01,-4274,-5.217285156250000000e-01,-5.617232534027571944e-05,0
7,-1.264745044417871833e+00,-10361,-1.264770507812500000e+00,-2.546339462816682442e-05,0
8,1.128329172647933865e+00,9243,1.128295898437500000e+00,-3.327421043386458166e-05,0
9,3.918199407717787297e-01,3210,3.918457031250000000e-01,2.576235322127029548e-05,0
10,-3.147022231331919051e-01,-2578,-3.146972656250000000e-01,4.957508191905102279e-06,0
11,-7.968187701861750849e-01,-6528,-7.968750000000000000e-01,-5.622981382491509805e-05,0
12,4.012669185396224303e-01,3287,4.012451171875000000e-01,-2.180135212243028420e-05,0
13,9.807693390685390256e-01,8034,9.807128906250000000e-01,-5.644844353902556122e-05,0
14,-9.425748983667033842e-01,-7722,-9.426269531250000000e-01,-5.205475829661576626e-05,0
15,-2.859819016239160128e-01,-2343,-2.860107421875000000e-01,-2.884056358398723319e-05,0
16,4.869110033707958474e-01,3989,4.869384765625000000e-01,2.747319170415263301e-05,0
17,4.096283310169320790e-01,3356,4.096679687500000000e-01,3.963773306792095497e-05,0
18,-4.249850314577657273e-01,-3481,-4.249267578125000000e-01,5.827364526572731407e-05,0
19,-6.725584603430967423e-01,-5510,-6.726074218750000000e-01,-4.896153190325769344e-05,0
20,9.583459432682428503e-01,7851,9.583740234375000000e-01,2.808016925714973411e-05,0
21,1.230578868653093849e-01,1008,1.230468750000000000e-01,-1.101186530938491615e-05,0
22,-7.876738318601810285e-01,-6453,-7.877197265625000000e-01,-4.589470231897152530e-05,0
23,1.104568029449825572e-01,905,1.104736328125000000e-01,1.682986751744275367e-05,0
24,4.483825062708761688e-01,3673,4.483642578125000000e-01,-1.824845837616884126e-05,0
25,1.938970023884311888e-01,1588,1.938476562500000000e-01,-4.934613843118884624e-05,0
26,-7.752338180989672978e-01,-6351,-7.752685546875000000e-01,-3.473658853270222835e-05,0
27,2.603908277719844955e-02,213,2.600097656250000000e-02,-3.810621469844954756e-05,0
28,9.396613575489923820e-01,7698,9.396972656250000000e-01,3.590807600761802831e-05,0
29,-5.039796756784106213e-01,-4129,-5.040283203125000000e-01,-4.864463408937869104e-05,0
30,-5.987695215819144323e-01,-4905,-5.987548828125000000e-01,1.463876941443231772e-05,0
31,5.160744615715657790e-01,4228,5.161132812500000000e-01,3.881967843422096109e-05,0
32,5.160744615715657790e-01,4228,5.161132812500000000e-01,3.881967843422096109e-05,0
33,-5.987695215819144323e-01,-4905,-5.987548828125000000e-01,1.463876941443231772e-05,0
34,-5.039796756784106213e-01,-4129,-5.040283203125000000e-01,-4.864463408937869104e-05,0
35,9.396613575489923820e-01,7698,9.396972656250000000e-01,3.590807600761802831e-05,0
36,2.603908277719844955e-02,213,2.600097656250000000e-02,-3.810621469844954756e-05,0
37,-7.752338180989672978e-01,-6351,-7.752685546875000000e-01,-3.473658853270222835e-05,0
38,1.938970023884311888e-01,1588,1.938476562500000000e-01,-4.934613843118884624e-05,0
39,4.483825062708761688e-01,3673,4.483642578125000000e-01,-1.824845837616884126e-05,0
40,1.104568029449825572e-01,905,1.104736328125000000e-01,1.682986751744275367e-05,0
41,-7.876738318601810285e-01,-6453,-7.877197265625000000e-01,-4.589470231897152530e-05,0
42,1.230578868653093849e-01,1008,1.230468750000000000e-01,-1.101186530938491615e-05,0
43,9.583459432682428503e-01,7851,9.583740234375000000e-01,2.808016925714973411e-05,0
44,-6.725584603430967423e-01,-5510,-6.726074218750000000e-01,-4.896153190325769344e-05,0
45,-4.249850314577657273e-01,-3481,-4.249267578125000000e-01,5.827364526572731407e-05,0
46,4.096283310169320790e-01,3356,4.096679687500000000e-01,3.963773306792095497e-05,0
47,4.869110033707958474e-01,3989,4.869384765625000000e-01,2.747319170415263301e-05,0
48,-2.859819016239160128e-01,-2343,-2.860107421875000000e-01,-2.884056358398723319e-05,0
49,-9.425748983667033842e-01,-7722,-9.426269531250000000e-01,-5.205475829661576626e-05,0
50,9.807693390685390256e-01,8034,9.807128906250000000e-01,-5.644844353902556122e-05,0
51,4.012669185396224303e-01,3287,4.012451171875000000e-01,-2.180135212243028420e-05,0
52,-7.968187701861750849e-01,-6528,-7.968750000000000000e-01,-5.622981382491509805e-05,0
53,-3.147022231331919051e-01,-2578,-3.146972656250000000e-01,4.957508191905102279e-06,0
54,3.918199407717787297e-01,3210,3.918457031250000000e-01,2.576235322127029548e-05,0
55,1.128329172647933865e+00,9243,1.128295898437500000e+00,-3.327421043386458166e-05,0
56,-1.264745044417871833e+00,-10361,-1.264770507812500000e+00,-2.546339462816682442e-05,0
57,-5.216723432996597243e-01,-4274,-5.217285156250000000e-01,-5.617232534027571944e-05,0
58,5.547502392254604064e-01,4545,5.548095703125000000e-01,5.933108703959355523e-05,0
59,1.307691883382879006e+00,10713,1.307739257812500000e+00,4.737442962099436272e-05,0
60,-2.805096641777640176e-01,-2298,-2.805175781250000000e-01,-7.913947235982377038e-06,0
61,-1.902013534832004416e+00,-15581,-1.901977539062500000e+00,3.599576950441552015e-05,0
62,-1.582308364898393771e+00,-12962,-1.582275390625000000e+00,3.297427339377101418e-05,0
63,-7.535424340718298586e-01,-6173,-7.535400390625000000e-01,2.395009329858588387e-06,0
