stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,7.742609558,2.214327379,11.414244486,9.802202450999e-01,-1.937540681778e-01,-0.007074476,-0.195148217330
after_float_fir,7.403730914,0.161308856,42.914244486,9.784463304371e-01,-1.930352107661e-01,-0.023428933,-0.194786012142
after_fixed_fir,7.403434759,0.163018074,42.914244486,9.784553046299e-01,-1.930238574683e-01,-0.023371390,-0.194773101840
