tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.806733358037e-02,4.701875926217e-02,4.799557498765e-02,4.801865693504e-02,-0.191577333,-0.012976649,-0.008800451,2.401827643097,-0.089394054245,-2.092964710822,-2.092964710822,-2.491221697342,-2.003570656577,-2.003570656577,1.788392953260,1.788392953260
1,3567993164.062500,4.806733358037e-02,4.714200381041e-02,4.817408270740e-02,4.819916492601e-02,-0.168839854,0.019268451,0.023789652,1.296335224647,-1.286366539428,-3.585899614268,-3.585899614268,-2.582701764075,-2.299533074840,-2.299533074840,1.400950468265,1.400950468265
2,3586120605.468750,4.806733358037e-02,4.700215226880e-02,4.809983440377e-02,4.812590319158e-02,-0.194645725,0.005870997,0.010577235,2.049245372219,-0.643740232850,-3.242255750628,-3.242255750628,-2.692985605068,-2.598515517779,-2.598515517779,0.991684184332,0.991684184332
3,3604064941.406250,4.806733358037e-02,4.693852007676e-02,4.811533008747e-02,4.814148990015e-02,-0.206412775,0.008668764,0.013389910,4.285988177340,1.492829195995,-1.401648740046,-1.401648740046,-2.793158981345,-2.894477936041,-2.894477936041,0.595548389793,0.595548389793
4,3622009277.343750,4.806733358037e-02,4.680640456893e-02,4.806814030603e-02,4.809344714739e-02,-0.230894985,0.000145776,0.004717507,2.183447364780,-0.730445578457,-3.920885932761,-3.920885932761,-2.913892943237,-3.190440354304,-3.190440354304,0.178852009638,0.178852009638
5,3639953613.281250,4.806733358037e-02,4.672831420879e-02,4.807695973819e-02,4.810060207647e-02,-0.245398357,0.001739297,0.006009623,2.322254780349,-0.710558596525,-4.196961369092,-4.196961369092,-3.032813376874,-3.486402772567,-3.486402772567,-0.236030842261,-0.236030842261
6,3658081054.687500,4.806733358036e-02,4.666456811924e-02,4.809329999972e-02,4.811452545057e-02,-0.257255611,0.004690931,0.008523508,5.348586380446,2.170172185494,-1.615213030012,-1.615213030012,-3.178414194952,-3.785385215506,-3.785385215506,-0.680614103278,-0.680614103278
7,3676025390.625000,4.806733358037e-02,4.651190917047e-02,4.799936897944e-02,4.801758115667e-02,-0.285717301,-0.012290067,-0.008995046,7.162897463109,3.834196181455,-0.247151452314,-0.247151452314,-3.328701281654,-4.081347633768,-4.081347633768,-1.126863608243,-1.126863608243
8,3693969726.562500,4.806733358037e-02,4.659838093774e-02,4.812519167759e-02,4.814007704977e-02,-0.269584080,0.010448818,0.013134994,9.480366669582,6.009262911592,1.631952859561,1.631952859561,-3.471103757990,-4.377310052031,-4.377310052031,-1.565228502841,-1.565228502841
9,3712097167.968750,4.806733358036e-02,4.652721665797e-02,4.805283275968e-02,4.806408878503e-02,-0.282859166,-0.002620731,-0.000586363,12.548013127473,8.925836495034,4.249544000064,4.249544000064,-3.622176632439,-4.676292494970,-4.676292494970,-2.015283820230,-2.015283820230
10,3730041503.906250,4.806733358037e-02,4.651225278858e-02,4.799703157810e-02,4.800470510277e-02,-0.285653132,-0.012713050,-0.011324505,11.245592727035,7.503610329522,2.531355416290,2.531355416290,-3.741982397512,-4.972254913232,-4.972254913232,-2.431052003565,-2.431052003565
11,3747985839.843750,4.806733358036e-02,4.668139552968e-02,4.808673407732e-02,4.809103117546e-02,-0.254124013,0.003505012,0.004281161,9.117793422449,5.262630093294,-0.005587238202,-0.005587238202,-3.855163329156,-5.268217331495,-5.268217331495,-2.840195353471,-2.840195353471
