tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,-1.026391190280866172e-01,-420,-1.025390625000000000e-01,1.000565280866172468e-04,0
1,-4.417870725429313972e-02,-181,-4.418945312500000000e-02,-1.074587070686028323e-05,0
2,-1.344085570041374245e-01,-551,-1.345214843750000000e-01,-1.129273708625755379e-04,0
3,1.671887216556882938e-01,685,1.672363281250000000e-01,4.760646931170620100e-05,0
4,-7.773943799661707510e-02,-318,-7.763671875000000000e-02,1.027192466170750995e-04,0
5,1.078474251456996574e-01,442,1.079101562500000000e-01,6.273110430034256613e-05,0
6,-1.659946953089449784e-01,-680,-1.660156250000000000e-01,-2.092969105502162641e-05,0
7,8.932670058900582521e-02,366,8.935546875000000000e-02,2.876816099417478512e-05,0
8,2.813615293955600005e-02,115,2.807617187500000000e-02,-5.998106455600005216e-05,0
9,-4.878797215201850779e-02,-200,-4.882812500000000000e-02,-4.015284798149221235e-05,0
10,3.305523446888011113e-02,135,3.295898437500000000e-02,-9.625009388011113165e-05,0
11,-7.713253274459010156e-02,-316,-7.714843750000000000e-02,-1.590475540989844117e-05,0
12,1.183199161161856416e-01,485,1.184082031250000000e-01,8.828700881435835868e-05,0
13,-6.298914341548099427e-02,-258,-6.298828125000000000e-02,8.621654809942702613e-07,0
14,-3.526005527933358252e-02,-144,-3.515625000000000000e-02,1.038052793335825230e-04,0
15,6.819475512636170855e-02,279,6.811523437500000000e-02,-7.952075136170855263e-05,0
16,-4.598093617455233095e-02,-188,-4.589843750000000000e-02,8.249867455233095281e-05,0
17,4.822528305891789907e-02,198,4.833984375000000000e-02,1.145606910821009294e-04,0
18,-6.830413677078892021e-02,-280,-6.835937500000000000e-02,-5.523822921107979234e-05,0
19,3.359308728134412919e-02,138,3.369140625000000000e-02,9.831896865587080869e-05,0
20,4.997601831621032581e-02,205,5.004882812500000000e-02,7.280980878967419079e-05,0
21,-9.223092367450286266e-02,-378,-9.228515625000000000e-02,-5.423257549713733638e-05,0
22,5.850718789741165410e-02,240,5.859375000000000000e-02,8.656210258834590165e-05,0
23,-1.361824049217305772e-02,-56,-1.367187500000000000e-02,-5.363450782694227648e-05,0
24,5.836037519879566995e-03,24,5.859375000000000000e-03,2.333748012043300457e-05,0
25,2.941094798777361529e-03,12,2.929687500000000000e-03,-1.140729877736152906e-05,0
26,-4.952673722931694861e-02,-203,-4.956054687500000000e-02,-3.380964568305139251e-05,0
27,8.724805741107731494e-02,357,8.715820312500000000e-02,-8.985428607731493766e-05,0
28,-5.518950430475361157e-02,-226,-5.517578125000000000e-02,1.372305475361157434e-05,0
29,-1.854309907291365467e-02,-76,-1.855468750000000000e-02,-1.158842708634533203e-05,0
30,5.457421233540923899e-02,224,5.468750000000000000e-02,1.132876645907610058e-04,0
31,-3.922796101529136409e-02,-161,-3.930664062500000000e-02,-7.867960970863591141e-05,0
32,2.991481590209069466e-02,123,3.002929687500000000e-02,1.144809729093053396e-04,0
33,-4.672121833097907934e-02,-191,-4.663085937500000000e-02,9.035895597907933618e-05,0
34,3.560529066473734627e-02,146,3.564453125000000000e-02,3.924058526265372659e-05,0
