tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.806733358037e-02,4.701875926217e-02,4.800855657290e-02,4.801143876296e-02,-0.191577333,-0.010627654,-0.010106213,2.401827643097,-0.089394054245,-0.417857690451,-0.417857690451,-2.491221697342,-0.328463636206,-0.328463636206,-2.819685333548,-2.819685333548
1,3567993164.062500,4.806733358037e-02,4.714200381041e-02,4.818646294260e-02,4.818128935816e-02,-0.168839854,0.021500347,0.020567728,1.296335224647,-1.286366539428,-2.061122711110,-2.061122711110,-2.582701764075,-0.774756171681,-0.774756171681,-3.357457935757,-3.357457935757
2,3586120605.468750,4.806733358037e-02,4.700215226880e-02,4.810078730279e-02,4.808370134380e-02,-0.194645725,0.006043070,0.002957193,2.049245372219,-0.643740232850,-1.869342945471,-1.869342945471,-2.692985605068,-1.225602712621,-1.225602712621,-3.918588317689,-3.918588317689
3,3604064941.406250,4.806733358037e-02,4.693852007676e-02,4.810153749747e-02,4.807023156722e-02,-0.206412775,0.006178537,0.000523658,4.285988177340,1.492829195995,-0.179066052102,-0.179066052102,-2.793158981345,-1.671895248096,-1.671895248096,-4.465054229442,-4.465054229442
4,3622009277.343750,4.806733358037e-02,4.680640456893e-02,4.804501865433e-02,4.799902328454e-02,-0.230894985,-0.004033300,-0.012352624,2.183447364780,-0.730445578457,-2.848633362029,-2.848633362029,-2.913892943237,-2.118187783572,-2.118187783572,-5.032080726809,-5.032080726809
5,3639953613.281250,4.806733358037e-02,4.672831420879e-02,4.805558826701e-02,4.799643184399e-02,-0.245398357,-0.002122667,-0.012821583,2.322254780349,-0.710558596525,-3.275038915572,-3.275038915572,-3.032813376874,-2.564480319047,-2.564480319047,-5.597293695922,-5.597293695922
6,3658081054.687500,4.806733358036e-02,4.666456811924e-02,4.808512848983e-02,4.801623559349e-02,-0.257255611,0.003214990,-0.009238448,5.348586380446,2.170172185494,-0.845154674493,-0.845154674493,-3.178414194952,-3.015326859987,-3.015326859987,-6.193741054939,-6.193741054939
7,3676025390.625000,4.806733358037e-02,4.651190917047e-02,4.801038763916e-02,4.793703280702e-02,-0.285717301,-0.010296377,-0.023577653,7.162897463109,3.834196181455,0.372576785992,0.372576785992,-3.328701281654,-3.461619395462,-3.461619395462,-6.790320677117,-6.790320677117
8,3693969726.562500,4.806733358037e-02,4.659838093774e-02,4.815351819843e-02,4.808109092861e-02,-0.269584080,0.015559835,0.002485632,9.480366669582,6.009262911592,2.101350980654,2.101350980654,-3.471103757990,-3.907911930938,-3.907911930938,-7.379015688928,-7.379015688928
9,3712097167.968750,4.806733358036e-02,4.652721665797e-02,4.808890061827e-02,4.802340784178e-02,-0.282859166,0.003896345,-0.007941122,12.548013127473,8.925836495034,4.567078023157,4.567078023157,-3.622176632439,-4.358758471877,-4.358758471877,-7.980935104317,-7.980935104317
