tap_index,coeff_float
0,-1.026391190280866172e-01
1,-4.417870725429313972e-02
2,-1.344085570041374245e-01
3,1.671887216556882938e-01
4,-7.773943799661707510e-02
5,1.078474251456996574e-01
6,-1.659946953089449784e-01
7,8.932670058900582521e-02
8,2.813615293955600005e-02
9,-4.878797215201850779e-02
10,3.305523446888011113e-02
11,-7.713253274459010156e-02
12,1.183199161161856416e-01
13,-6.298914341548099427e-02
14,-3.526005527933358252e-02
15,6.819475512636170855e-02
16,-4.598093617455233095e-02
17,4.822528305891789907e-02
18,-6.830413677078892021e-02
19,3.359308728134412919e-02
20,4.997601831621032581e-02
21,-9.223092367450286266e-02
22,5.850718789741165410e-02
23,-1.361824049217305772e-02
24,5.836037519879566995e-03
25,2.941094798777361529e-03
26,-4.952673722931694861e-02
27,8.724805741107731494e-02
28,-5.518950430475361157e-02
29,-1.854309907291365467e-02
30,5.457421233540923899e-02
31,-3.922796101529136409e-02
32,2.991481590209069466e-02
33,-4.672121833097907934e-02
34,3.560529066473734627e-02
35,3.317374775248135149e-02
36,-9.555114536087118415e-02
37,7.680919196653505920e-02
38,-4.299759351692283155e-03
39,-3.066628675715481894e-02
40,1.093224345175547625e-02
41,-1.755477363641357730e-02
42,9.125964507699971251e-02
43,-1.374442958478838128e-01
44,3.839166609336869262e-02
45,1.611518163948068849e-01
46,-2.603005335973885281e-01
47,1.274460607943630197e-01
48,1.274460607943630197e-01
49,-2.603005335973885281e-01
50,1.611518163948068849e-01
51,3.839166609336869262e-02
52,-1.374442958478838128e-01
53,9.125964507699971251e-02
54,-1.755477363641357730e-02
55,1.093224345175547625e-02
56,-3.066628675715481894e-02
57,-4.299759351692283155e-03
58,7.680919196653505920e-02
59,-9.555114536087118415e-02
60,3.317374775248135149e-02
61,3.560529066473734627e-02
62,-4.672121833097907934e-02
63,2.991481590209069466e-02
64,-3.922796101529136409e-02
65,5.457421233540923899e-02
66,-1.854309907291365467e-02
67,-5.518950430475361157e-02
68,8.724805741107731494e-02
69,-4.952673722931694861e-02
70,2.941094798777361529e-03
71,5.836037519879566995e-03
72,-1.361824049217305772e-02
73,5.850718789741165410e-02
74,-9.223092367450286266e-02
75,4.997601831621032581e-02
76,3.359308728134412919e-02
77,-6.830413677078892021e-02
78,4.822528305891789907e-02
79,-4.598093617455233095e-02
80,6.819475512636170855e-02
81,-3.526005527933358252e-02
82,-6.298914341548099427e-02
83,1.183199161161856416e-01
84,-7.713253274459010156e-02
85,3.305523446888011113e-02
86,-4.878797215201850779e-02
87,2.813615293955600005e-02
88,8.932670058900582521e-02
89,-1.659946953089449784e-01
90,1.078474251456996574e-01
91,-7.773943799661707510e-02
92,1.671887216556882938e-01
93,-1.344085570041374245e-01
94,-4.417870725429313972e-02
95,-1.026391190280866172e-01
