tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,4.084526398990066809e-02,335,4.089355468750000000e-02,4.829069759933191097e-05,0
1,-1.004974758162291842e-01,-823,-1.004638671875000000e-01,3.360862872918424227e-05,0
2,-8.520065903161573584e-03,-70,-8.544921875000000000e-03,-2.485597183842641611e-05,0
3,-1.745545220142087905e-01,-1430,-1.745605468750000000e-01,-6.024860791209452060e-06,0
4,2.023129970122602428e-01,1657,2.022705078125000000e-01,-4.248919976024279066e-05,0
5,-8.715639577798836579e-02,-714,-8.715820312500000000e-02,-1.807347011634208300e-06,0
6,9.954435738344283302e-02,815,9.948730468750000000e-02,-5.705269594283302048e-05,0
7,-1.610778418753515129e-01,-1320,-1.611328125000000000e-01,-5.497062464848712082e-05,0
8,7.235438367525784398e-02,593,7.238769531250000000e-02,3.331163724215602251e-05,0
9,7.783793634577237941e-02,638,7.788085937500000000e-02,4.292302922762059048e-05,0
10,-1.009930368780444926e-01,-827,-1.009521484375000000e-01,4.088844054449258802e-05,0
11,4.263093346912364551e-02,349,4.260253906250000000e-02,-2.839440662364550727e-05,0
12,-5.280675419294535156e-02,-433,-5.285644531250000000e-02,-4.969111955464844410e-05,0
13,9.904323054580639607e-02,811,9.899902343750000000e-02,-4.420710830639607014e-05,0
14,-4.714694703844409668e-02,-386,-4.711914062500000000e-02,2.780641344409667814e-05,0
15,-7.684222163349038737e-02,-629,-7.678222656250000000e-02,5.999507099038736690e-05,0
16,1.203249908552142394e-01,986,1.203613281250000000e-01,3.633726978576057309e-05,0
17,-5.375816072089301123e-02,-440,-5.371093750000000000e-02,4.722322089301123071e-05,0
18,-9.127001316956298918e-04,-7,-8.544921875000000000e-04,5.820794419562989180e-05,0
19,-1.302631338850567151e-02,-107,-1.306152343750000000e-02,-3.521004899432848834e-05,0
20,1.015823999999370710e-02,83,1.013183593750000000e-02,-2.640406249370709502e-05,0
21,6.116804808365518958e-02,501,6.115722656250000000e-02,-1.082152115518958402e-05,0
22,-1.113122534874897707e-01,-912,-1.113281250000000000e-01,-1.587151251022933529e-05,0
23,5.416542121994066122e-02,444,5.419921875000000000e-02,3.379753005933877619e-05,0
24,4.661322871479114255e-02,382,4.663085937500000000e-02,1.763066020885745155e-05,0
25,-7.380421592150049337e-02,-605,-7.385253906250000000e-02,-4.832314099950663078e-05,0
26,3.090294189251658816e-02,253,3.088378906250000000e-02,-1.915283001658815709e-05,0
27,-1.303105811425208163e-02,-107,-1.306152343750000000e-02,-3.046532324791836888e-05,0
28,3.881500045715631508e-02,318,3.881835937500000000e-02,3.358917843684916527e-06,0
29,-2.716470602597554490e-02,-223,-2.722167968750000000e-02,-5.697366152445509924e-05,0
30,-5.085665524527012427e-02,-417,-5.090332031250000000e-02,-4.666506722987573408e-05,0
31,1.047709941163583874e-01,858,1.047363281250000000e-01,-3.466599135838743795e-05,0
32,-5.722499155949366950e-02,-469,-5.725097656250000000e-02,-2.598500300633049820e-05,0
33,-3.574149239351584462e-02,-293,-3.576660156250000000e-02,-2.510916898415538334e-05,0
34,6.701052350459292539e-02,549,6.701660156250000000e-02,6.078057907074607691e-06,0
35,-3.086896448300261234e-02,-253,-3.088378906250000000e-02,-1.482457949738766323e-05,0
36,1.050979552572748471e-02,86,1.049804687500000000e-02,-1.174865072748471073e-05,0
37,-3.293784997328969011e-02,-270,-3.295898437500000000e-02,-2.113440171030989134e-05,0
38,2.743546544208855242e-02,225,2.746582031250000000e-02,3.035487041144757647e-05,0
39,4.838630647101388460e-02,396,4.833984375000000000e-02,-4.646272101388460030e-05,0
40,-1.166716822519133778e-01,-956,-1.166992187500000000e-01,-2.753649808662217424e-05,0
41,7.300224822313779172e-02,598,7.299804687500000000e-02,-4.201348137791716120e-06,0
42,6.157143700800007252e-02,504,6.152343750000000000e-02,-4.799950800007252161e-05,0
43,-1.462882134671350809e-01,-1198,-1.462402343750000000e-01,4.797909213508089188e-05,0
44,8.386655886668238635e-02,687,8.386230468750000000e-02,-4.254179182386352842e-06,0
45,6.385823169529136756e-02,523,6.384277343750000000e-02,-1.545825779136755784e-05,0
46,-1.431036032849470341e-01,-1172,-1.430664062500000000e-01,3.719703494703407998e-05,0
47,7.288421226691924049e-02,597,7.287597656250000000e-02,-8.235704419240486018e-06,0
48,7.288421226691924049e-02,597,7.287597656250000000e-02,-8.235704419240486018e-06,0
49,-1.431036032849470341e-01,-1172,-1.430664062500000000e-01,3.719703494703407998e-05,0
50,6.385823169529136756e-02,523,6.384277343750000000e-02,-1.545825779136755784e-05,0
51,8.386655886668238635e-02,687,8.386230468750000000e-02,-4.254179182386352842e-06,0
52,-1.462882134671350809e-01,-1198,-1.462402343750000000e-01,4.797909213508089188e-05,0
