tap_index,coeff_float
0,2.173324713822167298e-01
1,3.923314545877722992e-01
2,3.601144977458464735e-01
3,1.072923446913701985e-02
4,-3.287548667351286036e-01
5,4.302982363496168222e-02
6,4.167370474859578844e-02
7,2.434916593720410083e-01
8,-2.916090215620010251e-01
9,1.843765229904336875e-02
10,1.013813485814063081e-01
11,1.633624304489719042e-02
12,-1.597704855874723662e-02
13,-1.645020757702098935e-01
14,2.103425630193569151e-01
15,-2.877261716140958395e-02
16,-1.108828119411804092e-01
17,6.503963003705376389e-02
18,-1.434168333820843959e-02
19,8.731443492213732116e-02
20,-1.334359147709335003e-01
21,1.575493296467498500e-02
22,1.339659110697941358e-01
23,-1.319853213816833126e-01
24,3.045910570525818539e-02
25,2.679818467804521293e-03
26,3.028972637359955353e-02
27,6.248463548658459918e-03
28,-1.157640713513759662e-01
29,1.442799197827261404e-01
30,-3.347846843122070926e-02
31,-7.781742708274046183e-02
32,7.149145830546085878e-02
33,-2.739259814581292835e-02
34,7.099032188186799042e-02
35,-1.395254542160902222e-01
36,5.542181372589688459e-02
37,1.796417647585802913e-01
38,-3.167606284164555253e-01
39,1.596742360550495732e-01
40,1.596742360550495732e-01
41,-3.167606284164555253e-01
42,1.796417647585802913e-01
43,5.542181372589688459e-02
44,-1.395254542160902222e-01
45,7.099032188186799042e-02
46,-2.739259814581292835e-02
47,7.149145830546085878e-02
48,-7.781742708274046183e-02
49,-3.347846843122070926e-02
50,1.442799197827261404e-01
51,-1.157640713513759662e-01
52,6.248463548658459918e-03
53,3.028972637359955353e-02
54,2.679818467804521293e-03
55,3.045910570525818539e-02
56,-1.319853213816833126e-01
57,1.339659110697941358e-01
58,1.575493296467498500e-02
59,-1.334359147709335003e-01
60,8.731443492213732116e-02
61,-1.434168333820843959e-02
62,6.503963003705376389e-02
63,-1.108828119411804092e-01
64,-2.877261716140958395e-02
65,2.103425630193569151e-01
66,-1.645020757702098935e-01
67,-1.597704855874723662e-02
68,1.633624304489719042e-02
69,1.013813485814063081e-01
70,1.843765229904336875e-02
71,-2.916090215620010251e-01
72,2.434916593720410083e-01
73,4.167370474859578844e-02
74,4.302982363496168222e-02
75,-3.287548667351286036e-01
76,1.072923446913701985e-02
77,3.601144977458464735e-01
78,3.923314545877722992e-01
79,2.173324713822167298e-01
