freq_hz,h_db,phase_rad
3500000000.000000,0.000000000,16.559864287241
3501000000.000000,0.000000000,16.567880670534
3502000000.000000,0.000000000,16.572068015946
3503000000.000000,0.000000000,16.580289261728
3504000000.000000,0.000000000,16.584359988794
3505000000.000000,0.000000000,16.592359190441
3506000000.000000,0.000000000,16.597693714799
3507000000.000000,0.000000000,16.605254310595
3508000000.000000,0.000000000,16.611110770857
3509000000.000000,0.000000000,16.619365546771
3510000000.000000,0.000000000,16.624812458699
3511000000.000000,0.000000000,16.629683076258
3512000000.000000,0.000000000,16.638743972889
3513000000.000000,0.000000000,16.644071241326
3514000000.000000,0.000000000,16.647768197772
3515000000.000000,0.000000000,16.657212304366
3516000000.000000,0.000000000,16.661707734359
3517000000.000000,0.000000000,16.665407491600
3518000000.000000,0.000000000,16.676442384932
3519000000.000000,0.000000000,16.682784930527
3520000000.000000,0.000000000,16.687741355077
3521000000.000000,0.000000000,16.694686511631
3522000000.000000,0.000000000,16.703061696424
3523000000.000000,0.000000000,16.709091105872
3524000000.000000,0.000000000,16.715680602536
3525000000.000000,0.000000000,16.721333643455
3526000000.000000,0.000000000,16.726470692389
3527000000.000000,0.000000000,16.733226930409
3528000000.000000,0.000000000,16.741193445571
3529000000.000000,0.000000000,16.743599564108
3530000000.000000,0.000000000,16.752295259105
3531000000.000000,0.000000000,16.757959134494
3532000000.000000,0.000000000,16.767255423795
3533000000.000000,0.000000000,16.770569186899
3534000000.000000,0.000000000,16.779248817242
3535000000.000000,0.000000000,16.785721199975
3536000000.000000,0.000000000,16.788872834793
3537000000.000000,0.000000000,16.800247117812
3538000000.000000,0.000000000,16.803948080055
3539000000.000000,0.000000000,16.812875388167
3540000000.000000,0.000000000,16.815484805478
3541000000.000000,0.000000000,16.822230411022
3542000000.000000,0.000000000,16.827626918179
3543000000.000000,0.000000000,16.836558211547
3544000000.000000,0.000000000,16.843024832114
3545000000.000000,0.000000000,16.850764415871
3546000000.000000,0.000000000,16.856389788700
3547000000.000000,0.000000000,16.862441450687
3548000000.000000,0.000000000,16.866632968785
3549000000.000000,0.000000000,16.878466970055
3550000000.000000,0.000000000,16.883970035771
3551000000.000000,0.000000000,16.888951852774
3552000000.000000,0.000000000,16.893623104386
3553000000.000000,0.000000000,16.902387334125
3554000000.000000,0.000000000,16.910251697733
3555000000.000000,0.000000000,16.915296872534
3556000000.000000,0.000000000,16.921150985815
3557000000.000000,0.000000000,16.928536365013
3558000000.000000,0.000000000,16.933938911389
3559000000.000000,0.000000000,16.942530978434
3560000000.000000,0.000000000,16.949034956339
3561000000.000000,0.000000000,16.956472220505
3562000000.000000,0.000000000,16.961446268726
3563000000.000000,0.000000000,16.966515752139
3564000000.000000,0.000000000,16.974664661064
3565000000.000000,0.000000000,16.981655330130
3566000000.000000,0.000000000,16.985868915991
3567000000.000000,0.000000000,16.992173295557
3568000000.000000,0.000000000,17.000050414330
3569000000.000000,0.000000000,17.007693786350
