tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.345475146293e-02,4.389432897969e-02,4.340778045096e-02,4.340262091788e-02,0.087422879,-0.009393810,-0.010426293,2.317264130766,-2.923442304772,-0.947866797573,-0.947866797573,1.042478871642,1.975575507198,1.975575507198,3.018054378840,3.018054378840
1,3567993164.062500,4.345475146293e-02,4.373904781722e-02,4.352101697929e-02,4.351405927103e-02,0.056641081,0.013235297,0.011846572,4.804997241251,-0.299581326978,1.304866703351,1.304866703351,1.178606738950,1.604448030329,1.604448030329,2.783054769279,2.783054769279
2,3586120605.468750,4.345475146293e-02,4.352909687316e-02,4.354866726442e-02,4.353969585442e-02,0.014847726,0.018751967,0.016962412,2.643880855760,-2.371470910999,-1.141937372609,-1.141937372609,1.267833540420,1.229533538390,1.229533538390,2.497367078810,2.497367078810
3,3604064941.406250,4.345475146293e-02,4.336738990285e-02,4.351597810394e-02,4.350494109288e-02,-0.017479715,0.012229584,0.010026292,3.495091993387,-1.457456062949,-0.599050001428,-0.599050001428,1.330637250844,0.858406061521,0.858406061521,2.189043312365,2.189043312365
4,3622009277.343750,4.345475146293e-02,4.330398796874e-02,4.345368064898e-02,4.344063242633e-02,-0.030187538,-0.000214041,-0.002822622,3.808979966006,-1.083676756683,-0.596398172031,-0.596398172031,1.390528584491,0.487278584652,0.487278584652,1.877807169142,1.877807169142
5,3639953613.281250,4.345475146293e-02,4.336888714008e-02,4.340961042717e-02,4.339472261149e-02,-0.017179844,-0.009027640,-0.012007075,1.217165662328,-3.586540770163,-3.470389662380,-3.470389662380,1.479478874689,0.116151107783,0.116151107783,1.595629982471,1.595629982471
6,3658081054.687500,4.345475146292e-02,4.352032403899e-02,4.338336685850e-02,4.336691727665e-02,0.013097000,-0.014280340,-0.017574376,0.213627176805,-4.455319087710,-4.714082471867,-4.714082471867,1.614239042665,-0.258763384156,-0.258763384156,1.355475658508,1.355475658508
7,3676025390.625000,4.345475146293e-02,4.366139585393e-02,4.333651516673e-02,4.331892639118e-02,0.041206913,-0.023665700,-0.027191715,2.107831305114,-2.377775506862,-3.007666367887,-3.007666367887,1.797578495204,-0.629890861026,-0.629890861026,1.167687634178,1.167687634178
8,3693969726.562500,4.345475146293e-02,4.387671874617e-02,4.340146005641e-02,4.338313622970e-02,0.083937434,-0.010658612,-0.014326515,5.116050848495,-5.428915409796,-0.146748440511,-0.146748440511,2.021404356069,-1.001018337895,-1.001018337895,1.020386018174,1.020386018174
9,3712097167.968750,4.345475146294e-02,4.403135487089e-02,4.347806417795e-02,4.345944205078e-02,0.114495576,0.004658579,0.000937521,3.827506873713,-6.466086641234,-1.558834163888,-1.558834163888,2.272777099412,-1.375932829834,-1.375932829834,0.896844269578,0.896844269578
10,3730041503.906250,4.345475146292e-02,4.406432135090e-02,4.351943371429e-02,4.350090261246e-02,0.120996309,0.012919305,0.009219960,2.188432092814,-7.852566730557,-3.316441730080,-3.316441730080,2.525371790989,-1.747060306703,-1.747060306703,0.778311484286,0.778311484286
11,3747985839.843750,4.345475146292e-02,4.403319781174e-02,4.356949764750e-02,4.355129043596e-02,0.114859118,0.022905645,0.019275149,1.754057943690,-8.058027167982,-3.893029644375,-3.893029644375,2.754285502687,-2.118187783572,-2.118187783572,0.636097719115,0.636097719115
12,3765930175.781250,4.345475146293e-02,4.389801767329e-02,4.355920711702e-02,4.354141313798e-02,0.088152773,0.020853912,0.017304993,3.421481250805,-6.193652695020,-2.399782648281,-2.399782648281,2.951236668535,-2.489315260441,-2.489315260441,0.461921408093,0.461921408093
13,3784057617.187500,4.345475146293e-02,4.370475585606e-02,4.349745538895e-02,4.347997806589e-02,0.049828564,0.008531621,0.005040920,1.840756978860,-7.605399907911,-4.186444353111,-4.186444353111,3.120213727588,-2.864229752380,-2.864229752380,0.255983975208,0.255983975208
14,3802001953.125000,4.345475146293e-02,4.357612897380e-02,4.346807782661e-02,4.345061572642e-02,0.024227546,0.002663312,-0.000826705,0.096899841419,-9.200203454056,-6.152375376126,-6.152375376126,3.269267318884,-3.235357229249,-3.235357229249,0.033910089634,0.033910089634
15,3819946289.062500,4.345475146292e-02,4.344744246965e-02,4.338339997857e-02,4.336557183521e-02,-0.001461070,-0.014273709,-0.017843856,0.491319996153,-8.656953798061,-5.980253196999,-5.980253196999,3.418096820145,-3.606484706118,-3.606484706118,-0.188387885973,-0.188387885973
16,3837890625.000000,4.345475146292e-02,4.344940719632e-02,4.336452452270e-02,4.334584335714e-02,-0.001068297,-0.018053630,-0.021796263,0.784210388557,-8.196979076802,-5.891405952609,-5.891405952609,3.585181149001,-3.977612182987,-3.977612182987,-0.392431033987,-0.392431033987
17,3856018066.406250,4.345475146292e-02,4.351893291997e-02,4.335412176252e-02,4.333412718303e-02,0.012819352,-0.020137547,-0.024144334,-0.995599235386,-9.768654978555,-7.837996346302,-7.837996346302,3.793314871190,-4.352526674927,-4.352526674927,-0.559211803736,-0.559211803736
18,3873962402.343750,4.345475146293e-02,4.368750746395e-02,4.340558074447e-02,4.338391608852e-02,0.046399939,-0.009833982,-0.014170378,-2.865994973186,-11.402126924369,-9.842595768985,-9.842595768985,4.030238663176,-4.723654151796,-4.723654151796,-0.693415488620,-0.693415488620
19,3891906738.281250,4.345475146293e-02,4.387457478370e-02,4.346700045914e-02,4.344350552365e-02,0.083513003,0.002448028,-0.002248169,-0.560765316950,-8.833723892607,-7.645320214092,-7.645320214092,4.293412038702,-5.094781628665,-5.094781628665,-0.801369589963,-0.801369589963
20,3910034179.687500,4.345475146293e-02,4.402152528928e-02,4.351028045171e-02,4.348505264194e-02,0.112556318,0.011092245,0.006054596,-0.467342746763,-8.470222463948,-7.656733277373,-7.656733277373,4.563490897174,-5.469696120604,-5.469696120604,-0.906205223430,-0.906205223430
21,3927978515.625000,4.345475146293e-02,4.412529362656e-02,4.355995927171e-02,4.353342434585e-02,0.133006760,0.021003894,0.015711197,0.420898421286,-7.328536183686,-6.886174473979,-6.886174473979,4.816936009387,-5.840823597473,-5.840823597473,-1.023887588086,-1.023887588086
22,3945922851.562500,4.345475146293e-02,4.411663223781e-02,4.356001814536e-02,4.353293052717e-02,0.131301633,0.021015633,0.015612668,0.207383136834,-7.317037829769,-7.245803596931,-7.245803596931,5.041949647756,-6.211951074342,-6.211951074342,-1.170001426586,-1.170001426586
23,3963867187.500000,4.345475146293e-02,4.405350348992e-02,4.356641551253e-02,4.353977249821e-02,0.118863648,0.022291178,0.016977702,1.097729277477,-6.240632593900,-6.540525837931,-6.540525837931,5.228008742982,-6.583078551211,-6.583078551211,-1.355069808229,-1.355069808229
24,3981994628.906250,4.345475146293e-02,4.390259469713e-02,4.353220159451e-02,4.350725424246e-02,0.089058360,0.015467227,0.010488107,1.708809869358,-5.473759469953,-6.148567205923,-6.148567205923,5.383801275048,-6.957993043150,-6.957993043150,-1.574191768102,-1.574191768102
25,3999938964.843750,4.345475146292e-02,4.362401392682e-02,4.338983758370e-02,4.336793369607e-02,0.033767060,-0.012984917,-0.017370801,2.744699661012,-4.293264776591,-5.339199989431,-5.339199989431,5.528406176756,-7.329120520020,-7.329120520020,-1.800714343264,-1.800714343264
26,4017883300.781250,4.345475146292e-02,4.347716888521e-02,4.337010521751e-02,4.335246672498e-02,0.004479718,-0.016935892,-0.020469136,4.003252882492,-2.880575668835,-4.297638358544,-4.297638358544,5.682542063032,-7.700247996889,-7.700247996889,-2.017705933857,-2.017705933857
27,4036010742.187500,4.345475146293e-02,4.334319511023e-02,4.333182637462e-02,4.331969184880e-02,-0.022326950,-0.024605521,-0.027038234,2.314342572593,-4.374939471935,-6.166916653583,-6.166916653583,5.877088569831,-8.075162488828,-8.075162488828,-2.198073918997,-2.198073918997
28,4053955078.125000,4.345475146293e-02,4.329368136011e-02,4.332985515771e-02,4.332411076658e-02,-0.032255078,-0.025000661,-0.026152256,-0.708093409803,-7.163331052545,-3.043250403883,-3.043250403883,6.111132971617,-8.446289965697,-8.446289965697,-2.335156994080,-2.335156994080
29,4071899414.062500,4.345475146292e-02,4.338813053849e-02,4.342287318009e-02,4.342415435895e-02,-0.013326645,-0.006374282,-0.006118012,-1.137714477946,-7.310583703178,-3.561630531385,-3.561630531385,6.393501389127,-8.817417442566,-8.817417442566,-2.423916053439,-2.423916053439
30,4089843750.000000,4.345475146292e-02,4.350264022026e-02,4.349736269260e-02,4.350593004811e-02,0.009566904,0.008513110,0.010223738,-3.932197023347,-9.795078066855,-6.417252371931,-6.417252371931,6.703489570851,-9.188544919435,-9.188544919435,-2.485055348584,-2.485055348584
31,4107971191.406250,4.345475146293e-02,4.360841318685e-02,4.354473787345e-02,4.356044562712e-02,0.030660272,0.017968205,0.021100873,-5.319337799459,-10.868501194740,-7.865589991755,-7.865589991755,7.017207219077,-9.563459411374,-9.563459411374,-2.546252192297,-2.546252192297
32,4125915527.343750,4.345475146292e-02,4.369481484708e-02,4.358182747691e-02,4.360388261183e-02,0.047852661,0.025363336,0.029757829,-5.767100748021,-11.038047070559,-8.406263344443,-8.406263344443,7.295424291821,-9.934586888243,-9.934586888243,-2.639162596422,-2.639162596422
33,4143859863.281250,4.345475146292e-02,4.366807332715e-02,4.353890405268e-02,4.356606238417e-02,0.042535211,0.016804452,0.022220774,-3.498273137719,-8.542351204290,-6.281694955043,-6.281694955043,7.522292547789,-10.305714365112,-10.305714365112,-2.783421817324,-2.783421817324
34,4161987304.687500,4.345475146293e-02,4.363835738687e-02,4.354200181536e-02,4.357271195287e-02,0.036622488,0.017422425,0.023546416,-6.235678539467,-11.117135359080,-9.231393601772,-9.231393601772,7.684913794747,-10.680628857051,-10.680628857051,-2.995715062305,-2.995715062305
35,4179931640.625000,4.345475146293e-02,4.343405922562e-02,4.342082202200e-02,4.345307348102e-02,-0.004137023,-0.006784586,-0.000335407,-8.710756533562,-13.487182061177,-11.972567780739,-11.972567780739,7.789945086744,-11.051756333921,-11.051756333921,-3.261811247176,-3.261811247176
36,4197875976.562500,4.345475146293e-02,4.328580857334e-02,4.339209144916e-02,4.342397741992e-02,-0.033834717,-0.012533744,-0.006153404,-5.584349599522,-16.574574704314,-9.147902593565,-9.147902593565,7.859330816747,-11.422883810790,-11.422883810790,-3.563552994043,-3.563552994043
37,4215820312.500000,4.345475146292e-02,4.308385031725e-02,4.332021696566e-02,4.334981115324e-02,-0.074455239,-0.026932945,-0.021001209,-2.661446266517,-13.584249592479,-6.528704958599,-6.528704958599,7.926752595577,-11.794011287659,-11.794011287659,-3.867258692082,-3.867258692082
38,4233947753.906250,4.345475146292e-02,4.299604582839e-02,4.334311400059e-02,4.336876647322e-02,-0.092175065,-0.022343204,-0.017204011,-3.289388107656,-14.109507566175,-7.428877424234,-7.428877424234,8.029436463020,-12.168925779598,-12.168925779598,-4.139489316578,-4.139489316578
39,4251892089.843750,4.345475146293e-02,4.300738387386e-02,4.341434461182e-02,4.343478602692e-02,-0.089884900,-0.008080422,-0.003991679,-2.106643027574,-12.765916979474,-6.456414314403,-6.456414314403,8.190281969638,-12.540053256467,-12.540053256467,-4.349771286829,-4.349771286829
40,4269836425.781250,4.345475146293e-02,4.304164405687e-02,4.343971887078e-02,4.345402278244e-02,-0.082968373,-0.003005288,-0.000145652,-2.046546594594,-12.472521269836,-6.534146081633,-6.534146081633,8.423581246297,-12.911180733336,-12.911180733336,-4.487599487039,-4.487599487039
41,4287780761.718750,4.345475146292e-02,4.321541372717e-02,4.353571350675e-02,4.354346784215e-02,-0.047971904,0.016167923,0.017714867,0.615738751818,-9.515923579923,-3.948675868589,-3.948675868589,8.717893589798,-13.282308210205,-13.282308210205,-4.564414620407,-4.564414620407
42,4305908203.125000,4.345475146292e-02,4.333839525662e-02,4.352900112893e-02,4.353018929266e-02,-0.023288884,0.014828621,0.015065707,-1.053131167149,-10.846895467611,-5.654562248216,-5.654562248216,9.055791621077,-13.657222702144,-13.657222702144,-4.601431081068,-4.601431081068
43,4323852539.062500,4.345475146292e-02,4.345857902632e-02,4.351108568572e-02,4.350635537212e-02,0.000765033,0.011252991,0.010308652,-0.602422959043,-10.059057626328,-5.237851883803,-5.237851883803,9.392921254253,-14.028350179013,-14.028350179013,-4.635428924761,-4.635428924761
44,4341796875.000000,4.345475146293e-02,4.354658972682e-02,4.350367915404e-02,4.349406283691e-02,0.018337587,0.009774339,0.007854145,-2.856479767391,-12.002626896134,-7.552548630477,-7.552548630477,9.703408792796,-14.399477655883,-14.399477655883,-4.696068863086,-4.696068863086
