stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,17.279981633,0.878369772,-21.724556628,-5.614283640925e-01,-8.112371031519e-01,-0.117499544,-2.176176543615
after_float_fir,17.263460106,0.180843403,17.775443372,-5.608357471618e-01,-8.102765122791e-01,-0.127428608,-2.176236768253
after_fixed_fir,17.264763667,0.185461839,17.775443372,-5.607432678516e-01,-8.101558196360e-01,-0.128767349,-2.176229306308
