tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,-1.597675789880278197e-01,-1309,-1.597900390625000000e-01,-2.246007447218034692e-05,0
1,3.340445591462120056e-01,2736,3.339843750000000000e-01,-6.018414621200562920e-05,0
2,3.484511590509420387e-02,285,3.479003906250000000e-02,-5.507684259420386752e-05,0
3,7.732201402566166726e-01,6334,7.731933593750000000e-01,-2.678088161667258049e-05,0
4,-7.596009663092005981e-01,-6223,-7.596435546875000000e-01,-4.258837829940187447e-05,0
5,3.741201778241514120e-01,3065,3.741455078125000000e-01,2.532998834858801729e-05,0
6,-6.259259800883432145e-01,-5128,-6.259765625000000000e-01,-5.058241165678545315e-05,0
7,8.246428777375541808e-01,6755,8.245849609375000000e-01,-5.791680005418076149e-05,0
8,-3.244767815876014039e-01,-2658,-3.244628906250000000e-01,1.389096260140387784e-05,0
9,-1.979625253772635540e-01,-1622,-1.979980468750000000e-01,-3.552149773644597275e-05,0
10,1.923496106761860003e-01,1576,1.923828125000000000e-01,3.320182381399972016e-05,0
11,-1.538326025889870663e-01,-1260,-1.538085937500000000e-01,2.400883898706629438e-05,0
12,4.534679127137524191e-01,3715,4.534912109375000000e-01,2.329822374758094838e-05,0
13,-5.970737846318209252e-01,-4891,-5.970458984375000000e-01,2.788619432092520611e-05,0
14,2.138157895495529925e-01,1752,2.138671875000000000e-01,5.139795044700745663e-05,0
15,2.380046701352337146e-01,1950,2.380371093750000000e-01,3.243923976628537709e-05,0
16,-2.880078854676495492e-01,-2359,-2.879638671875000000e-01,4.401828014954922708e-05,0
17,1.857460810581174626e-01,1522,1.857910156250000000e-01,4.493456688253738562e-05,0
18,-2.929144709327368146e-01,-2400,-2.929687500000000000e-01,-5.427906726318543207e-05,0
19,3.795781896071171446e-01,3110,3.796386718750000000e-01,6.048226788285537836e-05,0
20,-9.267791515355086607e-02,-759,-9.265136718750000000e-02,2.654796605086606753e-05,0
21,-3.351211610633368365e-01,-2745,-3.350830078125000000e-01,3.815325083683651641e-05,0
22,4.262301591710983550e-01,3492,4.262695312500000000e-01,3.937207890164495794e-05,0
23,-2.105830226550814421e-01,-1725,-2.105712890625000000e-01,1.173359258144213157e-05,0
24,8.342791528583176630e-02,683,8.337402343750000000e-02,-5.389184833176630107e-05,0
25,-9.815267015319019406e-02,-804,-9.814453125000000000e-02,8.138903190194057835e-06,0
26,-4.303108802310559589e-02,-353,-4.309082031250000000e-02,-5.973228939440411445e-05,0
27,3.516108051897859910e-01,2880,3.515625000000000000e-01,-4.830518978599096513e-05,0
28,-4.467721388321141407e-01,-3660,-4.467773437500000000e-01,-5.204917885859305926e-06,0
29,1.722284793326523678e-01,1411,1.722412109375000000e-01,1.273160484763224964e-05,0
30,1.409137050993648221e-01,1154,1.408691406250000000e-01,-4.456447436482213753e-05,0
31,-1.998181623664276318e-01,-1637,-1.998291015625000000e-01,-1.093919607236815139e-05,0
32,1.529763690537570830e-01,1253,1.529541015625000000e-01,-2.226749125708304966e-05,0
33,-2.311784919137811201e-01,-1894,-2.312011718750000000e-01,-2.267996121887994043e-05,0
