tap_index,coeff_float
0,-1.597675789880278197e-01
1,3.340445591462120056e-01
2,3.484511590509420387e-02
3,7.732201402566166726e-01
4,-7.596009663092005981e-01
5,3.741201778241514120e-01
6,-6.259259800883432145e-01
7,8.246428777375541808e-01
8,-3.244767815876014039e-01
9,-1.979625253772635540e-01
10,1.923496106761860003e-01
11,-1.538326025889870663e-01
12,4.534679127137524191e-01
13,-5.970737846318209252e-01
14,2.138157895495529925e-01
15,2.380046701352337146e-01
16,-2.880078854676495492e-01
17,1.857460810581174626e-01
18,-2.929144709327368146e-01
19,3.795781896071171446e-01
20,-9.267791515355086607e-02
21,-3.351211610633368365e-01
22,4.262301591710983550e-01
23,-2.105830226550814421e-01
24,8.342791528583176630e-02
25,-9.815267015319019406e-02
26,-4.303108802310559589e-02
27,3.516108051897859910e-01
28,-4.467721388321141407e-01
29,1.722284793326523678e-01
30,1.409137050993648221e-01
31,-1.998181623664276318e-01
32,1.529763690537570830e-01
33,-2.311784919137811201e-01
34,3.052599723808421261e-01
35,-1.165156352512925764e-01
36,-2.532638954379941021e-01
37,4.662679843919628198e-01
38,-3.805446474831600812e-01
39,1.353243037898947676e-01
40,1.353243037898947676e-01
41,-3.805446474831600812e-01
42,4.662679843919628198e-01
43,-2.532638954379941021e-01
44,-1.165156352512925764e-01
45,3.052599723808421261e-01
46,-2.311784919137811201e-01
47,1.529763690537570830e-01
48,-1.998181623664276318e-01
49,1.409137050993648221e-01
50,1.722284793326523678e-01
51,-4.467721388321141407e-01
52,3.516108051897859910e-01
53,-4.303108802310559589e-02
54,-9.815267015319019406e-02
55,8.342791528583176630e-02
56,-2.105830226550814421e-01
57,4.262301591710983550e-01
58,-3.351211610633368365e-01
59,-9.267791515355086607e-02
60,3.795781896071171446e-01
61,-2.929144709327368146e-01
62,1.857460810581174626e-01
63,-2.880078854676495492e-01
64,2.380046701352337146e-01
65,2.138157895495529925e-01
66,-5.970737846318209252e-01
67,4.534679127137524191e-01
68,-1.538326025889870663e-01
69,1.923496106761860003e-01
70,-1.979625253772635540e-01
71,-3.244767815876014039e-01
72,8.246428777375541808e-01
73,-6.259259800883432145e-01
74,3.741201778241514120e-01
75,-7.596009663092005981e-01
76,7.732201402566166726e-01
77,3.484511590509420387e-02
78,3.340445591462120056e-01
79,-1.597675789880278197e-01
