tap_index,coeff_float
0,1.485514572622225471e-01
1,8.788713406082022950e-02
2,1.421826333119834140e-01
3,-1.731474599150090998e-01
4,3.693061487428286188e-02
5,-4.265640939209128235e-02
6,1.125759149862057829e-01
7,-5.146589465154265131e-02
8,-6.445960071153884752e-02
9,7.775028718100578107e-02
10,-2.845794179163037632e-02
11,3.082744404399111182e-02
12,-5.948293364021908086e-02
13,2.606276747043556954e-02
14,4.778783463358842604e-02
15,-7.260616883813679479e-02
16,3.874650424325431358e-02
17,-9.898516419376954603e-03
18,7.078910008703756356e-03
19,6.723796268623931024e-03
20,-4.115791833810986816e-02
21,5.632269037810794243e-02
22,-3.014627272663264815e-02
23,-9.709531232770299974e-03
24,3.179157750155496565e-02
25,-3.603949837275029905e-02
26,3.216053568477847402e-02
27,-1.807527018147036743e-02
28,-6.035742363799850678e-03
29,2.765117000050852994e-02
30,-3.730936638241323655e-02
31,3.477749694418075244e-02
32,-1.625405952198098747e-02
33,-1.987026167578772456e-02
34,5.071663380052389425e-02
35,-4.401081021941587873e-02
36,6.186851793496787530e-03
37,1.898105921145417166e-02
38,-1.669523864574275207e-02
39,2.433743958004242619e-02
40,-5.564417725348144717e-02
41,4.863379380769754234e-02
42,4.457489595048534647e-02
43,-1.421143450344584669e-01
44,1.009120318534059701e-01
45,7.742649075355967359e-02
46,-1.995208374873531643e-01
47,1.070039195125541964e-01
48,1.070039195125541964e-01
49,-1.995208374873531643e-01
50,7.742649075355967359e-02
51,1.009120318534059701e-01
52,-1.421143450344584669e-01
53,4.457489595048534647e-02
54,4.863379380769754234e-02
55,-5.564417725348144717e-02
56,2.433743958004242619e-02
57,-1.669523864574275207e-02
58,1.898105921145417166e-02
59,6.186851793496787530e-03
60,-4.401081021941587873e-02
61,5.071663380052389425e-02
62,-1.987026167578772456e-02
63,-1.625405952198098747e-02
64,3.477749694418075244e-02
65,-3.730936638241323655e-02
66,2.765117000050852994e-02
67,-6.035742363799850678e-03
68,-1.807527018147036743e-02
69,3.216053568477847402e-02
70,-3.603949837275029905e-02
71,3.179157750155496565e-02
72,-9.709531232770299974e-03
73,-3.014627272663264815e-02
74,5.632269037810794243e-02
75,-4.115791833810986816e-02
76,6.723796268623931024e-03
77,7.078910008703756356e-03
78,-9.898516419376954603e-03
79,3.874650424325431358e-02
80,-7.260616883813679479e-02
81,4.778783463358842604e-02
82,2.606276747043556954e-02
83,-5.948293364021908086e-02
84,3.082744404399111182e-02
85,-2.845794179163037632e-02
86,7.775028718100578107e-02
87,-6.445960071153884752e-02
88,-5.146589465154265131e-02
89,1.125759149862057829e-01
90,-4.265640939209128235e-02
91,3.693061487428286188e-02
92,-1.731474599150090998e-01
93,1.421826333119834140e-01
94,8.788713406082022950e-02
95,1.485514572622225471e-01
