freq_hz,h1_db,h2_target_db,h2_actual_db,h2_actual_linear,h2_actual_phase_rad,htotal_actual_db
3500000000.000000,0.103964771,-0.103964771,-0.115648721,0.986773695535,0.916297857297,-0.011683950
3501000000.000000,0.100674489,-0.100674489,-0.115016643,0.986845506242,0.891426915456,-0.014342154
3502000000.000000,0.111903841,-0.111903841,-0.114467642,0.986907882872,0.866555973615,-0.002563801
3503000000.000000,0.109530580,-0.109530580,-0.113994701,0.986961620826,0.841685031774,-0.004464121
3504000000.000000,0.108729700,-0.108729700,-0.113590989,0.987007494985,0.816814089933,-0.004861289
3505000000.000000,0.108159292,-0.108159292,-0.113249859,0.987046259549,0.791943148092,-0.005090567
3506000000.000000,0.110152797,-0.110152797,-0.112964850,0.987078647894,0.767072206252,-0.002812053
3507000000.000000,0.115975720,-0.115975720,-0.112729688,0.987105372437,0.742201264411,0.003246032
3508000000.000000,0.108172066,-0.108172066,-0.112538285,0.987127124530,0.717330322570,-0.004366219
3509000000.000000,0.114010028,-0.114010028,-0.112384743,0.987144574370,0.692459380729,0.001625285
3510000000.000000,0.112655188,-0.112655188,-0.112263348,0.987158370918,0.667588438888,0.000391840
3511000000.000000,0.116979841,-0.116979841,-0.112168576,0.987169141847,0.642717497047,0.004811265
3512000000.000000,0.112960163,-0.112960163,-0.112095092,0.987177493498,0.617846555206,0.000865071
3513000000.000000,0.114301419,-0.114301419,-0.112037748,0.987184010861,0.592975613365,0.002263671
3514000000.000000,0.116667960,-0.116667960,-0.111991584,0.987189257562,0.568104671524,0.004676376
3515000000.000000,0.110457549,-0.110457549,-0.111951829,0.987193775883,0.543233729683,-0.001494280
3516000000.000000,0.116752322,-0.116752322,-0.111913900,0.987198086779,0.518362787842,0.004838422
3517000000.000000,0.116273340,-0.116273340,-0.111873399,0.987202689926,0.493491846001,0.004399941
3518000000.000000,0.117651833,-0.117651833,-0.111826117,0.987208063780,0.468620904160,0.005825716
3519000000.000000,0.121641687,-0.121641687,-0.111768031,0.987214665650,0.443749962320,0.009873656
3520000000.000000,0.116272327,-0.116272327,-0.111695303,0.987222931787,0.418879020479,0.004577024
3521000000.000000,0.112165773,-0.112165773,-0.111604279,0.987233277493,0.394008078638,0.000561494
3522000000.000000,0.117957445,-0.117957445,-0.111491489,0.987246097238,0.369137136797,0.006465956
3523000000.000000,0.114149390,-0.114149390,-0.111353645,0.987261764793,0.344266194956,0.002795745
3524000000.000000,0.115226732,-0.115226732,-0.111187642,0.987280633384,0.319395253115,0.004039090
3525000000.000000,0.121006466,-0.121006466,-0.110990551,0.987303035852,0.294524311274,0.010015915
3526000000.000000,0.118543830,-0.118543830,-0.110759627,0.987329284827,0.269653369433,0.007784203
3527000000.000000,0.114411386,-0.114411386,-0.110492296,0.987359672925,0.244782427592,0.003919090
3528000000.000000,0.111955574,-0.111955574,-0.110186162,0.987394472945,0.219911485751,0.001769412
3529000000.000000,0.111236500,-0.111236500,-0.109839003,0.987433938088,0.195040543910,0.001397497
3530000000.000000,0.117139683,-0.117139683,-0.109448767,0.987478302185,0.170169602069,0.007690916
3531000000.000000,0.111922927,-0.111922927,-0.109013570,0.987527779937,0.145298660229,0.002909357
3532000000.000000,0.112325738,-0.112325738,-0.108531697,0.987582567168,0.120427718388,0.003794041
3533000000.000000,0.114339565,-0.114339565,-0.108001598,0.987642841089,0.095556776547,0.006337967
3534000000.000000,0.107365930,-0.107365930,-0.107421884,0.987708760572,0.070685834706,-0.000055954
3535000000.000000,0.102090804,-0.102090804,-0.106791327,0.987780466436,0.045814892865,-0.004700523
3536000000.000000,0.115848254,-0.115848254,-0.106108856,0.987858081743,0.020943951024,0.009739398
3537000000.000000,0.111118279,-0.111118279,-0.105373555,0.987941712102,-0.003926990817,0.005744724
3538000000.000000,0.103468162,-0.103468162,-0.104584659,0.988031445989,-0.028797932658,-0.001116497
3539000000.000000,0.104207135,-0.104207135,-0.103741553,0.988127355068,-0.053668874499,0.000465582
3540000000.000000,0.100381591,-0.100381591,-0.102843768,0.988229494525,-0.078539816340,-0.002462177
3541000000.000000,0.102527407,-0.102527407,-0.101890977,0.988337903411,-0.103410758181,0.000636430
3542000000.000000,0.104535104,-0.104535104,-0.100882994,0.988452604993,-0.128281700022,0.003652110
3543000000.000000,0.104449819,-0.104449819,-0.099819770,0.988573607111,-0.153152641862,0.004630049
3544000000.000000,0.099977515,-0.099977515,-0.098701388,0.988700902543,-0.178023583703,0.001276127
3545000000.000000,0.098358846,-0.098358846,-0.097528062,0.988834469378,-0.202894525544,0.000830784
3546000000.000000,0.093023879,-0.093023879,-0.096300132,0.988974271396,-0.227765467385,-0.003276253
3547000000.000000,0.098291526,-0.098291526,-0.095018063,0.989120258451,-0.252636409226,0.003273463
3548000000.000000,0.091283784,-0.091283784,-0.093682436,0.989272366863,-0.277507351067,-0.002398652
3549000000.000000,0.089912895,-0.089912895,-0.092293952,0.989430519817,-0.302378292908,-0.002381057
3550000000.000000,0.087533479,-0.087533479,-0.090853421,0.989594627757,-0.327249234749,-0.003319942
3551000000.000000,0.085268103,-0.085268103,-0.089361763,0.989764588803,-0.352120176590,-0.004093660
3552000000.000000,0.084938455,-0.084938455,-0.087820004,0.989940289152,-0.376991118431,-0.002881549
3553000000.000000,0.086851375,-0.086851375,-0.086229270,0.990121603495,-0.401862060272,0.000622105
3554000000.000000,0.083272775,-0.083272775,-0.084590783,0.990308395438,-0.426733002113,-0.001318008
3555000000.000000,0.078303119,-0.078303119,-0.082905861,0.990500517920,-0.451603943954,-0.004602742
3556000000.000000,0.074621982,-0.074621982,-0.081175909,0.990697813635,-0.476474885794,-0.006553927
3557000000.000000,0.071056561,-0.071056561,-0.079402420,0.990900115463,-0.501345827635,-0.008345859
3558000000.000000,0.085289787,-0.085289787,-0.077586967,0.991107246891,-0.526216769476,0.007702820
3559000000.000000,0.061158263,-0.061158263,-0.075731201,0.991319022451,-0.551087711317,-0.014572938
3560000000.000000,0.072047466,-0.072047466,-0.073836849,0.991535248142,-0.575958653158,-0.001789383
3561000000.000000,0.068413808,-0.068413808,-0.071905704,0.991755721869,-0.600829594999,-0.003491896
3562000000.000000,0.062907830,-0.062907830,-0.069939630,0.991980233868,-0.625700536840,-0.007031800
3563000000.000000,0.064077422,-0.064077422,-0.067940548,0.992208567147,-0.650571478681,-0.003863126
3564000000.000000,0.058400792,-0.058400792,-0.065910441,0.992440497909,-0.675442420522,-0.007509649
3565000000.000000,0.052879325,-0.052879325,-0.063851344,0.992675795989,-0.700313362363,-0.010972019
3566000000.000000,0.057394455,-0.057394455,-0.061765344,0.992914225282,-0.725184304204,-0.004370889
3567000000.000000,0.055996082,-0.055996082,-0.059654573,0.993155544174,-0.750055246045,-0.003658491
3568000000.000000,0.056645520,-0.056645520,-0.057521206,0.993399505967,-0.774926187885,-0.000875686
