stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,17.279981633,0.878369772,-21.724556628,-5.614283640925e-01,-8.112371031519e-01,-0.117499544,-2.176176543615
after_float_fir,17.270074567,0.439082119,9.775443372,-5.605740871224e-01,-8.103647647580e-01,-0.128101300,-2.175967448419
after_fixed_fir,17.270921702,0.438904053,9.775443372,-5.605029979978e-01,-8.102876272458e-01,-0.129017052,-2.175952649946
