tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,-2.329422332591176426e-01,-3817,-2.329711914062500000e-01,-2.895814713235744797e-05,0
1,-5.133111954188390724e-01,-8410,-5.133056640625000000e-01,5.531356339072424078e-06,0
2,-5.750187750365791661e-01,-9421,-5.750122070312500000e-01,6.568005329166126671e-06,0
3,-1.292597036915329456e-01,-2118,-1.292724609375000000e-01,-1.275724596705440916e-05,0
4,4.883321082371672728e-01,8001,4.883422851562500000e-01,1.017691908272722046e-05,0
5,7.732483865771024034e-02,1267,7.733154296875000000e-02,6.704311039759658364e-06,0
6,-6.236320909461770534e-02,-1022,-6.237792968750000000e-02,-1.472059288229465857e-05,0
7,-5.087218841997150909e-01,-8335,-5.087280273437500000e-01,-6.143144034909120421e-06,0
8,4.562767834751375595e-01,7476,4.562988281250000000e-01,2.204464986244047964e-05,0
9,7.159920609032086047e-02,1173,7.159423828125000000e-02,-4.967809070860473852e-06,0
10,-1.075108527513176787e-01,-1761,-1.074829101562500000e-01,2.794259506767871049e-05,0
11,-1.994258931319429218e-01,-3267,-1.994018554687500000e-01,2.403766319292177656e-05,0
12,3.989386199711272146e-02,654,3.991699218750000000e-02,2.313019038727853749e-05,0
13,4.199476366995084087e-01,6880,4.199218750000000000e-01,-2.576169950840867529e-05,0
14,-3.917866995524926232e-01,-6419,-3.917846679687500000e-01,2.031583742623244149e-06,0
15,-5.350477597701765869e-02,-877,-5.352783203125000000e-02,-2.305605423234130535e-05,0
16,1.778125444354902718e-01,2913,1.777954101562500000e-01,-1.713427924027177696e-05,0
17,6.198982640873354488e-02,1016,6.201171875000000000e-02,2.189234126645511758e-05,0
18,-3.405530074964395471e-02,-558,-3.405761718750000000e-02,-2.316437856045294730e-06,0
19,-3.202397186519146399e-01,-5247,-3.202514648437500000e-01,-1.174619183536007583e-05,0
20,3.635331697308140653e-01,5956,3.635253906250000000e-01,-7.779105814065268021e-06,0
21,5.851898401635960423e-02,959,5.853271484375000000e-02,1.373082739039577227e-05,0
22,-3.214694107499859177e-01,-5267,-3.214721679687500000e-01,-2.757218764082303153e-06,0
23,1.195334439722042924e-01,1958,1.195068359375000000e-01,-2.660803470429240480e-05,0
24,5.027572674348677884e-02,824,5.029296875000000000e-02,1.724200651322116418e-05,0
25,1.437641224934350648e-01,2355,1.437377929687500000e-01,-2.632952468506477572e-05,0
26,-2.466287903516719004e-01,-4041,-2.466430664062500000e-01,-1.427605457809955070e-05,0
27,-1.137230578542128834e-01,-1863,-1.137084960937500000e-01,1.456176046288337744e-05,0
28,4.484643281660918857e-01,7348,4.484863281250000000e-01,2.199995890811434762e-05,0
29,-1.901013060726052251e-01,-3115,-1.901245117187500000e-01,-2.320564614477493848e-05,0
30,-2.853495981532832571e-01,-4675,-2.853393554687500000e-01,1.024268453325705153e-05,0
31,2.288120231585301090e-01,3749,2.288208007812500000e-01,8.777622719891020608e-06,0
32,2.288120231585301090e-01,3749,2.288208007812500000e-01,8.777622719891020608e-06,0
33,-2.853495981532832571e-01,-4675,-2.853393554687500000e-01,1.024268453325705153e-05,0
34,-1.901013060726052251e-01,-3115,-1.901245117187500000e-01,-2.320564614477493848e-05,0
35,4.484643281660918857e-01,7348,4.484863281250000000e-01,2.199995890811434762e-05,0
36,-1.137230578542128834e-01,-1863,-1.137084960937500000e-01,1.456176046288337744e-05,0
37,-2.466287903516719004e-01,-4041,-2.466430664062500000e-01,-1.427605457809955070e-05,0
38,1.437641224934350648e-01,2355,1.437377929687500000e-01,-2.632952468506477572e-05,0
39,5.027572674348677884e-02,824,5.029296875000000000e-02,1.724200651322116418e-05,0
40,1.195334439722042924e-01,1958,1.195068359375000000e-01,-2.660803470429240480e-05,0
41,-3.214694107499859177e-01,-5267,-3.214721679687500000e-01,-2.757218764082303153e-06,0
42,5.851898401635960423e-02,959,5.853271484375000000e-02,1.373082739039577227e-05,0
43,3.635331697308140653e-01,5956,3.635253906250000000e-01,-7.779105814065268021e-06,0
44,-3.202397186519146399e-01,-5247,-3.202514648437500000e-01,-1.174619183536007583e-05,0
45,-3.405530074964395471e-02,-558,-3.405761718750000000e-02,-2.316437856045294730e-06,0
46,6.198982640873354488e-02,1016,6.201171875000000000e-02,2.189234126645511758e-05,0
47,1.778125444354902718e-01,2913,1.777954101562500000e-01,-1.713427924027177696e-05,0
48,-5.350477597701765869e-02,-877,-5.352783203125000000e-02,-2.305605423234130535e-05,0
49,-3.917866995524926232e-01,-6419,-3.917846679687500000e-01,2.031583742623244149e-06,0
50,4.199476366995084087e-01,6880,4.199218750000000000e-01,-2.576169950840867529e-05,0
51,3.989386199711272146e-02,654,3.991699218750000000e-02,2.313019038727853749e-05,0
52,-1.994258931319429218e-01,-3267,-1.994018554687500000e-01,2.403766319292177656e-05,0
53,-1.075108527513176787e-01,-1761,-1.074829101562500000e-01,2.794259506767871049e-05,0
54,7.159920609032086047e-02,1173,7.159423828125000000e-02,-4.967809070860473852e-06,0
55,4.562767834751375595e-01,7476,4.562988281250000000e-01,2.204464986244047964e-05,0
56,-5.087218841997150909e-01,-8335,-5.087280273437500000e-01,-6.143144034909120421e-06,0
57,-6.236320909461770534e-02,-1022,-6.237792968750000000e-02,-1.472059288229465857e-05,0
58,7.732483865771024034e-02,1267,7.733154296875000000e-02,6.704311039759658364e-06,0
59,4.883321082371672728e-01,8001,4.883422851562500000e-01,1.017691908272722046e-05,0
60,-1.292597036915329456e-01,-2118,-1.292724609375000000e-01,-1.275724596705440916e-05,0
61,-5.750187750365791661e-01,-9421,-5.750122070312500000e-01,6.568005329166126671e-06,0
62,-5.133111954188390724e-01,-8410,-5.133056640625000000e-01,5.531356339072424078e-06,0
63,-2.329422332591176426e-01,-3817,-2.329711914062500000e-01,-2.895814713235744797e-05,0
