tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.806733358037e-02,4.701875926217e-02,4.800336912159e-02,4.800301277036e-02,-0.191577333,-0.011566238,-0.011630718,2.401827643097,-0.089394054245,-2.092964710822,-2.092964710822,-2.491221697342,-2.003570656577,-2.003570656577,1.788392953260,1.788392953260
1,3567993164.062500,4.806733358037e-02,4.714200381041e-02,4.817782660109e-02,4.818014283577e-02,-0.168839854,0.019943457,0.020361037,1.296335224647,-1.286366539428,-3.585899614268,-3.585899614268,-2.582701764075,-2.299533074840,-2.299533074840,1.400950468265,1.400950468265
2,3586120605.468750,4.806733358037e-02,4.700215226880e-02,4.809815145572e-02,4.810317367543e-02,-0.194645725,0.005567084,0.006473983,2.049245372219,-0.643740232850,-3.242255750628,-3.242255750628,-2.692985605068,-2.598515517779,-2.598515517779,0.991684184332,0.991684184332
3,3604064941.406250,4.806733358037e-02,4.693852007676e-02,4.810947431774e-02,4.811705937633e-02,-0.206412775,0.007611603,0.008980933,4.285988177340,1.492829195995,-1.401648740046,-1.401648740046,-2.793158981345,-2.894477936041,-2.894477936041,0.595548389793,0.595548389793
4,3622009277.343750,4.806733358037e-02,4.680640456893e-02,4.806061555076e-02,4.807051139404e-02,-0.230894985,-0.001214050,0.000574220,2.183447364780,-0.730445578457,-3.920885932761,-3.920885932761,-2.913892943237,-3.190440354304,-3.190440354304,0.178852009638,0.178852009638
5,3639953613.281250,4.806733358037e-02,4.672831420879e-02,4.807045281210e-02,4.808233032790e-02,-0.245398357,0.000563635,0.002709528,2.322254780349,-0.710558596525,-4.196961369092,-4.196961369092,-3.032813376874,-3.486402772567,-3.486402772567,-0.236030842261,-0.236030842261
6,3658081054.687500,4.806733358036e-02,4.666456811924e-02,4.808990937644e-02,4.810337330734e-02,-0.257255611,0.004078546,0.006510030,5.348586380446,2.170172185494,-1.615213030012,-1.615213030012,-3.178414194952,-3.785385215506,-3.785385215506,-0.680614103278,-0.680614103278
7,3676025390.625000,4.806733358037e-02,4.651190917047e-02,4.800001329788e-02,4.801455540357e-02,-0.285717301,-0.012173473,-0.009542391,7.162897463109,3.834196181455,-0.247151452314,-0.247151452314,-3.328701281654,-4.081347633768,-4.081347633768,-1.126863608243,-1.126863608243
8,3693969726.562500,4.806733358037e-02,4.659838093774e-02,4.812960719863e-02,4.814481923220e-02,-0.269584080,0.011245718,0.013990581,9.480366669582,6.009262911592,1.631952859561,1.631952859561,-3.471103757990,-4.377310052031,-4.377310052031,-1.565228502841,-1.565228502841
9,3712097167.968750,4.806733358036e-02,4.652721665797e-02,4.805975385650e-02,4.807510598314e-02,-0.282859166,-0.001369783,0.001404379,12.548013127473,8.925836495034,4.249544000064,4.249544000064,-3.622176632439,-4.676292494970,-4.676292494970,-2.015283820230,-2.015283820230
