tap_index,coeff_float
0,-5.260349175104589436e-02
1,-1.663972240736887875e-01
2,-1.073812997277677483e-01
3,-1.356965029851785187e-01
4,2.304278645961537475e-01
5,-1.225710512885831577e-01
6,1.720233729986375415e-01
7,-2.854372505252867898e-01
8,2.108379341149212161e-01
9,-4.842579784421079808e-02
10,-7.934987672956224716e-03
11,2.877497237120033718e-02
12,-1.368476732716052136e-01
13,2.305234850717135797e-01
14,-1.700866528410589218e-01
15,3.087955372292330164e-02
16,4.185576368567446581e-02
17,-7.066211444219303028e-02
18,1.424781726195854525e-01
19,-1.955905263014186546e-01
20,1.140366356784098117e-01
21,4.608702041345156403e-02
22,-1.251780151755832460e-01
23,1.100129810171726480e-01
24,-1.154485404531042508e-01
25,1.344567325939749480e-01
26,-3.020128413627843830e-02
27,-1.775581916229567736e-01
28,2.456389033812101663e-01
29,-5.548828772220630590e-02
30,-1.566297576401409763e-01
31,1.087430554195306098e-01
32,1.087430554195306098e-01
33,-1.566297576401409763e-01
34,-5.548828772220630590e-02
35,2.456389033812101663e-01
36,-1.775581916229567736e-01
37,-3.020128413627843830e-02
38,1.344567325939749480e-01
39,-1.154485404531042508e-01
40,1.100129810171726480e-01
41,-1.251780151755832460e-01
42,4.608702041345156403e-02
43,1.140366356784098117e-01
44,-1.955905263014186546e-01
45,1.424781726195854525e-01
46,-7.066211444219303028e-02
47,4.185576368567446581e-02
48,3.087955372292330164e-02
49,-1.700866528410589218e-01
50,2.305234850717135797e-01
51,-1.368476732716052136e-01
52,2.877497237120033718e-02
53,-7.934987672956224716e-03
54,-4.842579784421079808e-02
55,2.108379341149212161e-01
56,-2.854372505252867898e-01
57,1.720233729986375415e-01
58,-1.225710512885831577e-01
59,2.304278645961537475e-01
60,-1.356965029851785187e-01
61,-1.073812997277677483e-01
62,-1.663972240736887875e-01
63,-5.260349175104589436e-02
