tap_index,coeff_float
0,-5.361631069365573043e-02
1,-1.044472490303654799e-01
2,-7.904271756245150049e-02
3,-3.921872436614676216e-02
4,1.141461793677418096e-01
5,-5.477275762479726778e-02
6,6.415893355317213442e-02
7,-1.312843167470547634e-01
8,1.095639403852109450e-01
9,-2.598697314789414139e-02
10,-8.369588840978742228e-03
11,1.464117746502259683e-02
12,-6.344708266390622353e-02
13,1.111255877188365576e-01
14,-8.140768645014041793e-02
15,1.020455222621689979e-02
16,2.499441926760317956e-02
17,-3.817721037417536045e-02
18,7.604633727147795674e-02
19,-9.811557042586142863e-02
20,4.157655170968924813e-02
21,4.646687318019179086e-02
22,-7.061356078908795353e-02
23,4.516874144637346433e-02
24,-5.383684029282728017e-02
25,7.210320156445110262e-02
26,7.852009043807454264e-03
27,-1.521362854771538542e-01
28,1.621763345500654707e-01
29,3.152241421025499257e-02
30,-2.047913244120573850e-01
31,1.209428345746106637e-01
32,1.209428345746106637e-01
33,-2.047913244120573850e-01
34,3.152241421025499257e-02
35,1.621763345500654707e-01
36,-1.521362854771538542e-01
37,7.852009043807454264e-03
38,7.210320156445110262e-02
39,-5.383684029282728017e-02
40,4.516874144637346433e-02
41,-7.061356078908795353e-02
42,4.646687318019179086e-02
43,4.157655170968924813e-02
44,-9.811557042586142863e-02
45,7.604633727147795674e-02
46,-3.817721037417536045e-02
47,2.499441926760317956e-02
48,1.020455222621689979e-02
49,-8.140768645014041793e-02
50,1.111255877188365576e-01
51,-6.344708266390622353e-02
52,1.464117746502259683e-02
53,-8.369588840978742228e-03
54,-2.598697314789414139e-02
55,1.095639403852109450e-01
56,-1.312843167470547634e-01
57,6.415893355317213442e-02
58,-5.477275762479726778e-02
59,1.141461793677418096e-01
60,-3.921872436614676216e-02
61,-7.904271756245150049e-02
62,-1.044472490303654799e-01
63,-5.361631069365573043e-02
