tap_index,coeff_float
0,4.084526398990066809e-02
1,-1.004974758162291842e-01
2,-8.520065903161573584e-03
3,-1.745545220142087905e-01
4,2.023129970122602428e-01
5,-8.715639577798836579e-02
6,9.954435738344283302e-02
7,-1.610778418753515129e-01
8,7.235438367525784398e-02
9,7.783793634577237941e-02
10,-1.009930368780444926e-01
11,4.263093346912364551e-02
12,-5.280675419294535156e-02
13,9.904323054580639607e-02
14,-4.714694703844409668e-02
15,-7.684222163349038737e-02
16,1.203249908552142394e-01
17,-5.375816072089301123e-02
18,-9.127001316956298918e-04
19,-1.302631338850567151e-02
20,1.015823999999370710e-02
21,6.116804808365518958e-02
22,-1.113122534874897707e-01
23,5.416542121994066122e-02
24,4.661322871479114255e-02
25,-7.380421592150049337e-02
26,3.090294189251658816e-02
27,-1.303105811425208163e-02
28,3.881500045715631508e-02
29,-2.716470602597554490e-02
30,-5.085665524527012427e-02
31,1.047709941163583874e-01
32,-5.722499155949366950e-02
33,-3.574149239351584462e-02
34,6.701052350459292539e-02
35,-3.086896448300261234e-02
36,1.050979552572748471e-02
37,-3.293784997328969011e-02
38,2.743546544208855242e-02
39,4.838630647101388460e-02
40,-1.166716822519133778e-01
41,7.300224822313779172e-02
42,6.157143700800007252e-02
43,-1.462882134671350809e-01
44,8.386655886668238635e-02
45,6.385823169529136756e-02
46,-1.431036032849470341e-01
47,7.288421226691924049e-02
48,7.288421226691924049e-02
49,-1.431036032849470341e-01
50,6.385823169529136756e-02
51,8.386655886668238635e-02
52,-1.462882134671350809e-01
53,6.157143700800007252e-02
54,7.300224822313779172e-02
55,-1.166716822519133778e-01
56,4.838630647101388460e-02
57,2.743546544208855242e-02
58,-3.293784997328969011e-02
59,1.050979552572748471e-02
60,-3.086896448300261234e-02
61,6.701052350459292539e-02
62,-3.574149239351584462e-02
63,-5.722499155949366950e-02
64,1.047709941163583874e-01
65,-5.085665524527012427e-02
66,-2.716470602597554490e-02
67,3.881500045715631508e-02
68,-1.303105811425208163e-02
69,3.090294189251658816e-02
70,-7.380421592150049337e-02
71,4.661322871479114255e-02
72,5.416542121994066122e-02
73,-1.113122534874897707e-01
74,6.116804808365518958e-02
75,1.015823999999370710e-02
76,-1.302631338850567151e-02
77,-9.127001316956298918e-04
78,-5.375816072089301123e-02
79,1.203249908552142394e-01
80,-7.684222163349038737e-02
81,-4.714694703844409668e-02
82,9.904323054580639607e-02
83,-5.280675419294535156e-02
84,4.263093346912364551e-02
85,-1.009930368780444926e-01
86,7.783793634577237941e-02
87,7.235438367525784398e-02
88,-1.610778418753515129e-01
89,9.954435738344283302e-02
90,-8.715639577798836579e-02
91,2.023129970122602428e-01
92,-1.745545220142087905e-01
93,-8.520065903161573584e-03
94,-1.004974758162291842e-01
95,4.084526398990066809e-02
