section,fs_hz,r,theta_rad,center_freq_hz,b0,b1,b2,a0,a1,a2
17,24000000000.000000,0.317468828902,1.496217753724,5715130834.728189,0.100786457325,-0.047308861007,1.000000000000,1.000000000000,-0.047308861007,0.100786457325
18,24000000000.000000,0.980000000000,1.498200244781,5722703392.762924,0.960400000000,-0.142163372568,1.000000000000,1.000000000000,-0.142163372568,0.960400000000
19,24000000000.000000,0.316611765410,1.499866534706,5729068151.439006,0.100243009996,-0.044876761859,1.000000000000,1.000000000000,-0.044876761859,0.100243009996
20,24000000000.000000,0.316501907633,1.501515599949,5735367116.674139,0.100173457535,-0.043819890187,1.000000000000,1.000000000000,-0.043819890187,0.100173457535
21,24000000000.000000,0.316301289227,1.503198704130,5741796101.079159,0.100046505566,-0.042729871118,1.000000000000,1.000000000000,-0.042729871118,0.100046505566
22,24000000000.000000,0.316180397082,1.504872727144,5748190397.978556,0.099970043499,-0.041657311293,1.000000000000,1.000000000000,-0.041657311293,0.099970043499
23,24000000000.000000,0.316087594240,1.506543850412,5754573618.664900,0.099911367232,-0.040590878810,1.000000000000,1.000000000000,-0.040590878810,0.099911367232
24,24000000000.000000,0.315985424961,1.508210672621,5760940410.519330,0.099846788788,-0.039526493288,1.000000000000,1.000000000000,-0.039526493288,0.099846788788
25,24000000000.000000,0.315924143294,1.509903325521,5767405868.339617,0.099808064316,-0.038451365565,1.000000000000,1.000000000000,-0.038451365565,0.099808064316
26,24000000000.000000,0.315843726215,1.511565668426,5773755550.513258,0.099757259389,-0.037393390381,1.000000000000,1.000000000000,-0.037393390381,0.099757259389
27,24000000000.000000,0.315800044455,1.513247976166,5780181492.735027,0.099729668078,-0.036327483987,1.000000000000,1.000000000000,-0.036327483987,0.099729668078
28,24000000000.000000,0.315730599723,1.514923430283,5786581256.048176,0.099685811602,-0.035263212228,1.000000000000,1.000000000000,-0.035263212228,0.099685811602
29,24000000000.000000,0.315689895592,1.516626281793,5793085669.688800,0.099660110179,-0.034185147196,1.000000000000,1.000000000000,-0.034185147196,0.099660110179
30,24000000000.000000,0.315630876424,1.518306076736,5799502013.735189,0.099622850152,-0.033119873578,1.000000000000,1.000000000000,-0.033119873578,0.099622850152
31,24000000000.000000,0.315585552287,1.519950287622,5805782436.697329,0.099594240812,-0.032078724245,1.000000000000,1.000000000000,-0.032078724245,0.099594240812
32,24000000000.000000,0.315527664986,1.521674626476,5812368925.947566,0.099557707372,-0.030986046042,1.000000000000,1.000000000000,-0.030986046042,0.099557707372
33,24000000000.000000,0.315468486591,1.523591629749,5819691339.071236,0.099520366032,-0.029772129009,1.000000000000,1.000000000000,-0.029772129009,0.099520366032
34,24000000000.000000,0.315429436580,1.525464166263,5826843901.688560,0.099495729461,-0.028588401812,1.000000000000,1.000000000000,-0.028588401812,0.099495729461
35,24000000000.000000,0.315399322964,1.527318037923,5833925169.811270,0.099476732926,-0.027417405707,1.000000000000,1.000000000000,-0.027417405707,0.099476732926
36,24000000000.000000,0.315345530480,1.529183529593,5841050823.106649,0.099442803594,-0.026237245509,1.000000000000,1.000000000000,-0.026237245509,0.099442803594
37,24000000000.000000,0.315312966362,1.531037644837,5848133021.653173,0.099422266756,-0.025066250751,1.000000000000,1.000000000000,-0.025066250751,0.099422266756
38,24000000000.000000,0.315257829819,1.532911080792,5855289019.881510,0.099387499262,-0.023881527090,1.000000000000,1.000000000000,-0.023881527090,0.099387499262
39,24000000000.000000,0.315213329395,1.534771401227,5862394920.510680,0.099359443028,-0.022706161391,1.000000000000,1.000000000000,-0.022706161391,0.099359443028
40,24000000000.000000,0.315176091514,1.536624306651,5869472497.889722,0.099335968662,-0.021536215522,1.000000000000,1.000000000000,-0.021536215522,0.099335968662
41,24000000000.000000,0.315136349346,1.538472024729,5876530261.061276,0.099310918679,-0.020369577436,1.000000000000,1.000000000000,-0.020369577436,0.099310918679
42,24000000000.000000,0.315100557031,1.540302772214,5883523201.342792,0.099288361042,-0.019214094020,1.000000000000,1.000000000000,-0.019214094020,0.099288361042
43,24000000000.000000,0.315053279617,1.542216845646,5890834423.300578,0.099258568997,-0.018005667166,1.000000000000,1.000000000000,-0.018005667166,0.099258568997
44,24000000000.000000,0.314981892180,1.544145467288,5898201215.325520,0.099213592401,-0.016787088924,1.000000000000,1.000000000000,-0.016787088924,0.099213592401
45,24000000000.000000,0.314925790817,1.546077516740,5905581100.616453,0.099178253722,-0.015567596145,1.000000000000,1.000000000000,-0.015567596145,0.099178253722
46,24000000000.000000,0.315039915538,1.548011418771,5912968062.243303,0.099250148382,-0.014355068846,1.000000000000,1.000000000000,-0.014355068846,0.099250148382
47,24000000000.000000,0.315105118546,1.549943817740,5920349282.593932,0.099291235734,-0.013140512318,1.000000000000,1.000000000000,-0.013140512318,0.099291235734
48,24000000000.000000,0.315591726758,1.551881887649,5927752164.337464,0.099598137998,-0.011937769190,1.000000000000,1.000000000000,-0.011937769190,0.099598137998
49,24000000000.000000,0.980000000000,1.553817827622,5935146910.328039,0.960400000000,-0.033276259571,1.000000000000,1.000000000000,-0.033276259571,0.960400000000
50,24000000000.000000,0.980000000000,1.605667352713,6133197507.491595,0.960400000000,0.068333360071,1.000000000000,1.000000000000,0.068333360071,0.960400000000
51,24000000000.000000,0.315761713112,1.609400616273,6147457523.880775,0.099705459468,0.024373458181,1.000000000000,1.000000000000,0.024373458181,0.099705459468
52,24000000000.000000,0.313949552180,1.613038668498,6161353859.757647,0.098564321314,0.026516040941,1.000000000000,1.000000000000,0.026516040941,0.098564321314
53,24000000000.000000,0.312452064075,1.616924283006,6176195813.896631,0.097626292345,0.028815328902,1.000000000000,1.000000000000,0.028815328902,0.097626292345
54,24000000000.000000,0.308869745104,1.620935968849,6191519325.066776,0.095400519441,0.030960260851,1.000000000000,1.000000000000,0.030960260851,0.095400519441
55,24000000000.000000,0.307649450215,1.625006346072,6207067020.793079,0.094648184217,0.033339030606,1.000000000000,1.000000000000,0.033339030606,0.094648184217
56,24000000000.000000,0.307439434983,1.629418824010,6223921444.995920,0.094519006183,0.036025092611,1.000000000000,1.000000000000,0.036025092611,0.094519006183
57,24000000000.000000,0.308061983471,1.633785708726,6240601715.919106,0.094902185660,0.038783609284,1.000000000000,1.000000000000,0.038783609284,0.094902185660
58,24000000000.000000,0.312818837826,1.638465588267,6258477539.006801,0.097855625299,0.042304136188,1.000000000000,1.000000000000,0.042304136188,0.097855625299
59,24000000000.000000,0.315313707583,1.643225679217,6276659747.110798,0.099422734190,0.045636009697,1.000000000000,1.000000000000,0.045636009697,0.099422734190
60,24000000000.000000,0.317520666440,1.648085942508,6295224585.371819,0.100819373616,0.049033248342,1.000000000000,1.000000000000,0.049033248342,0.100819373616
61,24000000000.000000,0.318230270159,1.652911137331,6313655471.950098,0.101270504845,0.052204123138,1.000000000000,1.000000000000,0.052204123138,0.101270504845
62,24000000000.000000,0.318724257702,1.657512672245,6331232040.606223,0.101585152447,0.055207953484,1.000000000000,1.000000000000,0.055207953484,0.101585152447
63,24000000000.000000,0.980000000000,1.666597058495,6365931840.043965,0.960400000000,0.187482348138,1.000000000000,1.000000000000,0.187482348138,0.960400000000
64,24000000000.000000,0.956117339660,1.754055898254,6700000000.000001,0.914160367198,0.348477091650,1.000000000000,1.000000000000,0.348477091650,0.914160367198
