freq_hz,digital_w_rad_per_sample,original_phase_rad,allpass_phase_rad,compensated_phase_rad,original_group_delay_ns,allpass_group_delay_ns,compensated_group_delay_ns,target_delay_ns
5588000000.000000,1.462934979022,-76.792680058194,-7.430395711504,-84.223075769698,4.066433661,9.539216575,13.605650236,13.883519069
5589000000.000000,1.463196778409,-76.816880624005,-7.490281195857,-84.307161819862,4.650793748,9.523184261,14.173978009,13.883519069
5590000000.000000,1.463458577797,-76.851123656078,-7.550067574352,-84.401191230430,4.483798411,9.507673117,13.991471528,13.883519069
5591000000.000000,1.463720377185,-76.873225696601,-7.609758139925,-84.482983836526,4.097608360,9.492688749,13.590297109,13.883519069
5592000000.000000,1.463982176573,-76.902615721361,-7.669356219298,-84.571971940659,4.421515419,9.478236319,13.899751738,13.883519069
5593000000.000000,1.464243975961,-76.928788098035,-7.728865170278,-84.657653268313,4.627629022,9.464320573,14.091949595,13.883519069
5594000000.000000,1.464505775348,-76.960768222715,-7.788288379226,-84.749056601941,4.467891138,9.450945866,13.918837004,13.883519069
5595000000.000000,1.464767574736,-76.984933273934,-7.847629258684,-84.832562532618,4.425405670,9.438116189,13.863521859,13.883519069
5596000000.000000,1.465029374124,-77.016379510484,-7.906891245163,-84.923270755647,4.764172307,9.425835193,14.190007500,13.883519069
5597000000.000000,1.465291173512,-77.044801628809,-7.966077797069,-85.010879425878,4.322803031,9.414106208,13.736909239,13.883519069
5598000000.000000,1.465552972900,-77.070701455463,-8.025192392781,-85.095893848244,4.883989315,9.402932272,14.286921587,13.883519069
5599000000.000000,1.465814772287,-77.106175648613,-8.084238528860,-85.190414177473,4.570214346,9.392316146,13.962530492,13.883519069
5600000000.000000,1.466076571675,-77.128132462723,-8.143219718393,-85.271352181116,4.386831873,9.382260337,13.769092210,13.883519069
5601000000.000000,1.466338371063,-77.161302203756,-8.202139489457,-85.363441693213,5.229814738,9.372767120,14.602581858,13.883519069
5602000000.000000,1.466600170451,-77.193852252959,-8.261001383703,-85.454853636662,4.543386482,9.363838550,13.907225032,13.883519069
5603000000.000000,1.466861969839,-77.218396082136,-8.319808955053,-85.538205037189,4.394472563,9.355476486,13.749949049,13.883519069
5604000000.000000,1.467123769226,-77.249074823837,-8.378565768500,-85.627640592337,4.983661715,9.347682602,14.331344317,13.883519069
