tap_index,coeff_float
0,-5.473758411416584924e-02
1,-6.057362513952141425e-03
2,-5.458187371515300229e-02
3,1.015229349930591995e-01
4,-6.007684329533358875e-02
5,4.689533950643103022e-02
6,-7.790225631265688955e-02
7,5.943039202171523927e-02
8,8.358941168975375299e-03
9,-3.962358265232211740e-02
10,2.383421766328133393e-02
11,-2.516042184086601449e-02
12,5.053764549430330572e-02
13,-4.154188944057451288e-02
14,-1.044287484089749009e-02
15,4.351228957956219945e-02
16,-2.904847295183136946e-02
17,1.128008149567575995e-02
18,-2.129508251121075071e-02
19,2.458960895022840529e-02
20,9.588326520212764673e-03
21,-4.575778441097554800e-02
22,3.744378502188915048e-02
23,-3.140689562854260489e-03
24,-7.322164790086207325e-03
25,-4.380206650334207696e-03
26,-4.679794272306551581e-03
27,3.623757360334757538e-02
28,-4.151107824079963010e-02
29,3.619765478677203392e-03
30,2.943955979691784131e-02
31,-2.094959205829266188e-02
32,3.533721217292468825e-03
33,-1.858547766657995051e-02
34,3.849767926148742886e-02
35,-9.455631703739855384e-03
36,-4.945034750354031922e-02
37,6.186261752683546583e-02
38,-1.347048318207852077e-02
39,-1.950644322572092637e-02
40,-5.562520316559738977e-03
41,1.703263548066659416e-02
42,5.643930861880379346e-02
43,-1.381990453428029453e-01
44,7.738347655002933423e-02
45,1.206879720310738702e-01
46,-2.447327329584951250e-01
47,1.265635028437021026e-01
48,1.265635028437021026e-01
49,-2.447327329584951250e-01
50,1.206879720310738702e-01
51,7.738347655002933423e-02
52,-1.381990453428029453e-01
53,5.643930861880379346e-02
54,1.703263548066659416e-02
55,-5.562520316559738977e-03
56,-1.950644322572092637e-02
57,-1.347048318207852077e-02
58,6.186261752683546583e-02
59,-4.945034750354031922e-02
60,-9.455631703739855384e-03
61,3.849767926148742886e-02
62,-1.858547766657995051e-02
63,3.533721217292468825e-03
64,-2.094959205829266188e-02
65,2.943955979691784131e-02
66,3.619765478677203392e-03
67,-4.151107824079963010e-02
68,3.623757360334757538e-02
69,-4.679794272306551581e-03
70,-4.380206650334207696e-03
71,-7.322164790086207325e-03
72,-3.140689562854260489e-03
73,3.744378502188915048e-02
74,-4.575778441097554800e-02
75,9.588326520212764673e-03
76,2.458960895022840529e-02
77,-2.129508251121075071e-02
78,1.128008149567575995e-02
79,-2.904847295183136946e-02
80,4.351228957956219945e-02
81,-1.044287484089749009e-02
82,-4.154188944057451288e-02
83,5.053764549430330572e-02
84,-2.516042184086601449e-02
85,2.383421766328133393e-02
86,-3.962358265232211740e-02
87,8.358941168975375299e-03
88,5.943039202171523927e-02
89,-7.790225631265688955e-02
90,4.689533950643103022e-02
91,-6.007684329533358875e-02
92,1.015229349930591995e-01
93,-5.458187371515300229e-02
94,-6.057362513952141425e-03
95,-5.473758411416584924e-02
