subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,2.550645781574e+02,1.093133906389e+02,2.414601810666e+02,1.245043201301e+02,2.470780932579e+02,1.272872243201e+02,2.472392124258e+02,1.273758663432e+02
1,19389,3550231933.593750,1.093133906389e+02,3.643779687963e+01,1.043758158788e+02,4.294294814040e+01,1.068012457356e+02,4.389536912817e+01,1.068708768271e+02,4.392623889760e+01
2,19390,3550415039.062500,1.821889843981e+02,-2.550645781574e+02,1.946350736626e+02,-2.376583928490e+02,1.990414570613e+02,-2.432194024902e+02,1.991766867323e+02,-2.433756978135e+02
3,19391,3550598144.531250,-3.643779687963e+01,1.093133906389e+02,-4.244146363427e+01,1.047100417793e+02,-4.338302172588e+01,1.071450697608e+02,-4.341338505922e+01,1.072145051023e+02
4,19392,3550781250.000000,2.550645781574e+02,-2.550645781574e+02,2.649583404336e+02,-2.345877331296e+02,2.709951558870e+02,-2.401086662419e+02,2.711765352258e+02,-2.402606495231e+02
5,19393,3550964355.468750,-1.821889843981e+02,-2.550645781574e+02,-1.639918727508e+02,-2.603298428418e+02,-1.678809624955e+02,-2.662885501988e+02,-1.679855020390e+02,-2.664650126257e+02
6,19394,3551147460.937500,-2.550645781574e+02,3.643779687963e+01,-2.519584186530e+02,2.126262812919e+01,-2.577792133797e+02,2.184837582150e+01,-2.579469768491e+02,2.185791277842e+01
7,19395,3551330566.406250,-1.093133906389e+02,-1.821889843981e+02,-9.672276182268e+01,-1.846242582192e+02,-9.903005072353e+01,-1.888610840847e+02,-9.909074113619e+01,-1.889851083848e+02
8,19396,3551513671.875000,-2.550645781574e+02,1.821889843981e+02,-2.600461843441e+02,1.638593854216e+02,-2.660061048678e+02,1.677501762435e+02,-2.661807574321e+02,1.678536118905e+02
9,19397,3551696777.343750,-1.821889843981e+02,1.821889843981e+02,-1.886530345653e+02,1.679079552015e+02,-1.929603181734e+02,1.718675516186e+02,-1.930875215133e+02,1.719746099261e+02
10,19398,3551879882.812500,-1.093133906389e+02,-2.550645781574e+02,-9.237521024024e+01,-2.557271862033e+02,-9.461112005414e+01,-2.616188082250e+02,-9.466705842578e+01,-2.617882410136e+02
11,19399,3552062988.281250,-1.821889843981e+02,-1.821889843981e+02,-1.676884528033e+02,-1.886247653530e+02,-1.716462820104e+02,-1.929352163954e+02,-1.717524949031e+02,-1.930616087551e+02
12,19400,3552246093.750000,-2.550645781574e+02,3.643779687963e+01,-2.515314945936e+02,2.071995876979e+01,-2.573575762518e+02,2.129423140117e+01,-2.575218979052e+02,2.130315492311e+01
13,19401,3552429199.218750,3.643779687963e+01,1.821889843981e+02,2.479607260188e+01,1.802973283019e+02,2.543859051138e+01,1.844715387800e+02,2.545141597533e+01,1.845891265085e+02
14,19402,3552612304.687500,-2.550645781574e+02,1.093133906389e+02,-2.559724056963e+02,9.145536456970e+01,-2.618802166845e+02,9.367368543539e+01,-2.620476444834e+02,9.372824705900e+01
15,19403,3552795410.156250,-2.550645781574e+02,1.821889843981e+02,-2.605394879718e+02,1.624362201773e+02,-2.665294582050e+02,1.663055360362e+02,-2.667005869423e+02,1.664056370683e+02
16,19404,3552978515.625000,-3.643779687963e+01,2.550645781574e+02,-5.154075122720e+01,2.470540855458e+02,-5.264614353333e+01,2.528130651829e+02,-5.268380319217e+01,2.529710691943e+02
17,19405,3553161621.093750,-1.821889843981e+02,2.550645781574e+02,-1.941967581064e+02,2.378120862623e+02,-1.986218342722e+02,2.434118654137e+02,-1.987506925623e+02,2.435608207429e+02
18,19406,3553344726.562500,3.643779687963e+01,1.093133906389e+02,2.863414481251e+01,1.091755088162e+02,2.934064570063e+01,1.117034740894e+02,2.935695699861e+01,1.117737711780e+02
19,19407,3553527832.031250,3.643779687963e+01,-1.093133906389e+02,4.267408058378e+01,-1.044918904816e+02,4.362786382409e+01,-1.069385580545e+02,4.365695048618e+01,-1.070043403299e+02
20,19408,3553710937.500000,1.821889843981e+02,-1.821889843981e+02,1.899631357315e+02,-1.661755112148e+02,1.943221754295e+02,-1.701136439960e+02,1.944458023895e+02,-1.702156799253e+02
21,19409,3553894042.968750,-1.093133906389e+02,1.821889843981e+02,-1.188606537968e+02,1.708502098115e+02,-1.215643891391e+02,1.748723468759e+02,-1.216427079488e+02,1.749782813202e+02
22,19410,3554077148.437500,-3.643779687963e+01,1.093133906389e+02,-4.286184161467e+01,1.044360864737e+02,-4.382129435838e+01,1.068846500378e+02,-4.385022540005e+01,1.069497244062e+02
23,19411,3554260253.906250,1.821889843981e+02,-3.643779687963e+01,1.805480378123e+02,-2.360663360125e+01,1.847464859592e+02,-2.422400348654e+01,1.848603795368e+02,-2.423554847232e+01
24,19412,3554443359.375000,-3.643779687963e+01,1.821889843981e+02,-4.760986036620e+01,1.758082883519e+02,-4.865426292804e+01,1.799245793069e+02,-4.868728472295e+01,1.800338189400e+02
25,19413,3554626464.843750,3.643779687963e+01,-3.643779687963e+01,3.803548737694e+01,-3.326879731497e+01,3.891017771022e+01,-3.405888491519e+01,3.893452359182e+01,-3.407895611589e+01
26,19414,3554809570.312500,-1.821889843981e+02,-2.550645781574e+02,-1.617096501249e+02,-2.615109170509e+02,-1.655802005927e+02,-2.675523918661e+02,-1.656760153561e+02,-2.677179957332e+02
27,19415,3554992675.781250,-3.643779687963e+01,1.821889843981e+02,-4.748676496810e+01,1.760154983267e+02,-4.852964283751e+01,1.801418531918e+02,-4.856228488474e+01,1.802500870765e+02
28,19416,3555175781.250000,1.821889843981e+02,1.821889843981e+02,1.665109895453e+02,1.900282999264e+02,1.704702653383e+02,1.944039112869e+02,1.705696496422e+02,1.945243207272e+02
29,19417,3555358886.718750,-2.550645781574e+02,3.643779687963e+01,-2.517576602011e+02,1.924229343195e+01,-2.576322100719e+02,1.978565579145e+01,-2.577875178992e+02,1.979290996873e+01
30,19418,3555541992.187500,3.643779687963e+01,1.821889843981e+02,2.395418008730e+01,1.803702680261e+02,2.458126422924e+01,1.845770721648e+02,2.459266780952e+01,1.846881355826e+02
31,19419,3555725097.656250,-2.550645781574e+02,2.550645781574e+02,-2.653361012588e+02,2.328523297961e+02,-2.714535986659e+02,2.383959123130e+02,-2.716200061933e+02,2.385333843647e+02
32,19420,3555908203.125000,-3.643779687963e+01,1.821889843981e+02,-4.711089609293e+01,1.754995355640e+02,-4.814754923840e+01,1.796224988079e+02,-4.817943867457e+01,1.797285157337e+02
33,19421,3556091308.593750,3.643779687963e+01,2.550645781574e+02,1.912795073569e+01,2.512341667615e+02,1.966921756444e+01,2.571066056722e+02,1.967624354669e+01,2.572594034225e+02
34,19422,3556274414.062500,1.093133906389e+02,2.550645781574e+02,8.967557754051e+01,2.562511077623e+02,9.187062281550e+01,2.622172407448e+02,9.192016953663e+01,2.623738094820e+02
35,19423,3556457519.531250,2.550645781574e+02,-1.821889843981e+02,2.616056659773e+02,-1.602614081983e+02,2.676734885550e+02,-1.641126704541e+02,2.678340096501e+02,-1.642044460102e+02
36,19424,3556640625.000000,1.821889843981e+02,-1.093133906389e+02,1.857252871216e+02,-9.374839173457e+01,1.900424298107e+02,-9.601439764697e+01,1.901556186331e+02,-9.606728197185e+01
37,19425,3556823730.468750,-3.643779687963e+01,-1.821889843981e+02,-2.216447403560e+01,-1.806546605435e+02,-2.275139666675e+01,-1.848814771714e+02,-2.276135732321e+01,-1.849899205120e+02
38,19426,3557006835.937500,1.821889843981e+02,1.093133906389e+02,1.697197625417e+02,1.206304235705e+02,1.737451554272e+02,1.233963218226e+02,1.738440818540e+02,1.234712941103e+02
39,19427,3557189941.406250,2.550645781574e+02,1.821889843981e+02,2.358353869618e+02,1.967980630865e+02,2.414421509234e+02,2.013276642354e+02,2.415785633683e+02,2.014487933135e+02
40,19428,3557373046.875000,1.093133906389e+02,2.550645781574e+02,8.864151530814e+01,2.570567308245e+02,9.081800841653e+01,2.630576303423e+02,9.086574558389e+01,2.632112800834e+02
41,19429,3557556152.343750,3.643779687963e+01,-3.643779687963e+01,3.812651275696e+01,-3.309723583152e+01,3.900951256271e+01,-3.388867496263e+01,3.903258152684e+01,-3.390748134114e+01
42,19430,3557739257.812500,-1.093133906389e+02,-1.093133906389e+02,-9.954961771152e+01,-1.141377401558e+02,-1.019309066544e+02,-1.167821167861e+02,-1.019872618797e+02,-1.168509335565e+02
43,19431,3557922363.281250,-1.093133906389e+02,2.550645781574e+02,-1.232876419307e+02,2.422751411367e+02,-1.260950341867e+02,2.480153858758e+02,-1.261715528342e+02,2.481548197269e+02
44,19432,3558105468.750000,3.643779687963e+01,-2.550645781574e+02,5.222869896011e+01,-2.468913402360e+02,5.336476849821e+01,-2.527160945103e+02,5.339970032580e+01,-2.528589765117e+02
45,19433,3558288574.218750,1.821889843981e+02,-2.550645781574e+02,1.953356809799e+02,-2.367542638744e+02,1.998424546956e+02,-2.423963879347e+02,1.999601396504e+02,-2.425302272805e+02
46,19434,3558471679.687500,3.643779687963e+01,1.093133906389e+02,2.781642670278e+01,1.093224585184e+02,2.851179553182e+01,1.118848614572e+02,2.852588258013e+01,1.119485723890e+02
47,19435,3558654785.156250,3.643779687963e+01,1.093133906389e+02,2.748108890227e+01,1.093810079613e+02,2.816886647349e+01,1.119460212891e+02,2.818269725397e+01,1.120095162930e+02
48,19436,3558837890.625000,2.550645781574e+02,2.550645781574e+02,2.292217630524e+02,2.684239712837e+02,2.347209006670e+02,2.746610077433e+02,2.348475021757e+02,2.748191795778e+02
49,19437,3559020996.093750,-3.643779687963e+01,3.643779687963e+01,-3.842503605953e+01,3.264070154578e+01,-3.931832501644e+01,3.342417371695e+01,-3.934087843974e+01,3.344212486419e+01
