freq_hz,h_db,phase_rad
5500000000.000000,0.000000000,-108.844768305348
5501000000.000000,0.000000000,-108.868145698014
5502000000.000000,0.000000000,-108.888066904590
5503000000.000000,0.000000000,-108.903197529319
5504000000.000000,0.000000000,-108.921565606385
5505000000.000000,0.000000000,-108.944453251603
5506000000.000000,0.000000000,-108.967642777493
5507000000.000000,0.000000000,-108.982234565424
5508000000.000000,0.000000000,-109.002086391727
5509000000.000000,0.000000000,-109.021999592367
5510000000.000000,0.000000000,-109.043087097722
5511000000.000000,0.000000000,-109.060490185138
5512000000.000000,0.000000000,-109.079844426654
5513000000.000000,0.000000000,-109.095415049002
5514000000.000000,0.000000000,-109.111760993591
5515000000.000000,0.000000000,-109.133146044259
5516000000.000000,0.000000000,-109.151270831508
5517000000.000000,0.000000000,-109.167085241852
5518000000.000000,0.000000000,-109.190872284632
5519000000.000000,0.000000000,-109.207803564344
5520000000.000000,0.000000000,-109.225185220455
5521000000.000000,0.000000000,-109.243174510887
5522000000.000000,0.000000000,-109.263324489504
5523000000.000000,0.000000000,-109.284133368984
5524000000.000000,0.000000000,-109.295038683866
5525000000.000000,0.000000000,-109.316596592500
5526000000.000000,0.000000000,-109.335879252030
5527000000.000000,0.000000000,-109.351013493649
5528000000.000000,0.000000000,-109.374201584599
5529000000.000000,0.000000000,-109.388031423532
5530000000.000000,0.000000000,-109.406205348445
5531000000.000000,0.000000000,-109.422975998611
5532000000.000000,0.000000000,-109.437291632451
5533000000.000000,0.000000000,-109.457630184357
5534000000.000000,0.000000000,-109.473807656643
5535000000.000000,0.000000000,-109.495065165177
5536000000.000000,0.000000000,-109.507557336685
5537000000.000000,0.000000000,-109.527264904922
5538000000.000000,0.000000000,-109.548075627106
5539000000.000000,0.000000000,-109.562553530394
5540000000.000000,0.000000000,-109.579415340870
5541000000.000000,0.000000000,-109.592042400031
5542000000.000000,0.000000000,-109.610959683098
5543000000.000000,0.000000000,-109.634061138552
5544000000.000000,0.000000000,-109.647428826857
5545000000.000000,0.000000000,-109.663414145255
5546000000.000000,0.000000000,-109.681046568912
5547000000.000000,0.000000000,-109.699832689425
5548000000.000000,0.000000000,-109.718116724247
5549000000.000000,0.000000000,-109.733586108948
5550000000.000000,0.000000000,-109.753242662696
5551000000.000000,0.000000000,-109.770230803455
5552000000.000000,0.000000000,-109.785233990131
5553000000.000000,0.000000000,-109.807120033453
5554000000.000000,0.000000000,-109.819880755035
5555000000.000000,0.000000000,-109.839649261817
5556000000.000000,0.000000000,-109.858533586196
5557000000.000000,0.000000000,-109.877008313660
5558000000.000000,0.000000000,-109.889677723405
5559000000.000000,0.000000000,-109.910481783009
5560000000.000000,0.000000000,-109.925217760759
5561000000.000000,0.000000000,-109.947143602352
5562000000.000000,0.000000000,-109.960214697583
5563000000.000000,0.000000000,-109.978679789109
5564000000.000000,0.000000000,-109.998009062957
5565000000.000000,0.000000000,-110.017776496155
5566000000.000000,0.000000000,-110.030922261701
5567000000.000000,0.000000000,-110.050612635897
5568000000.000000,0.000000000,-110.066853802430
5569000000.000000,0.000000000,-110.087647534628
5570000000.000000,0.000000000,-110.107553615095
5571000000.000000,0.000000000,-110.120716900829
5572000000.000000,0.000000000,-110.140152185137
5573000000.000000,0.000000000,-110.160059706482
5574000000.000000,0.000000000,-110.179429742050
5575000000.000000,0.000000000,-110.196263548545
5576000000.000000,0.000000000,-110.211960088072
5577000000.000000,0.000000000,-110.234654759043
5578000000.000000,0.000000000,-110.248260111434
5579000000.000000,0.000000000,-110.269511180209
5580000000.000000,0.000000000,-110.290752940087
5581000000.000000,0.000000000,-110.306814035060
5582000000.000000,0.000000000,-110.327893624762
5583000000.000000,0.000000000,-110.347045332286
5584000000.000000,0.000000000,-110.362779759105
5585000000.000000,0.000000000,-110.387598965857
