freq_hz,h_db,phase_rad
5500000000.000000,-0.277289155,-108.844768305348
5501000000.000000,-0.288613798,-108.868145698014
5502000000.000000,-0.270425438,-108.888066904590
5503000000.000000,-0.282910591,-108.903197529319
5504000000.000000,-0.264355900,-108.921565606385
5505000000.000000,-0.268307730,-108.944453251603
5506000000.000000,-0.270349037,-108.967642777493
5507000000.000000,-0.266387857,-108.982234565424
5508000000.000000,-0.270837720,-109.002086391727
5509000000.000000,-0.282109232,-109.021999592367
5510000000.000000,-0.279347177,-109.043087097722
5511000000.000000,-0.282183467,-109.060490185138
5512000000.000000,-0.274238040,-109.079844426654
5513000000.000000,-0.268435584,-109.095415049002
5514000000.000000,-0.264625948,-109.111760993591
5515000000.000000,-0.269087352,-109.133146044259
5516000000.000000,-0.275882906,-109.151270831508
5517000000.000000,-0.290128678,-109.167085241852
5518000000.000000,-0.275855476,-109.190872284632
5519000000.000000,-0.279627019,-109.207803564344
5520000000.000000,-0.283820076,-109.225185220455
5521000000.000000,-0.268122826,-109.243174510887
5522000000.000000,-0.265623792,-109.263324489504
5523000000.000000,-0.262693003,-109.284133368984
5524000000.000000,-0.267363811,-109.295038683866
5525000000.000000,-0.279729636,-109.316596592500
5526000000.000000,-0.265078886,-109.335879252030
5527000000.000000,-0.282855263,-109.351013493649
5528000000.000000,-0.259129128,-109.374201584599
5529000000.000000,-0.260809121,-109.388031423532
5530000000.000000,-0.262090203,-109.406205348445
5531000000.000000,-0.263385511,-109.422975998611
5532000000.000000,-0.275370289,-109.437291632451
5533000000.000000,-0.263885652,-109.457630184357
5534000000.000000,-0.273167100,-109.473807656643
5535000000.000000,-0.269097326,-109.495065165177
5536000000.000000,-0.264600840,-109.507557336685
5537000000.000000,-0.251291871,-109.527264904922
5538000000.000000,-0.255989539,-109.548075627106
5539000000.000000,-0.250698649,-109.562553530394
5540000000.000000,-0.251868440,-109.579415340870
5541000000.000000,-0.239465019,-109.592042400031
5542000000.000000,-0.248895056,-109.610959683098
5543000000.000000,-0.249784363,-109.634061138552
5544000000.000000,-0.240984917,-109.647428826857
5545000000.000000,-0.256745560,-109.663414145255
5546000000.000000,-0.255041654,-109.681046568912
5547000000.000000,-0.239353093,-109.699832689425
5548000000.000000,-0.238364614,-109.718116724247
5549000000.000000,-0.248435995,-109.733586108948
5550000000.000000,-0.240710116,-109.753242662696
5551000000.000000,-0.231130632,-109.770230803455
5552000000.000000,-0.236559294,-109.785233990131
5553000000.000000,-0.249102554,-109.807120033453
5554000000.000000,-0.244042373,-109.819880755035
5555000000.000000,-0.232906488,-109.839649261817
5556000000.000000,-0.230767356,-109.858533586196
