stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,7.742609558,2.214327379,11.414244486,9.802202450999e-01,-1.937540681778e-01,-0.007074476,-0.195148217330
after_float_fir,7.402670037,0.131023440,50.914244486,9.784156837732e-01,-1.930238960360e-01,-0.023709876,-0.194780829119
after_fixed_fir,7.402657343,0.132019472,50.914244486,9.785163118778e-01,-1.930426809782e-01,-0.022818395,-0.194779779364
