tap_index,coeff_float
0,-7.529714462784453666e-02
1,-1.505868273903179233e-01
2,-1.378487057947992422e-01
3,-4.281570447618068820e-02
4,1.529093378360701361e-01
5,-4.376418207819074424e-02
6,4.152580314085163593e-02
7,-1.495506939461697660e-01
8,1.360470319382874604e-01
9,-1.686967537961934702e-02
10,-3.457440929167811955e-02
11,1.902878242370830558e-02
12,-4.800256189790588768e-02
13,1.046646158995303555e-01
14,-8.875774384365019143e-02
15,5.661678669480188150e-03
16,5.306919529575516298e-02
17,-5.989073863159725258e-02
18,5.800648825445038625e-02
19,-5.718192547827088967e-02
20,2.564749430577653588e-02
21,3.264834370388586260e-02
22,-7.239022528952228364e-02
23,7.080816369173634217e-02
24,-4.117115331915321974e-02
25,-3.785060080095521175e-03
26,5.193556770084461344e-02
27,-7.243160951980298634e-02
28,4.721165908347688123e-02
29,-6.564115012037612801e-03
30,-1.522589654783313221e-02
31,3.619576100294076559e-02
32,-7.707878675745132024e-02
33,8.264763187416816759e-02
34,1.274744056471436432e-02
35,-1.403316517026292898e-01
36,1.336103421246806200e-01
37,3.829960827772035947e-02
38,-1.787457058256541609e-01
39,1.025500381059333971e-01
40,1.025500381059333971e-01
41,-1.787457058256541609e-01
42,3.829960827772035947e-02
43,1.336103421246806200e-01
44,-1.403316517026292898e-01
45,1.274744056471436432e-02
46,8.264763187416816759e-02
47,-7.707878675745132024e-02
48,3.619576100294076559e-02
49,-1.522589654783313221e-02
50,-6.564115012037612801e-03
51,4.721165908347688123e-02
52,-7.243160951980298634e-02
53,5.193556770084461344e-02
54,-3.785060080095521175e-03
55,-4.117115331915321974e-02
56,7.080816369173634217e-02
57,-7.239022528952228364e-02
58,3.264834370388586260e-02
59,2.564749430577653588e-02
60,-5.718192547827088967e-02
61,5.800648825445038625e-02
62,-5.989073863159725258e-02
63,5.306919529575516298e-02
64,5.661678669480188150e-03
65,-8.875774384365019143e-02
66,1.046646158995303555e-01
67,-4.800256189790588768e-02
68,1.902878242370830558e-02
69,-3.457440929167811955e-02
70,-1.686967537961934702e-02
71,1.360470319382874604e-01
72,-1.495506939461697660e-01
73,4.152580314085163593e-02
74,-4.376418207819074424e-02
75,1.529093378360701361e-01
76,-4.281570447618068820e-02
77,-1.378487057947992422e-01
78,-1.505868273903179233e-01
79,-7.529714462784453666e-02
