sample_index,time_s,i,q
0,0.000000000000000000e+00,5.356026596110e-60,-7.704899934117e-61
1,4.166666666666666495e-11,-6.888371897580e-59,1.551063678418e-59
2,8.333333333333332991e-11,3.496870512624e-57,-5.760376756537e-58
3,1.250000000000000078e-10,-4.041798755978e-56,9.483938871431e-57
4,1.666666666666666598e-10,1.104549977552e-54,-2.017921860083e-55
5,2.083333333333333377e-10,-1.161542474180e-53,2.833466689136e-54
6,2.500000000000000156e-10,2.256053893004e-52,-4.480110280914e-53
7,2.916666666666666417e-10,-2.179425672546e-51,5.515871912925e-52
8,3.333333333333333196e-10,3.357724484632e-50,-7.150341511838e-51
9,3.749999999999999975e-10,-3.002902110458e-49,7.871329433989e-50
10,4.166666666666666754e-10,3.888650417081e-48,-8.795440880851e-49
11,4.583333333333333533e-10,-3.239979587547e-47,8.782832072167e-48
12,5.000000000000000311e-10,3.653263981019e-46,-8.714614258110e-47
13,5.416666666666666573e-10,-2.850648092724e-45,7.981058613999e-46
14,5.833333333333332835e-10,2.865185352734e-44,-7.169653950120e-45
15,6.250000000000000131e-10,-2.102992074149e-43,6.074268721695e-44
16,6.666666666666666393e-10,1.915618297105e-42,-5.007492351052e-43
17,7.083333333333333688e-10,-1.327473146891e-41,3.951862344367e-42
18,7.499999999999999950e-10,1.109333294448e-40,-3.019267288685e-41
19,7.916666666666666212e-10,-7.280854222718e-40,2.232108615654e-40
20,8.333333333333333508e-10,5.634114314448e-39,-1.592336919732e-39
21,8.749999999999999769e-10,-3.511766482536e-38,1.107906239825e-38
22,9.166666666666667065e-10,2.534770187398e-37,-7.422879807895e-38
23,9.583333333333334361e-10,-1.503943416475e-36,4.879614160588e-37
24,1.000000000000000062e-09,1.018453032488e-35,-3.084752205952e-36
25,1.041666666666666688e-09,-5.763715838980e-35,1.922231361595e-35
26,1.083333333333333315e-09,3.679274980679e-34,-1.150906262309e-34
27,1.124999999999999941e-09,-1.989530742689e-33,6.817294260478e-34
28,1.166666666666666567e-09,1.201857393090e-32,-3.877830972803e-33
29,1.208333333333333400e-09,-6.219060544588e-32,2.188705874728e-32
30,1.250000000000000026e-09,3.566813901295e-31,-1.185829365096e-31
31,1.291666666666666652e-09,-1.768493280668e-30,6.390600599824e-31
32,1.333333333333333279e-09,9.656049697332e-30,-3.304972708667e-30
33,1.374999999999999905e-09,-4.592641378848e-29,1.703650632208e-29
34,1.416666666666666738e-09,2.392794039302e-28,-8.425256609646e-29
35,1.458333333333333364e-09,-1.092765170578e-27,4.160610611267e-28
36,1.499999999999999990e-09,5.443452460961e-27,-1.970596272778e-27
37,1.541666666666666616e-09,-2.388959578188e-26,9.334933657687e-27
38,1.583333333333333242e-09,1.139714656605e-25,-4.239815429992e-26
39,1.625000000000000075e-09,-4.809930139837e-25,1.928858718956e-25
40,1.666666666666666702e-09,2.200883908045e-24,-8.410047290482e-25
41,1.708333333333333328e-09,-8.936932334222e-24,3.678097938937e-24
42,1.749999999999999954e-09,3.927000436583e-23,-1.540890971870e-23
43,1.791666666666666580e-09,-1.534932570850e-22,6.483932844778e-23
44,1.833333333333333413e-09,6.484001455954e-22,-2.611894528450e-22
45,1.874999999999999832e-09,-2.440319036390e-21,1.058228407291e-21
46,1.916666666666666872e-09,9.919346563017e-21,-4.101275698044e-21
47,1.958333333333333498e-09,-3.595428797674e-20,1.600904782597e-20
48,2.000000000000000125e-09,1.407386734258e-19,-5.972031640350e-20
49,2.041666666666666751e-09,-4.913434202080e-19,2.247042233155e-19
50,2.083333333333333377e-09,1.853390757172e-18,-8.070927962068e-19
51,2.125000000000000003e-09,-6.232077596423e-18,2.928415254498e-18
52,2.166666666666666629e-09,2.266634398200e-17,-1.012943084564e-17
53,2.208333333333333255e-09,-7.339728160456e-17,3.545292443493e-17
54,2.249999999999999882e-09,2.575152581986e-16,-1.181070377884e-16
55,2.291666666666666508e-09,-8.028197039774e-16,3.988420043926e-16
56,2.333333333333333134e-09,2.718237261835e-15,-1.279597384542e-15
57,2.375000000000000174e-09,-8.155377847423e-15,4.169855466967e-15
58,2.416666666666666800e-09,2.665632816397e-14,-1.288143221562e-14
59,2.458333333333333426e-09,-7.692352736284e-14,4.051019597232e-14
60,2.500000000000000052e-09,2.427815082550e-13,-1.204596577780e-13
61,2.541666666666666678e-09,-6.733868013585e-13,3.655871524843e-13
62,2.583333333333333305e-09,2.052634253129e-12,-1.045929910031e-12
63,2.624999999999999931e-09,-5.467084971192e-12,3.063127043589e-12
64,2.666666666666666557e-09,1.609777421686e-11,-8.426388816201e-12
65,2.708333333333333183e-09,-4.112575358087e-11,2.380944551108e-11
66,2.749999999999999809e-09,1.169896814046e-10,-6.292774895492e-11
67,2.791666666666666849e-09,-2.862813650776e-10,1.715128381186e-10
68,2.833333333333333475e-09,7.868774677199e-10,-4.350773610156e-10
69,2.875000000000000102e-09,-1.841215338761e-09,1.143507627473e-09
70,2.916666666666666728e-09,4.890601426567e-09,-2.780601425766e-09
71,2.958333333333333354e-09,-1.091927670067e-08,7.044869558183e-09
72,2.999999999999999980e-09,2.803368487540e-08,-1.639552347692e-08
73,3.041666666666666606e-09,-5.956761934469e-08,4.002576503222e-08
74,3.083333333333333232e-09,1.478610064673e-07,-8.898290929092e-08
75,3.124999999999999859e-09,-2.980332043425e-07,2.092183466600e-07
76,3.166666666666666485e-09,7.155991684493e-07,-4.432405050335e-07
77,3.208333333333333525e-09,-1.362605877195e-06,1.003226772561e-06
78,3.250000000000000151e-09,3.167148265297e-06,-2.019316093582e-06
79,3.291666666666666777e-09,-5.667039346655e-06,4.397668398005e-06
80,3.333333333333333403e-09,1.276688467438e-05,-8.377813544835e-06
81,3.375000000000000029e-09,-2.131758566908e-05,1.754810391648e-05
82,3.416666666666666655e-09,4.664149028957e-05,-3.148380844900e-05
83,3.458333333333333282e-09,-7.199671565573e-05,6.341159575525e-05
84,3.499999999999999908e-09,1.534933904284e-04,-1.064421679365e-04
85,3.541666666666666534e-09,-2.161800447486e-04,2.061770864510e-04
86,3.583333333333333160e-09,4.515831188121e-04,-3.208849488314e-04
87,3.625000000000000200e-09,-5.692415730867e-04,5.982841783604e-04
88,3.666666666666666826e-09,1.176276235303e-03,-8.522441322656e-04
89,3.708333333333333452e-09,-1.287823709912e-03,1.533136172114e-03
90,3.749999999999999665e-09,2.678467498285e-03,-1.960063996609e-03
91,3.791666666666666705e-09,-2.419128294765e-03,3.420537079915e-03
92,3.833333333333333744e-09,5.240177066083e-03,-3.800289733162e-03
93,3.874999999999999957e-09,-3.523266637161e-03,6.512447451262e-03
94,3.916666666666666997e-09,8.591152021383e-03,-5.921797386791e-03
95,3.958333333333333209e-09,-3.255926842745e-03,1.026387835339e-02
96,4.000000000000000249e-09,1.135102132319e-02,-6.651014100243e-03
97,4.041666666666666462e-09,2.618897044209e-04,1.271292042582e-02
98,4.083333333333333501e-09,1.126541586897e-02,-3.404018551200e-03
99,4.124999999999999714e-09,7.240481764597e-03,1.109389936310e-02
100,4.166666666666666754e-09,7.102404287023e-03,4.669856926738e-03
101,4.208333333333332966e-09,1.316840801024e-02,4.660452205850e-03
102,4.250000000000000006e-09,1.016730550825e-03,1.273301627398e-02
103,4.291666666666667046e-09,1.005353545087e-02,-2.423260555428e-03
104,4.333333333333333259e-09,-2.498486609308e-03,1.120277260045e-02
105,4.375000000000000298e-09,-3.677761650412e-03,-3.764881377247e-03
106,4.416666666666666511e-09,-2.134490125073e-03,-2.811871254504e-03
107,4.458333333333333551e-09,-1.414414203517e-02,3.891153544426e-04
108,4.499999999999999763e-09,-1.669163394095e-03,-1.442784291137e-02
109,4.541666666666666803e-09,-5.245987264287e-03,1.355481661810e-03
110,4.583333333333333016e-09,-1.894471308634e-03,-5.446591768179e-03
111,4.625000000000000055e-09,1.209921923454e-02,-2.969396438778e-03
112,4.666666666666666268e-09,2.116842021746e-03,1.260578608203e-02
113,4.708333333333333308e-09,8.078024055905e-03,-1.111017534469e-03
114,4.750000000000000348e-09,5.685529911857e-03,7.753417261252e-03
115,4.791666666666666560e-09,-1.122781699086e-02,6.395924535116e-03
116,4.833333333333333600e-09,-2.892892828548e-03,-1.212701558182e-02
117,4.874999999999999812e-09,-6.348510001377e-03,5.002125915310e-05
118,4.916666666666666852e-09,-8.422063349750e-03,-5.373846039205e-03
119,4.958333333333333065e-09,1.206742006301e-02,-9.779669575552e-03
120,5.000000000000000105e-09,7.237726302189e-03,1.291061480055e-02
