stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,7.742609558,2.214327379,11.414244486,9.802202450999e-01,-1.937540681778e-01,-0.007074476,-0.195148217330
after_float_fir,7.402803383,0.105586592,58.914244486,9.784283896984e-01,-1.930300598695e-01,-0.023590915,-0.194784426902
after_fixed_fir,7.402876399,0.106778301,58.914244486,9.784487597951e-01,-1.930405390478e-01,-0.023399193,-0.194790782276
