tap_index,coeff_float
0,8.992977778168229075e-02
1,-1.477476303587811346e-01
2,1.820252826730695255e-03
3,-3.883355543386464159e-01
4,3.460562800463770627e-01
5,-1.856375462810297694e-01
6,3.235424587894926707e-01
7,-3.886285260960840038e-01
8,1.457727677641522945e-01
9,7.100965795008190584e-02
10,-6.525717059108242235e-02
11,6.725142872044381770e-02
12,-1.982757104124089897e-01
13,2.444494856173555497e-01
14,-8.429821863558009665e-02
15,-9.121538443791683826e-02
16,1.142058929497862252e-01
17,-7.695967361980252108e-02
18,1.015203137224319624e-01
19,-1.173332953797239786e-01
20,2.055605134882791674e-02
21,1.155310523971261605e-01
22,-1.466806229509911852e-01
23,7.220592595898807364e-02
24,-4.383053263898865036e-03
25,-1.483449971152958798e-02
26,3.888788400812986240e-02
27,-8.496870822348775998e-02
28,9.302648054306329739e-02
29,-2.860846655868911140e-02
30,-5.610389669605077290e-02
31,9.098241586957973859e-02
32,-6.584290582845545026e-02
33,1.746621481270412696e-02
34,2.258914713445564146e-02
35,-4.501597269848907346e-02
36,5.184500269504471043e-02
37,-4.534022426538032724e-02
38,1.861524182911606512e-02
39,3.650671203732148984e-02
40,-9.331531860205810602e-02
41,8.391053086337077471e-02
42,2.066751486350384970e-02
43,-1.307903565001176382e-01
44,1.105283562608163628e-01
45,4.219570891110176886e-02
46,-1.559890497886618765e-01
47,8.705505775152339032e-02
48,8.705505775152339032e-02
49,-1.559890497886618765e-01
50,4.219570891110176886e-02
51,1.105283562608163628e-01
52,-1.307903565001176382e-01
53,2.066751486350384970e-02
54,8.391053086337077471e-02
55,-9.331531860205810602e-02
56,3.650671203732148984e-02
57,1.861524182911606512e-02
58,-4.534022426538032724e-02
59,5.184500269504471043e-02
60,-4.501597269848907346e-02
61,2.258914713445564146e-02
62,1.746621481270412696e-02
63,-6.584290582845545026e-02
64,9.098241586957973859e-02
65,-5.610389669605077290e-02
66,-2.860846655868911140e-02
67,9.302648054306329739e-02
68,-8.496870822348775998e-02
69,3.888788400812986240e-02
70,-1.483449971152958798e-02
71,-4.383053263898865036e-03
72,7.220592595898807364e-02
73,-1.466806229509911852e-01
74,1.155310523971261605e-01
75,2.055605134882791674e-02
76,-1.173332953797239786e-01
77,1.015203137224319624e-01
78,-7.695967361980252108e-02
79,1.142058929497862252e-01
80,-9.121538443791683826e-02
81,-8.429821863558009665e-02
82,2.444494856173555497e-01
83,-1.982757104124089897e-01
84,6.725142872044381770e-02
85,-6.525717059108242235e-02
86,7.100965795008190584e-02
87,1.457727677641522945e-01
88,-3.886285260960840038e-01
89,3.235424587894926707e-01
90,-1.856375462810297694e-01
91,3.460562800463770627e-01
92,-3.883355543386464159e-01
93,1.820252826730695255e-03
94,-1.477476303587811346e-01
95,8.992977778168229075e-02
