subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,1.766868750846e+02,-1.060121250507e+02,1.713580529474e+02,-1.051578294270e+02,1.769325643474e+02,-1.084847264320e+02,1.770525997494e+02,-1.085553623275e+02
1,19389,3550231933.593750,3.533737501691e+01,1.060121250507e+02,3.550495369986e+01,1.030917553689e+02,3.660722617481e+01,1.064257639491e+02,3.663041343731e+01,1.064973857459e+02
2,19390,3550415039.062500,2.473616251184e+02,3.533737501691e+01,2.416839496748e+02,3.209725916393e+01,2.494338264277e+02,3.322451847383e+01,2.495996965295e+02,3.324970181784e+01
3,19391,3550598144.531250,-3.533737501691e+01,1.766868750846e+02,-3.278829969013e+01,1.727246856331e+02,-3.390751510175e+01,1.782448933497e+02,-3.393221320805e+01,1.783629102872e+02
4,19392,3550781250.000000,-1.060121250507e+02,1.060121250507e+02,-1.024244486879e+02,1.044378513860e+02,-1.057386640456e+02,1.077339649527e+02,-1.058099982548e+02,1.078040225355e+02
5,19393,3550964355.468750,1.060121250507e+02,-2.473616251184e+02,1.010969414964e+02,-2.423370382624e+02,1.044152008580e+02,-2.500194102676e+02,1.044871606372e+02,-2.501831595456e+02
6,19394,3551147460.937500,-1.766868750846e+02,3.533737501691e+01,-1.720712016125e+02,3.614424377390e+01,-1.775546218744e+02,3.722447556196e+01,-1.776718745365e+02,3.724680186775e+01
7,19395,3551330566.406250,-1.766868750846e+02,-2.473616251184e+02,-1.747566599562e+02,-2.397389398555e+02,-1.802008471032e+02,-2.474081646611e+02,-1.803159780921e+02,-2.475725615939e+02
8,19396,3551513671.875000,1.766868750846e+02,-2.473616251184e+02,1.701294419577e+02,-2.430981296851e+02,1.756050087326e+02,-2.507160236660e+02,1.757227994176e+02,-2.508777032382e+02
9,19397,3551696777.343750,-1.766868750846e+02,1.060121250507e+02,-1.714845977436e+02,1.051482835523e+02,-1.769336415767e+02,1.083954555718e+02,-1.770501749747e+02,1.084638863935e+02
10,19398,3551879882.812500,1.060121250507e+02,2.473616251184e+02,1.058259515840e+02,2.405133074346e+02,1.090581079006e+02,2.481189774781e+02,1.091258607843e+02,2.482813196964e+02
11,19399,3552062988.281250,-2.473616251184e+02,-1.766868750846e+02,-2.431453228909e+02,-1.702648219970e+02,-2.507033583516e+02,-1.757017288472e+02,-2.508633517858e+02,-1.758184074640e+02
12,19400,3552246093.750000,3.533737501691e+01,3.533737501691e+01,3.480116543236e+01,3.420824243733e+01,3.587609578993e+01,3.529210832273e+01,3.589878721346e+01,3.531528949059e+01
13,19401,3552429199.218750,-2.473616251184e+02,-1.060121250507e+02,-2.423443750986e+02,-1.016221071054e+02,-2.498638611948e+02,-1.048887179437e+02,-2.500230519350e+02,-1.049591202191e+02
14,19402,3552612304.687500,-3.533737501691e+01,-3.533737501691e+01,-3.474899835683e+01,-3.426065394682e+01,-3.581643008014e+01,-3.534037013468e+01,-3.583892126581e+01,-3.536342262023e+01
15,19403,3552795410.156250,-3.533737501691e+01,-3.533737501691e+01,-3.472288521295e+01,-3.428682987769e+01,-3.578657190943e+01,-3.536446229264e+01,-3.580896284114e+01,-3.538744993212e+01
16,19404,3552978515.625000,1.060121250507e+02,-1.766868750846e+02,1.025551912728e+02,-1.730999953136e+02,1.057974175303e+02,-1.784153161925e+02,1.058668167695e+02,-1.785274010067e+02
17,19405,3553161621.093750,-2.473616251184e+02,-1.060121250507e+02,-2.420747830956e+02,-1.023313229042e+02,-2.495040563558e+02,-1.055854524894e+02,-2.496607497452e+02,-1.056553423515e+02
