tap_index,coeff_float
0,-9.573211339523857166e-02
1,-2.350491314622337180e-01
2,-2.436261875823980683e-01
3,-1.278611853553479616e-01
4,2.348356412679766525e-01
5,-4.550615132360619902e-03
6,7.490097653632134256e-02
7,-2.763290009881552711e-01
8,1.808488360913209081e-01
9,1.893012711860150507e-02
10,-9.204731750221760433e-03
11,-4.740021401248717403e-02
12,-7.067162976795533791e-02
13,1.936588996837172727e-01
14,-1.135605303287303414e-01
15,-3.181700527523154826e-02
16,4.289073426929191496e-02
17,-3.129235511658643581e-03
18,6.239307997435222797e-02
19,-1.317256958065156913e-01
20,6.060143619226721762e-02
21,7.180379942929966675e-02
22,-9.390778601225666100e-02
23,3.091309917127090315e-02
24,-2.106022162578324863e-02
25,4.879963456003390959e-02
26,2.525388345375265652e-03
27,-9.926580095729604925e-02
28,9.495458092544974138e-02
29,7.068263930675866211e-03
30,-5.560523613947963156e-02
31,1.910267752548919576e-02
32,-2.253906989775070549e-02
33,8.123949670751082208e-02
34,-4.046884269375232435e-02
35,-1.228125818912761680e-01
36,1.760091600629200836e-01
37,1.797387120480496703e-02
38,-2.220539179290472176e-01
39,1.366208278366320694e-01
40,1.366208278366320694e-01
41,-2.220539179290472176e-01
42,1.797387120480496703e-02
43,1.760091600629200836e-01
44,-1.228125818912761680e-01
45,-4.046884269375232435e-02
46,8.123949670751082208e-02
47,-2.253906989775070549e-02
48,1.910267752548919576e-02
49,-5.560523613947963156e-02
50,7.068263930675866211e-03
51,9.495458092544974138e-02
52,-9.926580095729604925e-02
53,2.525388345375265652e-03
54,4.879963456003390959e-02
55,-2.106022162578324863e-02
56,3.091309917127090315e-02
57,-9.390778601225666100e-02
58,7.180379942929966675e-02
59,6.060143619226721762e-02
60,-1.317256958065156913e-01
61,6.239307997435222797e-02
62,-3.129235511658643581e-03
63,4.289073426929191496e-02
64,-3.181700527523154826e-02
65,-1.135605303287303414e-01
66,1.936588996837172727e-01
67,-7.067162976795533791e-02
68,-4.740021401248717403e-02
69,-9.204731750221760433e-03
70,1.893012711860150507e-02
71,1.808488360913209081e-01
72,-2.763290009881552711e-01
73,7.490097653632134256e-02
74,-4.550615132360619902e-03
75,2.348356412679766525e-01
76,-1.278611853553479616e-01
77,-2.436261875823980683e-01
78,-2.350491314622337180e-01
79,-9.573211339523857166e-02
