tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.345475146293e-02,4.389432897969e-02,4.360237780397e-02,4.359024465474e-02,0.087422879,0.029458066,0.027040724,2.317264130766,-2.923442304772,1.356172345831,1.356172345831,1.042478871642,-2.003570656577,-2.003570656577,-0.961091784935,-0.961091784935
1,3567993164.062500,4.345475146293e-02,4.373904781722e-02,4.360142269710e-02,4.359025190189e-02,0.056641081,0.029267800,0.027042168,4.804997241251,-0.299581326978,3.684070905362,3.684070905362,1.178606738950,-2.299533074840,-2.299533074840,-1.120926335890,-1.120926335890
2,3586120605.468750,4.345475146293e-02,4.352909687316e-02,4.348225143636e-02,4.347374537116e-02,0.014847726,0.005495054,0.003795740,2.643880855760,-2.371470910999,1.313198878402,1.313198878402,1.267833540420,-2.598515517779,-2.598515517779,-1.330681977358,-1.330681977358
3,3604064941.406250,4.345475146293e-02,4.336738990285e-02,4.334460945125e-02,4.334003923133e-02,-0.017479715,-0.022043523,-0.022959405,3.495091993387,-1.457456062949,1.931251308189,1.931251308189,1.330637250844,-2.894477936041,-2.894477936041,-1.563840685197,-1.563840685197
4,3622009277.343750,4.345475146293e-02,4.330398796874e-02,4.325313034597e-02,4.325334599839e-02,-0.030187538,-0.040394527,-0.040351221,3.808979966006,-1.083676756683,2.009068196192,2.009068196192,1.390528584491,-3.190440354304,-3.190440354304,-1.799911769813,-1.799911769813
5,3639953613.281250,4.345475146293e-02,4.336888714008e-02,4.325713977916e-02,4.326251253816e-02,-0.017179844,-0.039589409,-0.038510644,1.217165662328,-3.586540770163,-0.789758235550,-0.789758235550,1.479478874689,-3.486402772567,-3.486402772567,-2.006923897878,-2.006923897878
6,3658081054.687500,4.345475146292e-02,4.352032403899e-02,4.333393371262e-02,4.334437452464e-02,0.013097000,-0.024183114,-0.022090601,0.213627176805,-4.455319087710,-1.957518996036,-1.957518996036,1.614239042665,-3.785385215506,-3.785385215506,-2.171146172841,-2.171146172841
7,3676025390.625000,4.345475146293e-02,4.366139585393e-02,4.340536954650e-02,4.342014098686e-02,0.041206913,-0.009876245,-0.006920821,2.107831305114,-2.377775506862,-0.175937833451,-0.175937833451,1.797578495204,-4.081347633768,-4.081347633768,-2.283769138565,-2.283769138565
8,3693969726.562500,4.345475146293e-02,4.387671874617e-02,4.356639146519e-02,4.358435000702e-02,0.083937434,0.022286383,0.025866064,5.116050848495,-5.428915409796,2.760145152532,2.760145152532,2.021404356069,-4.377310052031,-4.377310052031,-2.355905695962,-2.355905695962
9,3712097167.968750,4.345475146294e-02,4.403135487089e-02,4.368826306844e-02,4.370781584723e-02,0.114495576,0.046550166,0.050436685,3.827506873713,-6.466086641234,1.423991478156,1.423991478156,2.272777099412,-4.676292494970,-4.676292494970,-2.403515395558,-2.403515395558
