freq_hz,digital_w_rad_per_sample,original_phase_rad,allpass_phase_rad,compensated_phase_rad,original_group_delay_ns,allpass_group_delay_ns,compensated_group_delay_ns,target_delay_ns
5500000000.000000,1.439896632895,-109.172017540097,1.719432219272,-107.452585320825,5.366460933,10.148941420,15.515402353,15.164223649
5501000000.000000,1.440158432283,-109.205736008581,1.655664539660,-107.550071468921,5.091426382,10.162715361,15.254141743,15.164223649
5502000000.000000,1.440420231671,-109.235998290975,1.591723771595,-107.644274519380,4.435169442,10.190234959,14.625404401,15.164223649
5503000000.000000,1.440682031059,-109.261469991522,1.527610270523,-107.733859720999,4.311575322,10.217686752,14.529262074,15.164223649
5504000000.000000,1.440943830447,-109.290179144406,1.463324533052,-107.826854611354,4.928859399,10.245047940,15.173907339,15.164223649
5505000000.000000,1.441205629834,-109.323407865442,1.398867201147,-107.924540664295,5.312538106,10.272295067,15.584833173,15.164223649
5506000000.000000,1.441467429222,-109.356938467150,1.334239066183,-108.022699400967,4.652374759,10.299404042,14.951778801,15.164223649
5507000000.000000,1.441729228610,-109.381871330899,1.269441072848,-108.112430258051,4.386769065,10.326350169,14.713119234,15.164223649
5508000000.000000,1.441991027998,-109.412064233020,1.204474322861,-108.207589910159,4.810233633,10.353108176,15.163341809,15.164223649
5509000000.000000,1.442252827386,-109.442318509479,1.139340078493,-108.302978430986,4.908565848,10.379652249,15.288218097,15.164223649
5510000000.000000,1.442514626773,-109.473747090652,1.074039765857,-108.399707324795,4.708817384,10.405956068,15.114773452,15.164223649
5511000000.000000,1.442776426161,-109.501491253886,1.008574977950,-108.492916275936,4.570888631,10.431992853,15.002881484,15.164223649
5512000000.000000,1.443038225549,-109.531186571220,0.942947477422,-108.588239093798,4.425065694,10.457735406,14.882801100,15.164223649
5513000000.000000,1.443300024937,-109.557098269386,0.877159199047,-108.679939070339,4.185673031,10.483156163,14.668829194,15.164223649
5514000000.000000,1.443561824325,-109.583785289793,0.811212251867,-108.772573037926,4.648370535,10.508227244,15.156597779,15.164223649
5515000000.000000,1.443823623712,-109.615511416279,0.745108920999,-108.870402495280,4.789926336,10.532920512,15.322846848,15.164223649
5516000000.000000,1.444085423100,-109.643977279346,0.678851669064,-108.965125610282,4.346628864,10.557207633,14.903836497,15.164223649
5517000000.000000,1.444347222488,-109.670132765508,0.612443137227,-109.057689628281,4.797216842,10.581060142,15.378276984,15.164223649
5518000000.000000,1.444609021876,-109.704260884106,0.545886145826,-109.158374738280,4.886094483,10.604449507,15.490543990,15.164223649
5519000000.000000,1.444870821264,-109.731533239636,0.479183694563,-109.252349545073,4.376370007,10.627347202,15.003717209,15.164223649
5520000000.000000,1.445132620651,-109.759255971565,0.412338962240,-109.346917009325,4.460563825,10.649724781,15.110288606,15.164223649
5521000000.000000,1.445394420039,-109.787586337815,0.345355306028,-109.442231031787,4.680859931,10.671553953,15.352413884,15.164223649
5522000000.000000,1.445656219427,-109.818077392250,0.278236260239,-109.539841132011,4.905235698,10.692806662,15.598042360,15.164223649
5523000000.000000,1.445918018815,-109.849227347548,0.210985534606,-109.638241812942,4.169568733,10.713455168,14.883023901,15.164223649
5524000000.000000,1.446179818203,-109.870473738249,0.143607012034,-109.726866726215,4.229174579,10.733472130,14.962646709,15.164223649
