stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,17.279981633,0.878369772,-21.724556628,-5.614283640925e-01,-8.112371031519e-01,-0.117499544,-2.176176543615
after_float_fir,17.262091585,0.042007151,25.775443372,-5.609479146542e-01,-8.101835223092e-01,-0.127539785,-2.176384068078
after_fixed_fir,17.258099938,0.095949781,25.775443372,-5.610488371705e-01,-8.103113630755e-01,-0.126107072,-2.176394419746
