tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.419002711967e-02,4.302037124407e-02,4.427032027463e-02,4.427332556005e-02,-0.233002286,0.015767916,0.016357537,-1.466228526834,2.851614147361,0.848043490784,0.848043490784,-1.965342632984,-2.003570656577,-2.003570656577,2.314272017618,2.314272017618
1,3567993164.062500,4.419002711967e-02,4.338055999579e-02,4.416110011728e-02,4.416466211080e-02,-0.160582282,-0.005687687,-0.004987119,-2.018989483112,2.414636469367,0.115103394528,0.115103394528,-1.849559354700,-2.299533074840,-2.299533074840,2.134092877639,2.134092877639
2,3586120605.468750,4.419002711967e-02,4.378803998333e-02,4.414477727562e-02,4.414868740812e-02,-0.079375242,-0.008898762,-0.008129441,-0.505481743176,4.044804034511,1.446288516733,1.446288516733,-1.732899529492,-2.598515517779,-2.598515517779,1.951770259909,1.951770259909
3,3604064941.406250,4.419002711967e-02,4.407071798240e-02,4.411392027672e-02,4.411794986370e-02,-0.023482843,-0.014972282,-0.014178905,-3.021963840091,1.638890385286,-1.255587550755,-1.255587550755,-1.622331081802,-2.894477936041,-2.894477936041,1.766376289336,1.766376289336
4,3622009277.343750,4.419002711968e-02,4.427782366002e-02,4.413486523287e-02,4.413880432419e-02,0.017239965,-0.010849266,-0.010074074,-0.730847107533,4.031905326930,0.841464972626,0.841464972626,-1.520432872717,-3.190440354304,-3.190440354304,1.572312080158,1.572312080158
5,3639953613.281250,4.419002711967e-02,4.437265043396e-02,4.416098435044e-02,4.416463946297e-02,0.035822047,-0.005710456,-0.004991573,-3.641193369700,1.226968935300,-2.259433837267,-2.259433837267,-1.415023002179,-3.486402772567,-3.486402772567,1.381759532433,1.381759532433
6,3658081054.687500,4.419002711967e-02,4.440747299258e-02,4.421299334150e-02,4.421619772922e-02,0.042635845,0.004513015,0.005142512,-1.874287537636,3.090268742406,-0.695116473099,-0.695116473099,-1.318629027137,-3.785385215506,-3.785385215506,1.179171064537,1.179171064537
7,3676025390.625000,4.419002711967e-02,4.440186822884e-02,4.426672407130e-02,4.426935451742e-02,0.041539511,0.015062308,0.015578431,-1.259120606348,3.790807167297,-0.290540466471,-0.290540466471,-1.233257533534,-4.081347633768,-4.081347633768,0.968580139877,0.968580139877
8,3693969726.562500,4.419002711969e-02,4.438629157109e-02,4.430859353633e-02,4.431056064112e-02,0.038491872,0.023273932,0.023659538,-1.417135220509,3.692782133327,-0.684527918704,-0.684527918704,-1.173267953343,-4.377310052031,-4.377310052031,0.732607301805,0.732607301805
9,3712097167.968750,4.419002711966e-02,4.433183892693e-02,4.427305691962e-02,4.427430053028e-02,0.027829571,0.016304833,0.016548812,-0.007447083739,5.133116560121,0.456824065151,0.456824065151,-1.142621663319,-4.676292494970,-4.676292494970,0.464271148890,0.464271148890
10,3730041503.906250,4.419002711967e-02,4.435038984964e-02,4.424710749865e-02,4.424762391834e-02,0.031463473,0.011212347,0.011313722,-1.738386515516,3.413619475519,-1.558635437714,-1.558635437714,-1.131179316146,-4.972254913232,-4.972254913232,0.179751077802,0.179751077802
11,3747985839.843750,4.419002711967e-02,4.439598731490e-02,4.417581508427e-02,4.417562886235e-02,0.040389011,-0.002793934,-0.002830549,-1.351434867327,3.797363893221,-1.470853438274,-1.470853438274,-1.134386546632,-5.268217331495,-5.268217331495,-0.119418570947,-0.119418570947
12,3765930175.781250,4.419002711967e-02,4.454429406481e-02,4.413913240803e-02,4.413830365059e-02,0.069356251,-0.010009512,-0.010172600,1.062050447942,6.217797481904,0.653617732146,0.653617732146,-1.127438273218,-5.564179749758,-5.564179749758,-0.408432715797,-0.408432715797
13,3784057617.187500,4.419002711967e-02,4.470148715629e-02,4.405811406845e-02,4.405673374385e-02,0.099954073,-0.025967302,-0.026239432,2.781448782397,7.963930618127,2.100768425431,2.100768425431,-1.100703471449,-5.863162192697,-5.863162192697,-0.680680356966,-0.680680356966
14,3802001953.125000,4.419002711968e-02,4.499117607087e-02,4.408501306451e-02,4.408321294201e-02,0.156061554,-0.020665885,-0.021020563,4.613383633905,9.852405989993,3.693281379034,3.693281379034,-1.044162951092,-6.159124610959,-6.159124610959,-0.920102254871,-0.920102254871
15,3819946289.062500,4.419002711968e-02,4.523882880152e-02,4.407598023200e-02,4.407392233599e-02,0.203741695,-0.022445770,-0.022851321,6.528401971383,11.865061481082,5.409974451860,5.409974451860,-0.946525797481,-6.455087029222,-6.455087029222,-1.118427519523,-1.118427519523
16,3837890625.000000,4.419002711967e-02,4.552897511213e-02,4.414393277009e-02,4.414180179659e-02,0.259272121,-0.009064927,-0.009484234,4.099669994766,9.567921086097,2.816871638612,2.816871638612,-0.814934215848,-6.751049447485,-6.751049447485,-1.282798356154,-1.282798356154
17,3856018066.406250,4.419002711967e-02,4.575711547102e-02,4.421191551898e-02,4.420992226601e-02,0.302687413,0.004301268,0.003909664,6.986648854046,12.619852430996,5.569820540572,5.569820540572,-0.649981730230,-7.050031890424,-7.050031890424,-1.416828313474,-1.416828313474
18,3873962402.343750,4.419002711967e-02,4.592434615368e-02,4.430225368787e-02,4.430061445983e-02,0.334374274,0.022031031,0.021709639,8.798907696722,14.605280784412,7.259286475726,7.259286475726,-0.476812219489,-7.345994308686,-7.345994308686,-1.539621220996,-1.539621220996
