freq_hz,h1_db,h2_target_db,h2_float_db,h2_fixed_db,h2_float_phase_rad,h2_fixed_phase_rad,htotal_float_db,htotal_fixed_db
5500000000.000000,-0.224041708,0.224041708,0.258625670,0.256826348,-0.327249234749,-0.327249234749,0.034583962,0.032784640
5501000000.000000,-0.220782209,0.220782209,0.255185598,0.253395583,-0.337590310567,-0.337590310567,0.034403389,0.032613374
5502000000.000000,-0.209710513,0.209710513,0.251706566,0.249925895,-0.347931386385,-0.347931386385,0.041996053,0.040215382
5503000000.000000,-0.216412114,0.216412114,0.248190201,0.246418912,-0.358272462203,-0.358272462203,0.031778087,0.030006798
5504000000.000000,-0.225348950,0.225348950,0.244638110,0.242876240,-0.368613538021,-0.368613538021,0.019289160,0.017527290
5505000000.000000,-0.217902067,0.217902067,0.241051883,0.239299468,-0.378954613839,-0.378954613839,0.023149816,0.021397401
5506000000.000000,-0.213382924,0.213382924,0.237433088,0.235690164,-0.389295689657,-0.389295689657,0.024050164,0.022307240
5507000000.000000,-0.217799039,0.217799039,0.233783275,0.232049876,-0.399636765475,-0.399636765475,0.015984236,0.014250837
5508000000.000000,-0.208919327,0.208919327,0.230103972,0.228380133,-0.409977841293,-0.409977841293,0.021184645,0.019460806
5509000000.000000,-0.208885617,0.208885617,0.226396692,0.224682446,-0.420318917112,-0.420318917112,0.017511075,0.015796829
5510000000.000000,-0.200699081,0.200699081,0.222662925,0.220958305,-0.430659992930,-0.430659992930,0.021963844,0.020259224
5511000000.000000,-0.214029436,0.214029436,0.218904143,0.217209181,-0.441001068748,-0.441001068748,0.004874707,0.003179745
5512000000.000000,-0.204204167,0.204204167,0.215121800,0.213436527,-0.451342144566,-0.451342144566,0.010917633,0.009232360
5513000000.000000,-0.217319934,0.217319934,0.211317330,0.209641776,-0.461683220384,-0.461683220384,-0.006002604,-0.007678158
5514000000.000000,-0.205735294,0.205735294,0.207492148,0.205826343,-0.472024296202,-0.472024296202,0.001756854,0.000091049
5515000000.000000,-0.198163630,0.198163630,0.203647651,0.201991624,-0.482365372020,-0.482365372020,0.005484021,0.003827994
5516000000.000000,-0.189176579,0.189176579,0.199785216,0.198138995,-0.492706447838,-0.492706447838,0.010608637,0.008962416
5517000000.000000,-0.189280801,0.189280801,0.195906203,0.194269815,-0.503047523656,-0.503047523656,0.006625402,0.004989014
5518000000.000000,-0.195930573,0.195930573,0.192011951,0.190385423,-0.513388599474,-0.513388599474,-0.003918622,-0.005545150
5519000000.000000,-0.194144892,0.194144892,0.188103783,0.186487141,-0.523729675292,-0.523729675292,-0.006041109,-0.007657751
5520000000.000000,-0.188330983,0.188330983,0.184183003,0.182576271,-0.534070751110,-0.534070751110,-0.004147980,-0.005754712
5521000000.000000,-0.172707176,0.172707176,0.180250895,0.178654098,-0.544411826928,-0.544411826928,0.007543719,0.005946922
5522000000.000000,-0.183720623,0.183720623,0.176308727,0.174721888,-0.554752902746,-0.554752902746,-0.007411896,-0.008998735
5523000000.000000,-0.179556838,0.179556838,0.172357748,0.170780888,-0.565093978564,-0.565093978564,-0.007199090,-0.008775950
5524000000.000000,-0.180850229,0.180850229,0.168399187,0.166832329,-0.575435054383,-0.575435054383,-0.012451042,-0.014017900
5525000000.000000,-0.171142006,0.171142006,0.164434257,0.162877422,-0.585776130201,-0.585776130201,-0.006707749,-0.008264584
5526000000.000000,-0.167693870,0.167693870,0.160464153,0.158917360,-0.596117206019,-0.596117206019,-0.007229717,-0.008776510
5527000000.000000,-0.173326317,0.173326317,0.156490051,0.154953320,-0.606458281837,-0.606458281837,-0.016836266,-0.018372997
5528000000.000000,-0.167018284,0.167018284,0.152513110,0.150986459,-0.616799357655,-0.616799357655,-0.014505174,-0.016031825
5529000000.000000,-0.163438105,0.163438105,0.148534471,0.147017917,-0.627140433473,-0.627140433473,-0.014903634,-0.016420188
5530000000.000000,-0.165021024,0.165021024,0.144555257,0.143048816,-0.637481509291,-0.637481509291,-0.020465767,-0.021972208
5531000000.000000,-0.150649623,0.150649623,0.140576574,0.139080262,-0.647822585109,-0.647822585109,-0.010073049,-0.011569361
