subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,2.550645781574e+02,1.093133906389e+02,2.414601810666e+02,1.245043201301e+02,2.470893920796e+02,1.272920235143e+02,2.472465840835e+02,1.273667023005e+02
1,19389,3550231933.593750,1.093133906389e+02,3.643779687963e+01,1.043758158788e+02,4.294294814040e+01,1.068051844363e+02,4.389658000670e+01,1.068731160033e+02,4.392198361469e+01
2,19390,3550415039.062500,1.821889843981e+02,-2.550645781574e+02,1.946350736626e+02,-2.376583928490e+02,1.990460451444e+02,-2.432266304084e+02,1.991664834955e+02,-2.433838026356e+02
3,19391,3550598144.531250,-3.643779687963e+01,1.093133906389e+02,-4.244146363427e+01,1.047100417793e+02,-4.338347728294e+01,1.071472012763e+02,-4.340872136620e+01,1.072157557749e+02
4,19392,3550781250.000000,2.550645781574e+02,-2.550645781574e+02,2.649583404336e+02,-2.345877331296e+02,2.709971132079e+02,-2.401119810798e+02,2.711639794119e+02,-2.402695787836e+02
5,19393,3550964355.468750,-1.821889843981e+02,-2.550645781574e+02,-1.639918727508e+02,-2.603298428418e+02,-1.678821155649e+02,-2.662884505201e+02,-1.679941799533e+02,-2.664543073056e+02
6,19394,3551147460.937500,-2.550645781574e+02,3.643779687963e+01,-2.519584186530e+02,2.126262812919e+01,-2.577774084348e+02,2.184907116526e+01,-2.579413001475e+02,2.186819491960e+01
7,19395,3551330566.406250,-1.093133906389e+02,-1.821889843981e+02,-9.672276182268e+01,-1.846242582192e+02,-9.902917114168e+01,-1.888579062105e+02,-9.909630018382e+01,-1.889766731996e+02
8,19396,3551513671.875000,-2.550645781574e+02,1.821889843981e+02,-2.600461843441e+02,1.638593854216e+02,-2.659993113562e+02,1.677471068695e+02,-2.661665361579e+02,1.678600565518e+02
9,19397,3551696777.343750,-1.821889843981e+02,1.821889843981e+02,-1.886530345653e+02,1.679079552015e+02,-1.929536166603e+02,1.718627132902e+02,-1.930742822933e+02,1.719771631949e+02
10,19398,3551879882.812500,-1.093133906389e+02,-2.550645781574e+02,-9.237521024024e+01,-2.557271862033e+02,-9.460817747222e+01,-2.616079986014e+02,-9.467449516205e+01,-2.617748929966e+02
11,19399,3552062988.281250,-1.821889843981e+02,-1.821889843981e+02,-1.676884528033e+02,-1.886247653530e+02,-1.716385998715e+02,-1.929253120808e+02,-1.717535681141e+02,-1.930467093105e+02
12,19400,3552246093.750000,-2.550645781574e+02,3.643779687963e+01,-2.515314945936e+02,2.071995876979e+01,-2.573429161348e+02,2.129386500694e+01,-2.575095287632e+02,2.131287325964e+01
13,19401,3552429199.218750,3.643779687963e+01,1.821889843981e+02,2.479607260188e+01,1.802973283019e+02,2.543754143309e+01,1.844594774809e+02,2.545781945974e+01,1.845790528240e+02
14,19402,3552612304.687500,-2.550645781574e+02,1.093133906389e+02,-2.559724056963e+02,9.145536456970e+01,-2.618607557294e+02,9.366768940600e+01,-2.620298494917e+02,9.373412698814e+01
15,19403,3552795410.156250,-2.550645781574e+02,1.821889843981e+02,-2.605394879718e+02,1.624362201773e+02,-2.665072388266e+02,1.662928817129e+02,-2.666784142256e+02,1.664071525277e+02
16,19404,3552978515.625000,-3.643779687963e+01,2.550645781574e+02,-5.154075122720e+01,2.470540855458e+02,-5.264060670866e+01,2.527906151404e+02,-5.267008550583e+01,2.529577046222e+02
17,19405,3553161621.093750,-1.821889843981e+02,2.550645781574e+02,-1.941967581064e+02,2.378120862623e+02,-1.986016522999e+02,2.433887558374e+02,-1.987275652438e+02,2.435530776171e+02
18,19406,3553344726.562500,3.643779687963e+01,1.093133906389e+02,2.863414481251e+01,1.091755088162e+02,2.933790931635e+01,1.116915710811e+02,2.935954112593e+01,1.117647639606e+02
19,19407,3553527832.031250,3.643779687963e+01,-1.093133906389e+02,4.267408058378e+01,-1.044918904816e+02,4.362255114017e+01,-1.069265347640e+02,4.364929669252e+01,-1.069982541910e+02
20,19408,3553710937.500000,1.821889843981e+02,-1.821889843981e+02,1.899631357315e+02,-1.661755112148e+02,1.942979518165e+02,-1.700935595363e+02,1.944236187803e+02,-1.702104885558e+02
21,19409,3553894042.968750,-1.093133906389e+02,1.821889843981e+02,-1.188606537968e+02,1.708502098115e+02,-1.215480391279e+02,1.748500461134e+02,-1.216255049901e+02,1.749690016811e+02
22,19410,3554077148.437500,-3.643779687963e+01,1.093133906389e+02,-4.286184161467e+01,1.044360864737e+02,-4.381490815366e+01,1.068700683046e+02,-4.384203218306e+01,1.069423637709e+02
23,19411,3554260253.906250,1.821889843981e+02,-3.643779687963e+01,1.805480378123e+02,-2.360663360125e+01,1.847194895803e+02,-2.422107765239e+01,1.848427842751e+02,-2.424103132542e+01
24,19412,3554443359.375000,-3.643779687963e+01,1.821889843981e+02,-4.760986036620e+01,1.758082883519e+02,-4.864620192482e+01,1.798971021923e+02,-4.867526676211e+01,1.800189743162e+02
25,19413,3554626464.843750,3.643779687963e+01,-3.643779687963e+01,3.803548737694e+01,-3.326879731497e+01,3.890378388229e+01,-3.405351277614e+01,3.892931459144e+01,-3.407724529947e+01
26,19414,3554809570.312500,-1.821889843981e+02,-2.550645781574e+02,-1.617096501249e+02,-2.615109170509e+02,-1.655530430932e+02,-2.675065561947e+02,-1.656703118771e+02,-2.676839952218e+02
27,19415,3554992675.781250,-3.643779687963e+01,1.821889843981e+02,-4.748676496810e+01,1.760154983267e+02,-4.852046037606e+01,1.801101109755e+02,-4.854971094379e+01,1.802331428290e+02
28,19416,3555175781.250000,1.821889843981e+02,1.821889843981e+02,1.665109895453e+02,1.900282999264e+02,1.704393899756e+02,1.943674199418e+02,1.705591281680e+02,1.944960658949e+02
29,19417,3555358886.718750,-2.550645781574e+02,3.643779687963e+01,-2.517576602011e+02,1.924229343195e+01,-2.575825346059e+02,1.978268741223e+01,-2.577576577216e+02,1.980135908699e+01
30,19418,3555541992.187500,3.643779687963e+01,1.821889843981e+02,2.395418008730e+01,1.803702680261e+02,2.457694487524e+01,1.845400308280e+02,2.459745739561e+01,1.846656304739e+02
31,19419,3555725097.656250,-2.550645781574e+02,2.550645781574e+02,-2.653361012588e+02,2.328523297961e+02,-2.713963869799e+02,2.383472385980e+02,-2.715775342505e+02,2.385160152852e+02
32,19420,3555908203.125000,-3.643779687963e+01,1.821889843981e+02,-4.711089609293e+01,1.754995355640e+02,-4.813658680271e+01,1.795839479713e+02,-4.816603874786e+01,1.797082978798e+02
33,19421,3556091308.593750,3.643779687963e+01,2.550645781574e+02,1.912795073569e+01,2.512341667615e+02,1.966566997908e+01,2.570491903870e+02,1.968439821415e+01,2.572258739718e+02
34,19422,3556274414.062500,1.093133906389e+02,2.550645781574e+02,8.967557754051e+01,2.562511077623e+02,9.185029499951e+01,2.621564760967e+02,9.191902473248e+01,2.623357110604e+02
35,19423,3556457519.531250,2.550645781574e+02,-1.821889843981e+02,2.616056659773e+02,-1.602614081983e+02,2.676092260248e+02,-1.640744736911e+02,2.677912689788e+02,-1.641935073957e+02
36,19424,3556640625.000000,1.821889843981e+02,-1.093133906389e+02,1.857252871216e+02,-9.374839173457e+01,1.899954569509e+02,-9.599144499363e+01,1.901254680396e+02,-9.606193721871e+01
37,19425,3556823730.468750,-3.643779687963e+01,-1.821889843981e+02,-2.216447403560e+01,-1.806546605435e+02,-2.274624624768e+01,-1.848346420362e+02,-2.276581013311e+01,-1.849628874571e+02
38,19426,3557006835.937500,1.821889843981e+02,1.093133906389e+02,1.697197625417e+02,1.206304235705e+02,1.737003353674e+02,1.233636361360e+02,1.738240934859e+02,1.234462636715e+02
39,19427,3557189941.406250,2.550645781574e+02,1.821889843981e+02,2.358353869618e+02,1.967980630865e+02,2.413781979474e+02,2.012729996753e+02,2.415512219317e+02,2.014090281435e+02
40,19428,3557373046.875000,1.093133906389e+02,2.550645781574e+02,8.864151530814e+01,2.570567308245e+02,9.079390379549e+01,2.629850248150e+02,9.086292804891e+01,2.631677715204e+02
41,19429,3557556152.343750,3.643779687963e+01,-3.643779687963e+01,3.812651275696e+01,-3.309723583152e+01,3.899839687814e+01,-3.387924204278e+01,3.902515683455e+01,-3.390386852222e+01
42,19430,3557739257.812500,-1.093133906389e+02,-1.093133906389e+02,-9.954961771152e+01,-1.141377401558e+02,-1.019017996989e+02,-1.167479989771e+02,-1.019760469105e+02,-1.168283137324e+02
43,19431,3557922363.281250,-1.093133906389e+02,2.550645781574e+02,-1.232876419307e+02,2.422751411367e+02,-1.260568442578e+02,2.479422757252e+02,-1.261410140320e+02,2.481201996384e+02
44,19432,3558105468.750000,3.643779687963e+01,-2.550645781574e+02,5.222869896011e+01,-2.468913402360e+02,5.334774468916e+01,-2.526395594644e+02,5.338048611294e+01,-2.528198023129e+02
45,19433,3558288574.218750,1.821889843981e+02,-2.550645781574e+02,1.953356809799e+02,-2.367542638744e+02,1.997795933795e+02,-2.423217542325e+02,1.999167541250e+02,-2.424980731986e+02
46,19434,3558471679.687500,3.643779687963e+01,1.093133906389e+02,2.781642670278e+01,1.093224585184e+02,2.850310567152e+01,1.118492337906e+02,2.852567777228e+01,1.119283885429e+02
47,19435,3558654785.156250,3.643779687963e+01,1.093133906389e+02,2.748108890227e+01,1.093810079613e+02,2.816008966016e+01,1.119095961392e+02,2.818246964330e+01,1.119890041958e+02
48,19436,3558837890.625000,2.550645781574e+02,2.550645781574e+02,2.292217630524e+02,2.684239712837e+02,2.346439941935e+02,2.745691983822e+02,2.348176408086e+02,2.747611866262e+02
49,19437,3559020996.093750,-3.643779687963e+01,3.643779687963e+01,-3.842503605953e+01,3.264070154578e+01,-3.930491291890e+01,3.341299344229e+01,-3.933247097690e+01,3.343778514096e+01
50,19438,3559204101.562500,3.643779687963e+01,-2.550645781574e+02,5.566140500776e+01,-2.459436310185e+02,5.686146491114e+01,-2.516756184146e+02,5.689733695276e+01,-2.518579899108e+02
51,19439,3559387207.031250,-1.093133906389e+02,-3.643779687963e+01,-1.038181153868e+02,-4.412359912566e+01,-1.062457998976e+02,-4.510930912324e+01,-1.063234056556e+02,-4.513973119083e+01
52,19440,3559570312.500000,3.643779687963e+01,1.821889843981e+02,2.138624496649e+01,1.806880148672e+02,2.195091907999e+01,1.848769108615e+02,2.197053068165e+01,1.850102598522e+02
53,19441,3559753417.968750,3.643779687963e+01,-1.093133906389e+02,4.403763701339e+01,-1.039297276525e+02,4.502159973519e+01,-1.063606596334e+02,4.505211804623e+01,-1.064387289768e+02
54,19442,3559936523.437500,3.643779687963e+01,1.093133906389e+02,2.719563824909e+01,1.095851584484e+02,2.786870442360e+01,1.121210647282e+02,2.789123221706e+01,1.122020449591e+02
