subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,2.525904782853e+02,-1.082530621223e+02,2.789510226435e+02,3.682206106944e+01,2.761937951480e+02,3.649059766935e+01,2.761583545703e+02,3.648497832236e+01
1,19389,3550231933.593750,3.608435404076e+01,-1.082530621223e+02,8.834123317207e+01,-7.644895804671e+01,8.748236823180e+01,-7.568802070393e+01,8.747090504929e+01,-7.567861300123e+01
2,19390,3550415039.062500,-2.525904782853e+02,1.804217702038e+02,-3.166419211609e+02,2.698168476095e+01,-3.135504500598e+02,2.668173276547e+01,-3.135103707673e+02,2.667937520289e+01
3,19391,3550598144.531250,-1.804217702038e+02,1.082530621223e+02,-2.153949080471e+02,1.211106262118e+00,-2.133003991997e+02,1.174662775183e+00,-2.132733209105e+02,1.175224857450e+00
4,19392,3550781250.000000,2.525904782853e+02,3.608435404076e+01,2.037139674276e+02,1.634752320543e+02,2.017240909354e+02,1.619167598892e+02,2.016991488723e+02,1.618956338684e+02
5,19393,3550964355.468750,-3.608435404076e+01,-2.525904782853e+02,9.978389387619e+01,-2.413714773217e+02,9.885088883660e+01,-2.390362966839e+02,9.883766527641e+01,-2.390065769638e+02
6,19394,3551147460.937500,-1.804217702038e+02,-1.804217702038e+02,-6.510211278088e+01,-2.529361548528e+02,-6.444957778939e+01,-2.505209194815e+02,-6.444235047197e+01,-2.504893645830e+02
7,19395,3551330566.406250,1.804217702038e+02,2.525904782853e+02,2.766773052724e+01,3.165300446331e+02,2.736782885984e+01,3.135169828905e+02,2.736546721620e+01,3.134778624971e+02
8,19396,3551513671.875000,2.525904782853e+02,3.608435404076e+01,2.039773002828e+02,1.631145252832e+02,2.020249889738e+02,1.615916254076e+02,2.020005016034e+02,1.615709344118e+02
9,19397,3551696777.343750,3.608435404076e+01,2.525904782853e+02,-9.937442485393e+01,2.415302528012e+02,-9.846499192820e+01,2.392412415711e+02,-9.845205701389e+01,2.392120799238e+02
10,19398,3551879882.812500,-3.608435404076e+01,1.804217702038e+02,-1.254821677116e+02,1.404423193134e+02,-1.243212133306e+02,1.391105735039e+02,-1.243055012500e+02,1.390939258113e+02
11,19399,3552062988.281250,-1.082530621223e+02,3.608435404076e+01,-1.142519051207e+02,-2.426921061050e+01,-1.131831397944e+02,-2.405586446250e+01,-1.131694072043e+02,-2.405255132496e+01
12,19400,3552246093.750000,-1.082530621223e+02,1.804217702038e+02,-1.889416778376e+02,1.033888678033e+02,-1.872001620263e+02,1.024077827206e+02,-1.871770895650e+02,1.023959718914e+02
13,19401,3552429199.218750,-3.608435404076e+01,3.608435404076e+01,-5.052242619951e+01,1.328243610467e+01,-5.005765195788e+01,1.315405759576e+01,-5.005156049499e+01,1.315263531988e+01
14,19402,3552612304.687500,1.082530621223e+02,1.082530621223e+02,4.005683015315e+01,1.515185770581e+02,3.967179275133e+01,1.501323961709e+02,3.966752481450e+01,1.501142181345e+02
15,19403,3552795410.156250,1.804217702038e+02,-1.082530621223e+02,2.153815456351e+02,-3.198529184125e+00,2.134158918155e+02,-3.144653559117e+00,2.133903600218e+02,-3.144989079530e+00
16,19404,3552978515.625000,-3.608435404076e+01,-3.608435404076e+01,-1.349189917776e+01,-5.047343505084e+01,-1.336364813562e+01,-5.001682866550e+01,-1.336222502383e+01,-5.001083358642e+01
