combo_folder,tap_num,regularization,coeff_total_bits,coeff_frac_bits,fixed_format,run_name,h1_ripple_db,float_dense_ripple_db,float_dense_pass_0p1db,max_abs_coeff,fixed_saturation_count,fixed_dense_ripple_db,fixed_dense_pass_0p1db,behavior_float_ripple_db,behavior_fixed_ripple_db,behavior_fixed_pass_0p1db,qam_float_magnitude_only_evm_percent,qam_fixed_magnitude_only_evm_percent
tap064_reg1em04_q2_14,64,0.0001,16,14,Q2.14,h1_full_combined_random_20260528_023402,0.44592536838376234,0.12658240777603907,False,1.9020135348320044,0,0.12723418038014042,False,0.09872071365848833,0.09774607496812757,True,0.3510108558406703,0.35112504714108494
tap064_reg1em04_q3_13,64,0.0001,16,13,Q3.13,h1_full_combined_random_20260528_023415,0.44592536838376234,0.12658240777603907,False,1.9020135348320044,0,0.12450491229170461,False,0.09872071365848833,0.09781799760861618,True,0.3510108558406703,0.35104942965333846
tap064_reg1em04_q4_12,64,0.0001,16,12,Q4.12,h1_full_combined_random_20260528_023430,0.44592536838376234,0.12658240777603907,False,1.9020135348320044,0,0.12486440714383587,False,0.09872071365848833,0.10180348174330396,False,0.3510108558406703,0.35555627573761706
tap064_reg3em04_q2_14,64,0.0003,16,14,Q2.14,h1_full_combined_random_20260528_023448,0.44592536838376234,0.13163436053870348,False,1.1879409065861994,0,0.13276193001456854,False,0.1131483230866091,0.11431709862546616,False,0.3858239192868623,0.38616449939646114
tap064_reg3em04_q3_13,64,0.0003,16,13,Q3.13,h1_full_combined_random_20260528_023504,0.44592536838376234,0.13163436053870348,False,1.1879409065861994,0,0.13002375637900726,False,0.1131483230866091,0.111444294518263,False,0.3858239192868623,0.3878221101432086
tap064_reg3em04_q4_12,64,0.0003,16,12,Q4.12,h1_full_combined_random_20260528_023521,0.44592536838376234,0.13163436053870348,False,1.1879409065861994,0,0.12875052162370207,False,0.1131483230866091,0.11239595458964943,False,0.3858239192868623,0.38967274946608316
tap064_reg1em03_q2_14,64,0.001,16,14,Q2.14,h1_full_combined_random_20260528_023534,0.44592536838376234,0.14999735724020685,False,0.5750187750365792,0,0.14849177034537503,False,0.1314664246859677,0.12987039405153167,False,0.43908211898213806,0.438904053306231
tap064_reg1em03_q3_13,64,0.001,16,13,Q3.13,h1_full_combined_random_20260528_023548,0.44592536838376234,0.14999735724020685,False,0.5750187750365792,0,0.15480313114949001,False,0.1314664246859677,0.13652889315021308,False,0.43908211898213806,0.4413106125848737
tap064_reg1em03_q4_12,64,0.001,16,12,Q4.12,h1_full_combined_random_20260528_023602,0.44592536838376234,0.14999735724020685,False,0.5750187750365792,0,0.14726980133380402,False,0.1314664246859677,0.13345598543126946,False,0.43908211898213806,0.4415675866460601
tap080_reg1em04_q2_14,80,0.0001,16,14,Q2.14,h1_full_combined_random_20260528_023615,0.44592536838376234,0.052349876155476,True,1.3603349400026579,0,0.05402612825090356,True,0.04373982602677205,0.04413269264864596,True,0.14030975083124766,0.1407552744383637
tap080_reg1em04_q3_13,80,0.0001,16,13,Q3.13,h1_full_combined_random_20260528_023628,0.44592536838376234,0.052349876155476,True,1.3603349400026579,0,0.05556872099084745,True,0.04373982602677205,0.04578621388707387,True,0.14030975083124766,0.14342925732393047
tap080_reg1em04_q4_12,80,0.0001,16,12,Q4.12,h1_full_combined_random_20260528_023642,0.44592536838376234,0.052349876155476,True,1.3603349400026579,0,0.06615683397420742,True,0.04373982602677205,0.051392675449125076,True,0.14030975083124766,0.14945655099084576
tap080_reg3em04_q2_14,80,0.0003,16,14,Q2.14,h1_full_combined_random_20260528_023656,0.44592536838376234,0.07454714786408534,True,0.8246428777375542,0,0.07821275184572475,True,0.052296281585769905,0.05257247143532521,True,0.18084340273235194,0.181835932550046
tap080_reg3em04_q3_13,80,0.0003,16,13,Q3.13,h1_full_combined_random_20260528_023709,0.44592536838376234,0.07454714786408534,True,0.8246428777375542,0,0.07630268266615287,True,0.052296281585769905,0.05694954360846467,True,0.18084340273235194,0.18546183901171925
tap080_reg3em04_q4_12,80,0.0003,16,12,Q4.12,h1_full_combined_random_20260528_023722,0.44592536838376234,0.07454714786408534,True,0.8246428777375542,0,0.07201442056558406,True,0.052296281585769905,0.05445548614728585,True,0.18084340273235194,0.18233701806633523
tap080_reg1em03_q2_14,80,0.001,16,14,Q2.14,h1_full_combined_random_20260528_023735,0.44592536838376234,0.10682395436527214,False,0.4501187345826435,0,0.10490894839160286,False,0.061631765582483386,0.06093481318931217,True,0.22372216831733757,0.22353972587988352
tap080_reg1em03_q3_13,80,0.001,16,13,Q3.13,h1_full_combined_random_20260528_023749,0.44592536838376234,0.10682395436527214,False,0.4501187345826435,0,0.10379617944240985,False,0.061631765582483386,0.05951984675559275,True,0.22372216831733757,0.22619408086123372
tap080_reg1em03_q4_12,80,0.001,16,12,Q4.12,h1_full_combined_random_20260528_023802,0.44592536838376234,0.10682395436527214,False,0.4501187345826435,0,0.12542403176862327,False,0.061631765582483386,0.07395361257898618,True,0.22372216831733757,0.23855897781671082
tap096_reg1em04_q2_14,96,0.0001,16,14,Q2.14,h1_full_combined_random_20260528_023815,0.44592536838376234,0.027923268176667036,True,0.24498637214970614,0,0.028068278119452165,True,0.0193157018592979,0.019036291680317674,True,0.04200715059477293,0.042762726511303015
tap096_reg1em04_q3_13,96,0.0001,16,13,Q3.13,h1_full_combined_random_20260528_023828,0.44592536838376234,0.027923268176667036,True,0.24498637214970614,0,0.03183654207286066,True,0.0193157018592979,0.018559569794141115,True,0.04200715059477293,0.05687256628353507
tap096_reg1em04_q4_12,96,0.0001,16,12,Q4.12,h1_full_combined_random_20260528_023841,0.44592536838376234,0.027923268176667036,True,0.24498637214970614,0,0.04964146131522499,True,0.0193157018592979,0.03602452854026768,True,0.04200715059477293,0.09594978082957802
