tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.345475146293e-02,4.389432897969e-02,4.353834770385e-02,4.354728232865e-02,0.087422879,0.016693461,0.018475733,2.317264130766,-2.923442304772,1.356172345831,1.356172345831,1.042478871642,-2.003570656577,-2.003570656577,-0.961091784935,-0.961091784935
1,3567993164.062500,4.345475146293e-02,4.373904781722e-02,4.359959486671e-02,4.360862243663e-02,0.056641081,0.028903668,0.030701950,4.804997241251,-0.299581326978,3.684070905362,3.684070905362,1.178606738950,-2.299533074840,-2.299533074840,-1.120926335890,-1.120926335890
2,3586120605.468750,4.345475146293e-02,4.352909687316e-02,4.353057492263e-02,4.353912860336e-02,0.014847726,0.015142654,0.016849249,2.643880855760,-2.371470910999,1.313198878402,1.313198878402,1.267833540420,-2.598515517779,-2.598515517779,-1.330681977358,-1.330681977358
3,3604064941.406250,4.345475146293e-02,4.336738990285e-02,4.341245529080e-02,4.342006710589e-02,-0.017479715,-0.008458426,-0.006935600,3.495091993387,-1.457456062949,1.931251308189,1.931251308189,1.330637250844,-2.894477936041,-2.894477936041,-1.563840685198,-1.563840685198
4,3622009277.343750,4.345475146293e-02,4.330398796874e-02,4.331116781329e-02,4.331746283708e-02,-0.030187538,-0.028747529,-0.027485177,3.808979966006,-1.083676756683,2.009068196192,2.009068196192,1.390528584491,-3.190440354304,-3.190440354304,-1.799911769813,-1.799911769813
5,3639953613.281250,4.345475146293e-02,4.336888714008e-02,4.328599203007e-02,4.329069237246e-02,-0.017179844,-0.033797904,-0.032854771,1.217165662328,-3.586540770163,-0.789758235550,-0.789758235550,1.479478874689,-3.486402772567,-3.486402772567,-2.006923897878,-2.006923897878
6,3658081054.687500,4.345475146292e-02,4.352032403899e-02,4.332671177236e-02,4.332961144431e-02,0.013097000,-0.025630806,-0.025049516,0.213627176805,-4.455319087710,-1.957518996036,-1.957518996036,1.614239042665,-3.785385215506,-3.785385215506,-2.171146172841,-2.171146172841
7,3676025390.625000,4.345475146293e-02,4.366139585393e-02,4.336773855455e-02,4.336876348945e-02,0.041206913,-0.017409885,-0.017204609,2.107831305114,-2.377775506862,-0.175937833451,-0.175937833451,1.797578495204,-4.081347633768,-4.081347633768,-2.283769138565,-2.283769138565
8,3693969726.562500,4.345475146293e-02,4.387671874617e-02,4.351154344658e-02,4.351070256497e-02,0.083937434,0.011344371,0.011176511,5.116050848495,-5.428915409796,2.760145152532,2.760145152532,2.021404356069,-4.377310052031,-4.377310052031,-2.355905695962,-2.355905695962
9,3712097167.968750,4.345475146294e-02,4.403135487089e-02,4.363270853472e-02,4.363008052929e-02,0.114495576,0.035498053,0.034974885,3.827506873713,-6.466086641234,1.423991478156,1.423991478156,2.272777099412,-4.676292494970,-4.676292494970,-2.403515395558,-2.403515395558
10,3730041503.906250,4.345475146292e-02,4.406432135090e-02,4.366996492068e-02,4.366574841394e-02,0.120996309,0.042911454,0.042072757,2.188432092814,-7.852566730557,-0.258451029430,-0.258451029430,2.525371790989,-4.972254913232,-4.972254913232,-2.446883122243,-2.446883122243
11,3747985839.843750,4.345475146292e-02,4.403319781174e-02,4.367037215001e-02,4.366480050936e-02,0.114859118,0.042992451,0.041884200,1.754057943690,-8.058027167982,-0.759873885118,-0.759873885118,2.754285502687,-5.268217331495,-5.268217331495,-2.513931828808,-2.513931828808
12,3765930175.781250,4.345475146293e-02,4.389801767329e-02,4.358052514594e-02,4.357386827349e-02,0.088152773,0.025103777,0.023776917,3.421481250805,-6.193652695020,0.808538169581,0.808538169581,2.951236668535,-5.564179749758,-5.564179749758,-2.612943081223,-2.612943081223
13,3784057617.187500,4.345475146293e-02,4.370475585606e-02,4.343220918875e-02,4.342473174825e-02,0.049828564,-0.004506999,-0.006002520,1.840756978860,-7.605399907911,-0.902191486248,-0.902191486248,3.120213727588,-5.863162192697,-5.863162192697,-2.742948465108,-2.742948465108
14,3802001953.125000,4.345475146293e-02,4.357612897380e-02,4.333506356657e-02,4.332701185818e-02,0.024227546,-0.023956648,-0.025570647,0.096899841419,-9.200203454056,-2.792957450656,-2.792957450656,3.269267318884,-6.159124610959,-6.159124610959,-2.889857292076,-2.889857292076
15,3819946289.062500,4.345475146292e-02,4.344744246965e-02,4.321865064179e-02,4.321024354248e-02,-0.001461070,-0.047321340,-0.049011125,0.491319996153,-8.656953798061,-2.545670212924,-2.545670212924,3.418096820145,-6.455087029222,-6.455087029222,-3.036990209077,-3.036990209077
16,3837890625.000000,4.345475146292e-02,4.344940719632e-02,4.321155885502e-02,4.320295555234e-02,-0.001068297,-0.048746732,-0.050476241,0.784210388557,-8.196979076802,-2.381657909927,-2.381657909927,3.585181149001,-6.751049447485,-6.751049447485,-3.165868298484,-3.165868298484
17,3856018066.406250,4.345475146292e-02,4.351893291997e-02,4.325394446810e-02,4.324528215768e-02,0.012819352,-0.040231040,-0.041970706,-0.995599235386,-9.768654978555,-4.252316254620,-4.252316254620,3.793314871190,-7.050031890424,-7.050031890424,-3.256717019233,-3.256717019233
18,3873962402.343750,4.345475146293e-02,4.368750746395e-02,4.338441698287e-02,4.337579947997e-02,0.046399939,-0.014070095,-0.015795556,-2.865994973186,-11.402126924369,-6.181750618696,-6.181750618696,4.030238663176,-7.345994308686,-7.345994308686,-3.315755645510,-3.315755645510
19,3891906738.281250,4.345475146293e-02,4.387457478370e-02,4.353136996306e-02,4.352289841515e-02,0.083513003,0.015301292,0.013610785,-0.560765316950,-8.833723892607,-3.909310005197,-3.909310005197,4.293412038702,-7.641956726949,-7.641956726949,-3.348544688247,-3.348544688247
20,3910034179.687500,4.345475146293e-02,4.402152528928e-02,4.364521881065e-02,4.363700413816e-02,0.112556318,0.037988096,0.036353129,-0.467342746763,-8.470222463948,-3.844791019477,-3.844791019477,4.563490897174,-7.940939169888,-7.940939169888,-3.377448272714,-3.377448272714
21,3927978515.625000,4.345475146293e-02,4.412529362656e-02,4.373087601358e-02,4.372303273741e-02,0.133006760,0.055018137,0.053460154,0.420898421286,-7.328536183686,-2.999067157477,-2.999067157477,4.816936009387,-8.236901588150,-8.236901588150,-3.419965578764,-3.419965578764
