freq_hz,h_db,phase_rad
3500000000.000000,-0.164100602,-21.094224527311
3501000000.000000,-0.175570512,-21.092342787647
3502000000.000000,-0.154273784,-21.105886434095
3503000000.000000,-0.165442206,-21.100991073524
3504000000.000000,-0.158579868,-21.101827158553
3505000000.000000,-0.154807545,-21.134746954271
3506000000.000000,-0.169569100,-21.117694004220
3507000000.000000,-0.166967694,-21.128679915059
3508000000.000000,-0.156279824,-21.139019315270
3509000000.000000,-0.165279751,-21.130524554692
3510000000.000000,-0.150140734,-21.149070072488
3511000000.000000,-0.179439056,-21.153081685788
3512000000.000000,-0.184513000,-21.152584467612
3513000000.000000,-0.173532709,-21.153534555234
3514000000.000000,-0.175354634,-21.161319286059
3515000000.000000,-0.166006177,-21.175067079013
3516000000.000000,-0.167506758,-21.182558645348
3517000000.000000,-0.166766882,-21.175687308453
3518000000.000000,-0.169317024,-21.188574214349
3519000000.000000,-0.154331056,-21.191576401470
3520000000.000000,-0.158923011,-21.190223974953
3521000000.000000,-0.188349100,-21.202857875281
3522000000.000000,-0.166749621,-21.212251141892
3523000000.000000,-0.172576611,-21.209922542148
3524000000.000000,-0.171560323,-21.210416119760
3525000000.000000,-0.180408279,-21.234945667882
3526000000.000000,-0.181852262,-21.233896316695
3527000000.000000,-0.180027166,-21.230717649191
3528000000.000000,-0.184836156,-21.238390748669
3529000000.000000,-0.178079687,-21.246275550987
3530000000.000000,-0.167119296,-21.260979127046
3531000000.000000,-0.185674803,-21.258276113323
3532000000.000000,-0.173063811,-21.255519675174
3533000000.000000,-0.175453857,-21.267015563691
3534000000.000000,-0.161585661,-21.278226946768
3535000000.000000,-0.159632396,-21.274017066488
3536000000.000000,-0.162110699,-21.285822695116
3537000000.000000,-0.174415910,-21.294399969850
3538000000.000000,-0.178910286,-21.284946983608
3539000000.000000,-0.181914189,-21.295085414525
3540000000.000000,-0.192061341,-21.298537116089
3541000000.000000,-0.155376310,-21.314602453426
3542000000.000000,-0.187501950,-21.313713289950
3543000000.000000,-0.179059809,-21.317385214206
3544000000.000000,-0.191539437,-21.314816134011
3545000000.000000,-0.181025948,-21.325082097172
3546000000.000000,-0.166179361,-21.322265242845
3547000000.000000,-0.179275305,-21.326097306756
3548000000.000000,-0.192013087,-21.341210630788
3549000000.000000,-0.163522735,-21.344455101715
3550000000.000000,-0.192807641,-21.339788431564
3551000000.000000,-0.167645626,-21.360046987812
3552000000.000000,-0.186479002,-21.365280004819
3553000000.000000,-0.186966738,-21.365703793634
3554000000.000000,-0.186172953,-21.367741163580
3555000000.000000,-0.171597393,-21.375444926061
3556000000.000000,-0.203032543,-21.382792054296
3557000000.000000,-0.182335944,-21.375923195780
3558000000.000000,-0.186442328,-21.394638664032
3559000000.000000,-0.197139612,-21.384178865237
3560000000.000000,-0.182600321,-21.393125408344
3561000000.000000,-0.183475027,-21.403742926021
3562000000.000000,-0.189073052,-21.404745389989
3563000000.000000,-0.184365429,-21.407588719687
3564000000.000000,-0.193479157,-21.413025919310
3565000000.000000,-0.186184791,-21.423125776854
3566000000.000000,-0.173713284,-21.420834375965
3567000000.000000,-0.184275077,-21.435449284975
3568000000.000000,-0.168733709,-21.432235717870
3569000000.000000,-0.202639395,-21.437309300928
3570000000.000000,-0.173491772,-21.451786259443
3571000000.000000,-0.198920071,-21.454408096083
3572000000.000000,-0.179920800,-21.448565738580
3573000000.000000,-0.189188542,-21.461933011966
3574000000.000000,-0.178490662,-21.473924380544
3575000000.000000,-0.209060169,-21.470596409305
3576000000.000000,-0.193289339,-21.465670146179
3577000000.000000,-0.185988335,-21.488867064667
3578000000.000000,-0.189086400,-21.488949004163
3579000000.000000,-0.194833634,-21.495347609260
3580000000.000000,-0.199223066,-21.496596998572
3581000000.000000,-0.186810683,-21.501931685790
3582000000.000000,-0.184855245,-21.509935661652
3583000000.000000,-0.204803533,-21.517821181328
3584000000.000000,-0.194769459,-21.520691264227
3585000000.000000,-0.200969756,-21.524557036832
3586000000.000000,-0.192115330,-21.541895535893
3587000000.000000,-0.213118412,-21.547251766592
3588000000.000000,-0.200561104,-21.543739007577
3589000000.000000,-0.197573783,-21.547424829046
3590000000.000000,-0.206992354,-21.553352598588
3591000000.000000,-0.185062955,-21.568778930576
3592000000.000000,-0.204958059,-21.572144940322
3593000000.000000,-0.209764893,-21.573213073244
3594000000.000000,-0.208429090,-21.574284019416
3595000000.000000,-0.209889993,-21.588620233736
3596000000.000000,-0.203311566,-21.599843888066
3597000000.000000,-0.210314273,-21.593520446388
3598000000.000000,-0.214793641,-21.608833115970
3599000000.000000,-0.199885123,-21.604639731541
3600000000.000000,-0.206396365,-21.621520685312
3601000000.000000,-0.209358768,-21.622752171557
3602000000.000000,-0.211364814,-21.632513174202
3603000000.000000,-0.226525676,-21.636461133698
3604000000.000000,-0.206814022,-21.642383759716
3605000000.000000,-0.200637471,-21.647482866545
3606000000.000000,-0.198500430,-21.645392832974
3607000000.000000,-0.207900628,-21.660421149037
3608000000.000000,-0.218988320,-21.681631019420
3609000000.000000,-0.239439881,-21.678972536898
3610000000.000000,-0.204134740,-21.671691998651
3611000000.000000,-0.222161983,-21.688108219820
3612000000.000000,-0.215732181,-21.692004279910
3613000000.000000,-0.234883306,-21.700443173018
3614000000.000000,-0.213501732,-21.702917100153
3615000000.000000,-0.228806741,-21.709996447447
3616000000.000000,-0.220233940,-21.725698156517
3617000000.000000,-0.235564029,-21.708724076209
3618000000.000000,-0.213004157,-21.736684404991
3619000000.000000,-0.236978035,-21.732858056890
3620000000.000000,-0.236968606,-21.752667693065
3621000000.000000,-0.217574000,-21.745502038248
3622000000.000000,-0.230854007,-21.763450819125
3623000000.000000,-0.235272119,-21.763240160874
3624000000.000000,-0.230011662,-21.770054597604
3625000000.000000,-0.248380443,-21.780034921131
