tap_index,coeff_float
0,-7.535424340718298586e-01
1,-1.582308364898393771e+00
2,-1.902013534832004416e+00
3,-2.805096641777640176e-01
4,1.307691883382879006e+00
5,5.547502392254604064e-01
6,-5.216723432996597243e-01
7,-1.264745044417871833e+00
8,1.128329172647933865e+00
9,3.918199407717787297e-01
10,-3.147022231331919051e-01
11,-7.968187701861750849e-01
12,4.012669185396224303e-01
13,9.807693390685390256e-01
14,-9.425748983667033842e-01
15,-2.859819016239160128e-01
16,4.869110033707958474e-01
17,4.096283310169320790e-01
18,-4.249850314577657273e-01
19,-6.725584603430967423e-01
20,9.583459432682428503e-01
21,1.230578868653093849e-01
22,-7.876738318601810285e-01
23,1.104568029449825572e-01
24,4.483825062708761688e-01
25,1.938970023884311888e-01
26,-7.752338180989672978e-01
27,2.603908277719844955e-02
28,9.396613575489923820e-01
29,-5.039796756784106213e-01
30,-5.987695215819144323e-01
31,5.160744615715657790e-01
32,5.160744615715657790e-01
33,-5.987695215819144323e-01
34,-5.039796756784106213e-01
35,9.396613575489923820e-01
36,2.603908277719844955e-02
37,-7.752338180989672978e-01
38,1.938970023884311888e-01
39,4.483825062708761688e-01
40,1.104568029449825572e-01
41,-7.876738318601810285e-01
42,1.230578868653093849e-01
43,9.583459432682428503e-01
44,-6.725584603430967423e-01
45,-4.249850314577657273e-01
46,4.096283310169320790e-01
47,4.869110033707958474e-01
48,-2.859819016239160128e-01
49,-9.425748983667033842e-01
50,9.807693390685390256e-01
51,4.012669185396224303e-01
52,-7.968187701861750849e-01
53,-3.147022231331919051e-01
54,3.918199407717787297e-01
55,1.128329172647933865e+00
56,-1.264745044417871833e+00
57,-5.216723432996597243e-01
58,5.547502392254604064e-01
59,1.307691883382879006e+00
60,-2.805096641777640176e-01
61,-1.902013534832004416e+00
62,-1.582308364898393771e+00
63,-7.535424340718298586e-01
