stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,17.279981633,0.878369772,-21.724556628,-5.614283640925e-01,-8.112371031519e-01,-0.117499544,-2.176176543615
after_float_fir,17.268225193,0.351010856,9.775443372,-5.606426241617e-01,-8.103467215580e-01,-0.127888383,-2.176035066732
after_fixed_fir,17.267489057,0.351125047,9.775443372,-5.606222795157e-01,-8.103005306532e-01,-0.128325261,-2.176044758824
