tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,-7.199420698837388777e-02,-295,-7.202148437500000000e-02,-2.727738662611223219e-05,0
1,-1.081404952811045178e-01,-443,-1.081542968750000000e-01,-1.380159389548218929e-05,0
2,-9.845662700861194938e-02,-403,-9.838867187500000000e-02,6.795513361194938096e-05,0
3,1.549081029546377566e-02,63,1.538085937500000000e-02,-1.099509204637756643e-04,0
4,9.542147615008553241e-02,391,9.545898437500000000e-02,3.750822491446759166e-05,0
5,-4.127446482902447783e-02,-169,-4.125976562500000000e-02,1.469920402447782992e-05,0
6,2.055911386431109444e-03,8,1.953125000000000000e-03,-1.027863864311094437e-04,0
7,-7.001637715225776659e-02,-287,-7.006835937500000000e-02,-5.198222274223340822e-05,0
8,1.052789365487617618e-01,431,1.052246093750000000e-01,-5.432717376176177115e-05,0
9,-3.427778981197048686e-02,-140,-3.417968750000000000e-02,9.810231197048685514e-05,0
10,-3.782773315650546364e-02,-155,-3.784179687500000000e-02,-1.406371849453635914e-05,0
11,3.456165309555216114e-02,142,3.466796875000000000e-02,1.063156544478388588e-04,0
12,-1.769009071148011647e-02,-72,-1.757812500000000000e-02,1.119657114801164699e-04,0
13,4.616129205308548700e-02,189,4.614257812500000000e-02,-1.871392808548699715e-05,0
14,-6.997501878597714442e-02,-287,-7.006835937500000000e-02,-9.334058902285558013e-05,0
15,2.728337768755733847e-02,112,2.734375000000000000e-02,6.037231244266152985e-05,0
16,4.542449281557717905e-02,186,4.541015625000000000e-02,-1.433656557717905011e-05,0
17,-6.976139835854480720e-02,-286,-6.982421875000000000e-02,-6.282039145519280332e-05,0
18,3.957000331862580572e-02,162,3.955078125000000000e-02,-1.922206862580572162e-05,0
19,-1.207371424120419479e-02,-49,-1.196289062500000000e-02,1.108236162041947859e-04,0
20,9.997946278571936962e-03,41,1.000976562500000000e-02,1.181934642806303781e-05,0
21,2.831539597319161685e-03,12,2.929687500000000000e-03,9.814790268083831495e-05,0
22,-4.536276108801555462e-02,-186,-4.541015625000000000e-02,-4.739516198444537753e-05,0
23,7.387643984501846006e-02,303,7.397460937500000000e-02,9.816952998153993803e-05,0
24,-4.151255721562337186e-02,-170,-4.150390625000000000e-02,8.650965623371864588e-06,0
25,-2.798453530192825459e-02,-115,-2.807617187500000000e-02,-9.163657307174541411e-05,0
26,6.480026250312294345e-02,265,6.469726562500000000e-02,-1.029968781229434471e-04,0
27,-4.325128699736189436e-02,-177,-4.321289062500000000e-02,3.839637236189435976e-05,0
28,8.875951719533250669e-03,36,8.789062500000000000e-03,-8.688921953325066949e-05,0
29,-4.552200145254797076e-03,-19,-4.638671875000000000e-03,-8.647172974520292432e-05,0
30,5.962386140001535613e-03,24,5.859375000000000000e-03,-1.030111400015356130e-04,0
31,3.281105934476441499e-02,134,3.271484375000000000e-02,-9.621559476441499115e-05,0
32,-8.665861225238198629e-02,-355,-8.666992187500000000e-02,-1.130962261801371493e-05,0
33,6.865344911583448617e-02,281,6.860351562500000000e-02,-4.993349083448617165e-05,0
34,4.512304153870874690e-02,185,4.516601562500000000e-02,4.297408629125309965e-05,0
35,-1.452236638307567440e-01,-595,-1.452636718750000000e-01,-4.000804424325599129e-05,0
36,1.008795225218033498e-01,413,1.008300781250000000e-01,-4.944439680334977716e-05,0
37,6.448866455873607240e-02,264,6.445312500000000000e-02,-3.553955873607239635e-05,0
38,-1.718382597957648084e-01,-704,-1.718750000000000000e-01,-3.674020423519164247e-05,0
39,9.162181749707146161e-02,375,9.155273437500000000e-02,-6.908312207146161121e-05,0
40,9.162181749707146161e-02,375,9.155273437500000000e-02,-6.908312207146161121e-05,0
41,-1.718382597957648084e-01,-704,-1.718750000000000000e-01,-3.674020423519164247e-05,0
42,6.448866455873607240e-02,264,6.445312500000000000e-02,-3.553955873607239635e-05,0
43,1.008795225218033498e-01,413,1.008300781250000000e-01,-4.944439680334977716e-05,0
44,-1.452236638307567440e-01,-595,-1.452636718750000000e-01,-4.000804424325599129e-05,0
45,4.512304153870874690e-02,185,4.516601562500000000e-02,4.297408629125309965e-05,0
46,6.865344911583448617e-02,281,6.860351562500000000e-02,-4.993349083448617165e-05,0
47,-8.665861225238198629e-02,-355,-8.666992187500000000e-02,-1.130962261801371493e-05,0
48,3.281105934476441499e-02,134,3.271484375000000000e-02,-9.621559476441499115e-05,0
49,5.962386140001535613e-03,24,5.859375000000000000e-03,-1.030111400015356130e-04,0
50,-4.552200145254797076e-03,-19,-4.638671875000000000e-03,-8.647172974520292432e-05,0
51,8.875951719533250669e-03,36,8.789062500000000000e-03,-8.688921953325066949e-05,0
52,-4.325128699736189436e-02,-177,-4.321289062500000000e-02,3.839637236189435976e-05,0
53,6.480026250312294345e-02,265,6.469726562500000000e-02,-1.029968781229434471e-04,0
54,-2.798453530192825459e-02,-115,-2.807617187500000000e-02,-9.163657307174541411e-05,0
55,-4.151255721562337186e-02,-170,-4.150390625000000000e-02,8.650965623371864588e-06,0
56,7.387643984501846006e-02,303,7.397460937500000000e-02,9.816952998153993803e-05,0
57,-4.536276108801555462e-02,-186,-4.541015625000000000e-02,-4.739516198444537753e-05,0
58,2.831539597319161685e-03,12,2.929687500000000000e-03,9.814790268083831495e-05,0
59,9.997946278571936962e-03,41,1.000976562500000000e-02,1.181934642806303781e-05,0
60,-1.207371424120419479e-02,-49,-1.196289062500000000e-02,1.108236162041947859e-04,0
61,3.957000331862580572e-02,162,3.955078125000000000e-02,-1.922206862580572162e-05,0
62,-6.976139835854480720e-02,-286,-6.982421875000000000e-02,-6.282039145519280332e-05,0
63,4.542449281557717905e-02,186,4.541015625000000000e-02,-1.433656557717905011e-05,0
64,2.728337768755733847e-02,112,2.734375000000000000e-02,6.037231244266152985e-05,0
65,-6.997501878597714442e-02,-287,-7.006835937500000000e-02,-9.334058902285558013e-05,0
66,4.616129205308548700e-02,189,4.614257812500000000e-02,-1.871392808548699715e-05,0
67,-1.769009071148011647e-02,-72,-1.757812500000000000e-02,1.119657114801164699e-04,0
68,3.456165309555216114e-02,142,3.466796875000000000e-02,1.063156544478388588e-04,0
69,-3.782773315650546364e-02,-155,-3.784179687500000000e-02,-1.406371849453635914e-05,0
70,-3.427778981197048686e-02,-140,-3.417968750000000000e-02,9.810231197048685514e-05,0
71,1.052789365487617618e-01,431,1.052246093750000000e-01,-5.432717376176177115e-05,0
72,-7.001637715225776659e-02,-287,-7.006835937500000000e-02,-5.198222274223340822e-05,0
73,2.055911386431109444e-03,8,1.953125000000000000e-03,-1.027863864311094437e-04,0
74,-4.127446482902447783e-02,-169,-4.125976562500000000e-02,1.469920402447782992e-05,0
75,9.542147615008553241e-02,391,9.545898437500000000e-02,3.750822491446759166e-05,0
76,1.549081029546377566e-02,63,1.538085937500000000e-02,-1.099509204637756643e-04,0
77,-9.845662700861194938e-02,-403,-9.838867187500000000e-02,6.795513361194938096e-05,0
78,-1.081404952811045178e-01,-443,-1.081542968750000000e-01,-1.380159389548218929e-05,0
79,-7.199420698837388777e-02,-295,-7.202148437500000000e-02,-2.727738662611223219e-05,0
