subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,2.550645781574e+02,1.093133906389e+02,2.414601810666e+02,1.245043201301e+02,2.470730386794e+02,1.272834001017e+02,2.471375502617e+02,1.273131528237e+02
1,19389,3550231933.593750,1.093133906389e+02,3.643779687963e+01,1.043758158788e+02,4.294294814040e+01,1.067980772716e+02,4.389357964556e+01,1.068255846254e+02,4.390349495164e+01
2,19390,3550415039.062500,1.821889843981e+02,-2.550645781574e+02,1.946350736626e+02,-2.376583928490e+02,1.990325363621e+02,-2.432104385668e+02,1.990797068939e+02,-2.432736048230e+02
3,19391,3550598144.531250,-3.643779687963e+01,1.093133906389e+02,-4.244146363427e+01,1.047100417793e+02,-4.338048638533e+01,1.071400101891e+02,-4.339006134552e+01,1.071670877362e+02
4,19392,3550781250.000000,2.550645781574e+02,-2.550645781574e+02,2.649583404336e+02,-2.345877331296e+02,2.709786288997e+02,-2.400959108186e+02,2.710425715424e+02,-2.401579523021e+02
5,19393,3550964355.468750,-1.821889843981e+02,-2.550645781574e+02,-1.639918727508e+02,-2.603298428418e+02,-1.678708833865e+02,-2.662702593427e+02,-1.679147159516e+02,-2.663332126773e+02
6,19394,3551147460.937500,-2.550645781574e+02,3.643779687963e+01,-2.519584186530e+02,2.126262812919e+01,-2.577598206893e+02,2.184774543147e+01,-2.578217118377e+02,2.185588213968e+01
7,19395,3551330566.406250,-1.093133906389e+02,-1.821889843981e+02,-9.672276182268e+01,-1.846242582192e+02,-9.902251463063e+01,-1.888449198006e+02,-9.904825035600e+01,-1.888888872936e+02
8,19396,3551513671.875000,-2.550645781574e+02,1.821889843981e+02,-2.600461843441e+02,1.638593854216e+02,-2.659809363523e+02,1.677357553122e+02,-2.660419109441e+02,1.677783473427e+02
9,19397,3551696777.343750,-1.821889843981e+02,1.821889843981e+02,-1.886530345653e+02,1.679079552015e+02,-1.929402089274e+02,1.718509909987e+02,-1.929834179679e+02,1.718933299061e+02
10,19398,3551879882.812500,-1.093133906389e+02,-2.550645781574e+02,-9.237521024024e+01,-2.557271862033e+02,-9.460180091983e+01,-2.615898464932e+02,-9.462661103208e+01,-2.616493428172e+02
11,19399,3552062988.281250,-1.821889843981e+02,-1.821889843981e+02,-1.676884528033e+02,-1.886247653530e+02,-1.716268130616e+02,-1.929118165797e+02,-1.716682749564e+02,-1.929540950037e+02
12,19400,3552246093.750000,-2.550645781574e+02,3.643779687963e+01,-2.515314945936e+02,2.071995876979e+01,-2.573249889789e+02,2.129254628295e+01,-2.573830774665e+02,2.130023778170e+01
13,19401,3552429199.218750,3.643779687963e+01,1.821889843981e+02,2.479607260188e+01,1.802973283019e+02,2.543588243054e+01,1.844465810728e+02,2.544364034169e+01,1.844876608082e+02
14,19402,3552612304.687500,-2.550645781574e+02,1.093133906389e+02,-2.559724056963e+02,9.145536456970e+01,-2.618423561032e+02,9.366129555677e+01,-2.618994017624e+02,9.368498949361e+01
15,19403,3552795410.156250,-2.550645781574e+02,1.821889843981e+02,-2.605394879718e+02,1.624362201773e+02,-2.664884131716e+02,1.662813703483e+02,-2.665450384370e+02,1.663208255600e+02
16,19404,3552978515.625000,-3.643779687963e+01,2.550645781574e+02,-5.154075122720e+01,2.470540855458e+02,-5.263673806496e+01,2.527728420613e+02,-5.264534678576e+01,2.528282853410e+02
