freq_hz,h1_phase_rad,h2_fixed_phase_rad,pre_l1_09_phase_rad,phase_unwrapped_rad,omega_rad,group_delay_s,group_delay_ns
5500000000.000000,-74.767105431170,-0.327249234749,-75.094354665919,-75.094354665919,34557519189.487724304199,2.494355529843578e-09,2.494355530
5501000000.000000,-74.772436853368,-0.337590310567,-75.110027163935,-75.110027163935,34563802374.794906616211,2.347077909615503e-09,2.347077910
5502000000.000000,-74.775917530407,-0.347931386385,-75.123848916792,-75.123848916792,34570085560.102081298828,2.633873398193720e-09,2.633873398
5503000000.000000,-74.784852931005,-0.358272462203,-75.143125393208,-75.143125393208,34576368745.409263610840,2.708027173979289e-09,2.708027174
5504000000.000000,-74.789265451873,-0.368613538021,-75.157878989894,-75.157878989894,34582651930.716445922852,3.031211945753413e-09,3.031211946
5505000000.000000,-74.802262112090,-0.378954613839,-75.181216725929,-75.181216725929,34588935116.023620605469,2.930086111493764e-09,2.930086111
5506000000.000000,-74.805403848246,-0.389295689657,-75.194699537903,-75.194699537903,34595218301.330802917480,3.303566460835106e-09,3.303566461
5507000000.000000,-74.823093800950,-0.399636765475,-75.222730566425,-75.222730566425,34601501486.637977600098,3.170010431850091e-09,3.170010432
5508000000.000000,-74.824557222548,-0.409977841293,-75.234535063841,-75.234535063841,34607784671.945159912109,1.769935973047334e-09,1.769935973
5509000000.000000,-74.824653320714,-0.420318917112,-75.244972237826,-75.244972237826,34614067857.252342224121,2.329585767951435e-09,2.329585768
5510000000.000000,-74.833149509049,-0.430659992930,-75.263809501979,-75.263809501979,34620351042.559516906738,3.280447142540763e-09,3.280447143
5511000000.000000,-74.845194483652,-0.441001068748,-75.286195552400,-75.286195552400,34626634227.866699218750,3.092824707762344e-09,3.092824708
5512000000.000000,-74.851332938936,-0.451342144566,-75.302675083502,-75.302675083502,34632917413.173881530762,2.790896992799067e-09,2.790896993
5513000000.000000,-74.859583777974,-0.461683220384,-75.321266998358,-75.321266998358,34639200598.481056213379,2.390239938864054e-09,2.390239939
5514000000.000000,-74.860687428229,-0.472024296202,-75.332711724431,-75.332711724431,34645483783.788238525391,2.176432881164786e-09,2.176432881
5515000000.000000,-74.866251488540,-0.482365372020,-75.348616860560,-75.348616860560,34651766969.095420837402,2.859837120986273e-09,2.859837121
5516000000.000000,-74.875943049752,-0.492706447838,-75.368649497590,-75.368649497590,34658050154.402595520020,2.800002200460517e-09,2.800002200
5517000000.000000,-74.880755202276,-0.503047523656,-75.383802725932,-75.383802725932,34664333339.709777832031,2.499003556691506e-09,2.499003557
5518000000.000000,-74.886664302976,-0.513388599474,-75.400052902450,-75.400052902450,34670616525.016960144043,2.350314803723457e-09,2.350314804
5519000000.000000,-74.889607977524,-0.523729675292,-75.413337652816,-75.413337652816,34676899710.324134826660,2.467515298774335e-09,2.467515299
5520000000.000000,-74.896989863081,-0.534070751110,-75.431060614191,-75.431060614191,34683182895.631317138672,2.959398061403226e-09,2.959398061
5521000000.000000,-74.906114718723,-0.544411826928,-75.450526545651,-75.450526545651,34689466080.938491821289,2.837656984368763e-09,2.837656984
5522000000.000000,-74.911966760787,-0.554752902746,-75.466719663533,-75.466719663533,34695749266.245674133301,2.512898157077566e-09,2.512898157
5523000000.000000,-74.917010576645,-0.565093978564,-75.482104555209,-75.482104555209,34702032451.552856445312,2.351263004629134e-09,2.351263005
5524000000.000000,-74.920831451478,-0.575435054383,-75.496266505861,-75.496266505861,34708315636.860031127930,2.485767834057370e-09,2.485767834
5525000000.000000,-74.927565504872,-0.585776130201,-75.513341635073,-75.513341635073,34714598822.167213439941,2.847087681315633e-09,2.847087681
5526000000.000000,-74.935926858817,-0.596117206019,-75.532044064836,-75.532044064836,34720882007.474395751953,2.462930669706148e-09,2.462930670
5527000000.000000,-74.937833452829,-0.606458281837,-75.544291734666,-75.544291734666,34727165192.781570434570,2.252559008059865e-09,2.252559008
5528000000.000000,-74.943551198507,-0.616799357655,-75.560350556162,-75.560350556162,34733448378.088752746582,3.124478632446556e-09,3.124478632
5529000000.000000,-74.956414657665,-0.627140433473,-75.583555091138,-75.583555091138,34739731563.395935058594,2.540885150762073e-09,2.540885151
5530000000.000000,-74.954798751364,-0.637481509291,-75.592280260655,-75.592280260655,34746014748.703109741211,2.097959436901560e-09,2.097959437
5531000000.000000,-74.962096241847,-0.647822585109,-75.609918826956,-75.609918826956,34752297934.010292053223,2.970599957025663e-09,2.970599957
5532000000.000000,-74.971446259735,-0.658163660927,-75.629609920662,-75.629609920662,34758581119.317474365234,2.514397892332272e-09,2.514397892
5533000000.000000,-74.973010945998,-0.668504736745,-75.641515682743,-75.641515682743,34764864304.624649047852,2.352115287545041e-09,2.352115288
5534000000.000000,-74.980321660530,-0.678845812563,-75.659167473093,-75.659167473093,34771147489.931831359863,2.355511901676152e-09,2.355511902
5535000000.000000,-74.981929029905,-0.689186888381,-75.671115918286,-75.671115918286,34777430675.239006042480,2.533854068303640e-09,2.533854068
5536000000.000000,-74.991480858199,-0.699527964199,-75.691008822398,-75.691008822398,34783713860.546188354492,3.006369227628599e-09,3.006369228
5537000000.000000,-74.999026028187,-0.709869040017,-75.708895068204,-75.708895068204,34789997045.853370666504,2.793125560206992e-09,2.793125560
5538000000.000000,-75.005898157525,-0.720210115835,-75.726108273360,-75.726108273360,34796280231.160545349121,2.537070239482877e-09,2.537070239
5539000000.000000,-75.010225641454,-0.730551191654,-75.740776833108,-75.740776833108,34802563416.467727661133,2.389305575523978e-09,2.389305576
5540000000.000000,-75.015240905261,-0.740892267472,-75.756133172733,-75.756133172733,34808846601.774909973145,2.842389131846318e-09,2.842389132
5541000000.000000,-75.025262005079,-0.751233343290,-75.776495348369,-75.776495348369,34815129787.082084655762,2.758528067714051e-09,2.758528068
5542000000.000000,-75.029223439674,-0.761574419108,-75.790797858782,-75.790797858782,34821412972.389266967773,2.525279153134541e-09,2.525279153
5543000000.000000,-75.036313447186,-0.771915494926,-75.808228942112,-75.808228942112,34827696157.696449279785,2.980611642649704e-09,2.980611643
5544000000.000000,-75.045996758597,-0.782256570744,-75.828253329341,-75.828253329341,34833979343.003623962402,2.727318280016583e-09,2.727318280
5545000000.000000,-75.049903787840,-0.792597646562,-75.842501434402,-75.842501434402,34840262528.310806274414,3.047061796764239e-09,3.047061797
5546000000.000000,-75.063605114784,-0.802938722380,-75.866543837164,-75.866543837164,34846545713.617988586426,3.006027782503184e-09,3.006027783
5547000000.000000,-75.066996495396,-0.813279798198,-75.880276293594,-75.880276293594,34852828898.925163269043,2.792276309429326e-09,2.792276309
5548000000.000000,-75.078011742110,-0.823620874016,-75.901632616126,-75.901632616126,34859112084.232345581055,2.971947281528130e-09,2.971947282
5549000000.000000,-75.083660934746,-0.833961949834,-75.917622884580,-75.917622884580,34865395269.539520263672,2.848706997556281e-09,2.848706998
5550000000.000000,-75.093127498377,-0.844303025652,-75.937430524029,-75.937430524029,34871678454.846702575684,2.792626524787240e-09,2.792626525
5551000000.000000,-75.098071963008,-0.854644101470,-75.952716064478,-75.952716064478,34877961640.153884887695,3.023600187281386e-09,3.023600187
5552000000.000000,-75.110441027284,-0.864985177288,-75.975426204572,-75.975426204572,34884244825.461059570312,2.976406573453141e-09,2.976406573
5553000000.000000,-75.114792439473,-0.875326253106,-75.990118692579,-75.990118692579,34890528010.768241882324,2.602567247029831e-09,2.602567247
5554000000.000000,-75.122463700222,-0.885667328925,-76.008131029147,-76.008131029147,34896811196.075424194336,3.346035091226140e-09,3.346035091
5555000000.000000,-75.136157804881,-0.896008404743,-76.032166209624,-76.032166209624,34903094381.382598876953,3.541039204444479e-09,3.541039204
5556000000.000000,-75.146279559589,-0.906349480561,-76.052629040150,-76.052629040150,34909377566.689781188965,2.838062962765178e-09,2.838062963
5557000000.000000,-75.151139804262,-0.916690556379,-76.067830360641,-76.067830360641,34915660751.996963500977,2.762427053626896e-09,2.762427054
5558000000.000000,-75.160311090104,-0.927031632197,-76.087342722301,-76.087342722301,34921943937.304138183594,3.327131910722929e-09,3.327131911
5559000000.000000,-75.172267625299,-0.937372708015,-76.109640333314,-76.109640333314,34928227122.611320495605,3.096452228578897e-09,3.096452229
5560000000.000000,-75.178540104762,-0.947713783833,-76.126253888595,-76.126253888595,34934510307.918502807617,3.492318191210413e-09,3.492318191
5561000000.000000,-75.195471238357,-0.958054859651,-76.153526098008,-76.153526098008,34940793493.225677490234,3.541284674683226e-09,3.541284675
5562000000.000000,-75.202359048799,-0.968395935469,-76.170754984268,-76.170754984268,34947076678.532859802246,2.799043950034081e-09,2.799043950
5563000000.000000,-75.209962910363,-0.978737011287,-76.188699921650,-76.188699921650,34953359863.840034484863,3.864773595527781e-09,3.864773596
5564000000.000000,-75.230243074505,-0.989078087105,-76.219321161610,-76.219321161610,34959643049.147216796875,3.471820704231559e-09,3.471820704
5565000000.000000,-75.232908944403,-0.999419162923,-76.232328107326,-76.232328107326,34965926234.454399108887,2.385057576031187e-09,2.385057576
5566000000.000000,-75.239532440306,-1.009760238741,-76.249292679047,-76.249292679047,34972209419.761573791504,3.880967389365130e-09,3.880967389
5567000000.000000,-75.260996467324,-1.020101314559,-76.281097781883,-76.281097781883,34978492605.068756103516,3.869698606249496e-09,3.869698606
5568000000.000000,-75.267478355522,-1.030442390377,-76.297920745899,-76.297920745899,34984775790.375938415527,3.206413735798567e-09,3.206413736
5569000000.000000,-75.280607299034,-1.040783466196,-76.321390765230,-76.321390765230,34991058975.683113098145,3.504925689256990e-09,3.504925689
5570000000.000000,-75.290840399072,-1.051124542014,-76.341964941086,-76.341964941086,34997342160.990295410156,3.417625223778191e-09,3.417625224
5571000000.000000,-75.302872292581,-1.061465617832,-76.364337910413,-76.364337910413,35003625346.297477722168,3.882759493841286e-09,3.882759494
5572000000.000000,-75.318950442242,-1.071806693650,-76.390757135892,-76.390757135892,35009908531.604652404785,4.159468146218885e-09,4.159468146
5573000000.000000,-75.334459559229,-1.082147769468,-76.416607328697,-76.416607328697,35016191716.911834716797,3.863887650463759e-09,3.863887650
5574000000.000000,-75.346823334834,-1.092488845286,-76.439312180120,-76.439312180120,35022474902.219017028809,3.801046102160277e-09,3.801046102
5575000000.000000,-75.361542761635,-1.102829921104,-76.464372682739,-76.464372682739,35028758087.526191711426,3.778962539649341e-09,3.778962540
5576000000.000000,-75.373629027009,-1.113170996922,-76.486800023931,-76.486800023931,35035041272.833374023438,3.392974091285556e-09,3.392974091
5577000000.000000,-75.383497979915,-1.123512072740,-76.507010052655,-76.507010052655,35041324458.140548706055,3.748978586320510e-09,3.748978586
5578000000.000000,-75.400057929714,-1.133853148558,-76.533911078272,-76.533911078272,35047607643.447731018066,4.301297872371142e-09,4.301297872
5579000000.000000,-75.416867531466,-1.144194224376,-76.561061755842,-76.561061755842,35053890828.754913330078,4.039419251728278e-09,4.039419252
5580000000.000000,-75.430136617462,-1.154535300194,-76.584671917656,-76.584671917656,35060174014.062088012695,3.550961676558826e-09,3.550961677
5581000000.000000,-75.440808080295,-1.164876376012,-76.605684456307,-76.605684456307,35066457199.369270324707,3.757312068213276e-09,3.757312068
5582000000.000000,-75.456670241789,-1.175217451830,-76.631887693619,-76.631887693619,35072740384.676452636719,4.337809665880066e-09,4.337809666
5583000000.000000,-75.474636452575,-1.185558527648,-76.660194980223,-76.660194980223,35079023569.983627319336,4.269785198974060e-09,4.269785199
5584000000.000000,-75.489643793406,-1.195899603467,-76.685543396873,-76.685543396873,35085306755.290809631348,3.907403358283862e-09,3.907403358
5585000000.000000,-75.503056179678,-1.206240679285,-76.709296858963,-76.709296858963,35091589940.597991943359,4.116696715349915e-09,4.116696715
5586000000.000000,-75.520693578402,-1.216581755103,-76.737275333505,-76.737275333505,35097873125.905166625977,4.494810340581930e-09,4.494810341
5587000000.000000,-75.538857480623,-1.226922830921,-76.765780311544,-76.765780311544,35104156311.212348937988,4.408967902448737e-09,4.408967902
5588000000.000000,-75.555416151455,-1.237263906739,-76.792680058194,-76.792680058194,35110439496.519531250000,4.066433660854457e-09,4.066433661
5589000000.000000,-75.569275641448,-1.247604982557,-76.816880624005,-76.816880624005,35116722681.826705932617,4.650793747656339e-09,4.650793748
5590000000.000000,-75.593177597703,-1.257946058375,-76.851123656078,-76.851123656078,35123005867.133888244629,4.483798411262035e-09,4.483798411
5591000000.000000,-75.604938562408,-1.268287134193,-76.873225696601,-76.873225696601,35129289052.441062927246,4.097608359899530e-09,4.097608360
5592000000.000000,-75.623987511350,-1.278628210011,-76.902615721361,-76.902615721361,35135572237.748245239258,4.421515419137021e-09,4.421515419
5593000000.000000,-75.639818812206,-1.288969285829,-76.928788098035,-76.928788098035,35141855423.055427551270,4.627629021824741e-09,4.627629022
5594000000.000000,-75.661457861068,-1.299310361647,-76.960768222715,-76.960768222715,35148138608.362602233887,4.467891137545669e-09,4.467891138
5595000000.000000,-75.675281836469,-1.309651437465,-76.984933273934,-76.984933273934,35154421793.669784545898,4.425405670068337e-09,4.425405670
5596000000.000000,-75.696386997201,-1.319992513283,-77.016379510484,-77.016379510484,35160704978.976966857910,4.764172306568743e-09,4.764172307
5597000000.000000,-75.714468039708,-1.330333589101,-77.044801628809,-77.044801628809,35166988164.284141540527,4.322803030887829e-09,4.322803031
5598000000.000000,-75.730026790544,-1.340674664919,-77.070701455463,-77.070701455463,35173271349.591323852539,4.883989314611746e-09,4.883989315
5599000000.000000,-75.755159907875,-1.351015740738,-77.106175648613,-77.106175648613,35179554534.898506164551,4.570214346087156e-09,4.570214346
5600000000.000000,-75.766775646167,-1.361356816556,-77.128132462723,-77.128132462723,35185837720.205680847168,4.386831873317750e-09,4.386831873
5601000000.000000,-75.789604311382,-1.371697892374,-77.161302203756,-77.161302203756,35192120905.512863159180,5.229814737508531e-09,5.229814738
5602000000.000000,-75.811813284767,-1.382038968192,-77.193852252959,-77.193852252959,35198404090.820045471191,4.543386482232123e-09,4.543386482
5603000000.000000,-75.826016038126,-1.392380044010,-77.218396082136,-77.218396082136,35204687276.127220153809,4.394472562737957e-09,4.394472563
5604000000.000000,-75.846353704009,-1.402721119828,-77.249074823837,-77.249074823837,35210970461.434402465820,4.983661715058307e-09,4.983661715
5605000000.000000,-75.867960426618,-1.413062195646,-77.281022622264,-77.281022622264,35217253646.741577148438,4.930786044396621e-09,4.930786044
5606000000.000000,-75.887633637227,-1.423403271464,-77.311036908691,-77.311036908691,35223536832.048759460449,4.963188484644972e-09,4.963188485
5607000000.000000,-75.909647540909,-1.433744347282,-77.343391888191,-77.343391888191,35229820017.355941772461,4.777729562934220e-09,4.777729563
5608000000.000000,-75.926990205974,-1.444085423100,-77.371075629074,-77.371075629074,35236103202.663116455078,4.803655287232857e-09,4.803655287
