tone_index,freq_hz,input_amp,after_h1_amp,after_fir_amp,after_fir_fixed_amp,h1_delta_db,htotal_delta_db,htotal_fixed_delta_db,input_phase_rad,after_h1_phase_rad,after_fir_phase_rad,after_fir_fixed_phase_rad,h1_phase_delta_rad,h2_phase_delta_rad,h2_fixed_phase_delta_rad,htotal_phase_delta_rad,htotal_fixed_phase_delta_rad
0,3550048828.125000,4.345475146293e-02,4.389432897969e-02,4.348687851107e-02,4.352699497010e-02,0.087422879,0.006419296,0.014428298,2.317264130766,-2.923442304772,1.356172345831,1.356172345831,1.042478871642,-2.003570656577,-2.003570656577,-0.961091784935,-0.961091784935
1,3567993164.062500,4.345475146293e-02,4.373904781722e-02,4.360079698632e-02,4.364212090678e-02,0.056641081,0.029143151,0.037371556,4.804997241251,-0.299581326978,3.684070905362,3.684070905362,1.178606738950,-2.299533074840,-2.299533074840,-1.120926335890,-1.120926335890
2,3586120605.468750,4.345475146293e-02,4.352909687316e-02,4.357267868790e-02,4.361393980393e-02,0.014847726,0.023539785,0.031760990,2.643880855760,-2.371470910999,1.313198878402,1.313198878402,1.267833540420,-2.598515517779,-2.598515517779,-1.330681977358,-1.330681977358
3,3604064941.406250,4.345475146293e-02,4.336738990285e-02,4.346894991687e-02,4.350899067750e-02,-0.017479715,0.002837574,0.010834766,3.495091993387,-1.457456062949,1.931251308189,1.931251308189,1.330637250844,-2.894477936041,-2.894477936041,-1.563840685198,-1.563840685198
4,3622009277.343750,4.345475146293e-02,4.330398796874e-02,4.335758880695e-02,4.339538816959e-02,-0.030187538,-0.019442961,-0.011873858,3.808979966006,-1.083676756683,2.009068196192,2.009068196192,1.390528584491,-3.190440354304,-3.190440354304,-1.799911769813,-1.799911769813
5,3639953613.281250,4.345475146293e-02,4.336888714008e-02,4.330694146383e-02,4.334163445115e-02,-0.017179844,-0.029595148,-0.022639708,1.217165662328,-3.586540770163,-0.789758235550,-0.789758235550,1.479478874689,-3.486402772567,-3.486402772567,-2.006923897878,-2.006923897878
6,3658081054.687500,4.345475146292e-02,4.352032403899e-02,4.331758794422e-02,4.334840286429e-02,0.013097000,-0.027460091,-0.021283389,0.213627176805,-4.455319087710,-1.957518996036,-1.957518996036,1.614239042665,-3.785385215506,-3.785385215506,-2.171146172841,-2.171146172841
7,3676025390.625000,4.345475146293e-02,4.366139585393e-02,4.333436272111e-02,4.336076131399e-02,0.041206913,-0.024097123,-0.018807431,2.107831305114,-2.377775506862,-0.175937833451,-0.175937833451,1.797578495204,-4.081347633768,-4.081347633768,-2.283769138565,-2.283769138565
8,3693969726.562500,4.345475146293e-02,4.387671874617e-02,4.346561053472e-02,4.348732174292e-02,0.083937434,0.002170279,0.006507824,5.116050848495,-5.428915409796,2.760145152532,2.760145152532,2.021404356069,-4.377310052031,-4.377310052031,-2.355905695962,-2.355905695962
9,3712097167.968750,4.345475146294e-02,4.403135487089e-02,4.358812806570e-02,4.360502002160e-02,0.114495576,0.026618958,0.029984398,3.827506873713,-6.466086641234,1.423991478156,1.423991478156,2.272777099412,-4.676292494970,-4.676292494970,-2.403515395558,-2.403515395558
10,3730041503.906250,4.345475146292e-02,4.406432135090e-02,4.363878124505e-02,4.365107510960e-02,0.120996309,0.036706853,0.039153487,2.188432092814,-7.852566730557,-0.258451029430,-0.258451029430,2.525371790989,-4.972254913232,-4.972254913232,-2.446883122243,-2.446883122243
11,3747985839.843750,4.345475146292e-02,4.403319781174e-02,4.365983179374e-02,4.366795882945e-02,0.114859118,0.040895757,0.042512437,1.754057943690,-8.058027167982,-0.759873885118,-0.759873885118,2.754285502687,-5.268217331495,-5.268217331495,-2.513931828808,-2.513931828808
12,3765930175.781250,4.345475146293e-02,4.389801767329e-02,4.359200302690e-02,4.359656431274e-02,0.088152773,0.027391094,0.028299902,3.421481250805,-6.193652695020,0.808538169581,0.808538169581,2.951236668535,-5.564179749758,-5.564179749758,-2.612943081223,-2.612943081223
13,3784057617.187500,4.345475146293e-02,4.370475585606e-02,4.346171351644e-02,4.346339805378e-02,0.049828564,0.001391488,0.001728139,1.840756978860,-7.605399907911,-0.902191486248,-0.902191486248,3.120213727588,-5.863162192697,-5.863162192697,-2.742948465108,-2.742948465108
14,3802001953.125000,4.345475146293e-02,4.357612897380e-02,4.337442690646e-02,4.337400448932e-02,0.024227546,-0.016070414,-0.016155005,0.096899841419,-9.200203454056,-2.792957450656,-2.792957450656,3.269267318884,-6.159124610959,-6.159124610959,-2.889857292076,-2.889857292076
15,3819946289.062500,4.345475146292e-02,4.344744246965e-02,4.325824075587e-02,4.325638897193e-02,-0.001461070,-0.039368339,-0.039740170,0.491319996153,-8.656953798061,-2.545670212924,-2.545670212924,3.418096820145,-6.455087029222,-6.455087029222,-3.036990209077,-3.036990209077
16,3837890625.000000,4.345475146292e-02,4.344940719632e-02,4.324245089449e-02,4.323972587192e-02,-0.001068297,-0.042539389,-0.043086767,0.784210388557,-8.196979076802,-2.381657909927,-2.381657909927,3.585181149001,-6.751049447485,-6.751049447485,-3.165868298484,-3.165868298484
17,3856018066.406250,4.345475146292e-02,4.351893291997e-02,4.326939300512e-02,4.326618764884e-02,0.012819352,-0.037129350,-0.037772817,-0.995599235386,-9.768654978555,-4.252316254620,-4.252316254620,3.793314871190,-7.050031890424,-7.050031890424,-3.256717019233,-3.256717019233
