sample_index,time_s,i,q
0,0.000000000000000000e+00,-3.259155671199e-03,1.395703732479e-01
1,4.166666666666666495e-11,-1.444237947603e-01,1.706887264278e-01
2,8.333333333333332991e-11,-1.828463024194e-01,2.017242123095e-02
3,1.250000000000000078e-10,-3.243184537928e-02,-7.235657795177e-02
4,1.666666666666666598e-10,7.282551099373e-02,-1.696289734644e-01
5,2.083333333333333377e-10,1.768699919508e-01,-9.822093922376e-02
6,2.500000000000000156e-10,1.093151365372e-01,1.833231525112e-01
7,2.916666666666666417e-10,-1.790934691929e-01,2.131085465715e-01
8,3.333333333333333196e-10,-2.262440694843e-01,-7.678566408553e-02
9,3.749999999999999975e-10,6.428964179470e-02,-2.205598403921e-01
10,4.166666666666666754e-10,2.269932479844e-01,-7.590101782961e-02
11,4.583333333333333533e-10,8.960225186449e-02,1.302172195624e-01
12,5.000000000000000311e-10,-1.262758586243e-01,1.977043276611e-01
13,5.416666666666666573e-10,-2.060679834355e-01,1.177031957606e-02
14,5.833333333333332835e-10,-2.435392932659e-02,-2.395143581261e-01
15,6.250000000000000131e-10,2.390159219038e-01,-1.487450265439e-01
16,6.666666666666666393e-10,1.647145230271e-01,1.901056215258e-01
17,7.083333333333333688e-10,-1.809269103944e-01,2.341981940646e-01
18,7.499999999999999950e-10,-2.473797587500e-01,-7.169075751664e-02
19,7.916666666666666212e-10,5.703860860331e-02,-2.439598949521e-01
20,8.333333333333333508e-10,2.495857957271e-01,-7.324033585520e-02
21,8.749999999999999769e-10,8.858587232062e-02,1.797316392781e-01
22,9.166666666666667065e-10,-1.758615981240e-01,1.976870391932e-01
23,9.583333333333334361e-10,-2.090359333889e-01,-6.462404593953e-02
24,1.000000000000000062e-09,5.247909213201e-02,-2.642320830080e-01
25,1.041666666666666688e-09,2.683447340061e-01,-6.613487089772e-02
26,1.083333333333333315e-09,8.281926049025e-02,2.539475209430e-01
27,1.124999999999999941e-09,-2.497983067885e-01,1.762677305086e-01
28,1.166666666666666567e-09,-1.924959209106e-01,-1.696429751459e-01
29,1.208333333333333400e-09,1.584952109484e-01,-2.384017807428e-01
30,1.250000000000000026e-09,2.494004492558e-01,3.294414064885e-02
31,1.291666666666666652e-09,-1.781836992019e-02,2.409688372443e-01
32,1.333333333333333279e-09,-2.434682342835e-01,1.230270388500e-01
33,1.374999999999999905e-09,-1.383129771584e-01,-1.900117107121e-01
34,1.416666666666666738e-09,1.830133164093e-01,-2.629398500214e-01
35,1.458333333333333364e-09,2.748280236805e-01,1.066729147402e-01
36,1.499999999999999990e-09,-9.157877299344e-02,3.583943171455e-01
37,1.541666666666666616e-09,-3.644960366904e-01,-2.084313720068e-02
38,1.583333333333333242e-09,9.545190643814e-04,-3.946904444136e-01
39,1.625000000000000075e-09,3.943231286043e-01,-3.735277977679e-02
40,1.666666666666666702e-09,5.779998639606e-02,3.738759606056e-01
41,1.708333333333333328e-09,-3.680972071825e-01,4.573030507163e-02
42,1.749999999999999954e-09,-6.273632976862e-02,-3.133597610120e-01
43,1.791666666666666580e-09,3.045337394147e-01,3.658817848284e-03
44,1.833333333333333413e-09,7.216044798687e-03,2.405977258093e-01
45,1.874999999999999832e-09,-2.316013831116e-01,-1.018821396356e-01
46,1.916666666666666872e-09,9.781716217734e-02,-1.853815426129e-01
47,1.958333333333333498e-09,1.786636263918e-01,2.249082348046e-01
48,2.000000000000000125e-09,-2.261467100620e-01,1.711625563269e-01
49,2.041666666666666751e-09,-1.679093882384e-01,-3.393862531570e-01
50,2.083333333333333377e-09,3.426619930722e-01,-2.079361112157e-01
51,2.125000000000000003e-09,2.075676692939e-01,4.113393164391e-01
52,2.166666666666666629e-09,-4.125470138925e-01,2.885354629183e-01
53,2.208333333333333255e-09,-2.886953624941e-01,-4.156430317550e-01
54,2.249999999999999882e-09,4.110151214232e-01,-3.890781444904e-01
55,2.291666666666666508e-09,3.861469492514e-01,3.442088070157e-01
56,2.333333333333333134e-09,-3.314898466565e-01,4.746964153019e-01
57,2.375000000000000174e-09,-4.647632445254e-01,-2.103088811419e-01
58,2.416666666666666800e-09,1.895617637857e-01,-5.089250582399e-01
59,2.458333333333333426e-09,4.890043128930e-01,4.694645077654e-02
60,2.500000000000000052e-09,-2.075059385239e-02,4.650459656756e-01
