sample_index,time_s,i,q
0,0.000000000000000000e+00,-1.104177140549e-02,4.728538038243e-01
1,4.166666666666666495e-11,-4.761590365356e-01,1.566652328126e-02
2,8.333333333333332991e-11,-4.059785785079e-02,-4.781027829934e-01
3,1.250000000000000078e-10,4.785573155612e-01,-6.356239424184e-02
4,1.666666666666666598e-10,8.439757798119e-02,4.774083022690e-01
5,2.083333333333333377e-10,-4.745565540082e-01,1.029694264107e-01
6,2.500000000000000156e-10,-1.191734518804e-01,-4.699195864972e-01
7,2.916666666666666417e-10,4.634329761088e-01,-1.329352125244e-01
8,3.333333333333333196e-10,1.442104880031e-01,4.550514913976e-01
9,3.749999999999999975e-10,-4.447499851489e-01,1.529850823786e-01
10,4.166666666666666754e-10,-1.592742610189e-01,-4.325240349389e-01
11,4.583333333333333533e-10,4.183903235193e-01,-1.631218330459e-01
12,5.000000000000000311e-10,1.645988952926e-01,4.023867537609e-01
13,5.416666666666666573e-10,-3.845722963737e-01,1.638022579523e-01
14,5.833333333333332835e-10,-1.608525760437e-01,-3.650265721141e-01
15,6.250000000000000131e-10,3.438491736468e-01,-1.558922144180e-01
16,6.666666666666666393e-10,1.490828772617e-01,3.211587356080e-01
17,7.083333333333333688e-10,-2.970917646666e-01,1.406030358536e-01
18,7.499999999999999950e-10,-1.306451906845e-01,-2.718012444661e-01
19,7.916666666666666212e-10,2.454550332061e-01,-1.194130059128e-01
20,8.333333333333333508e-10,1.071183554866e-01,2.182340742538e-01
21,8.749999999999999769e-10,-1.903304425297e-01,9.397832109167e-02
22,9.166666666666667065e-10,-8.021218238680e-02,-1.619452514564e-01
23,9.583333333333334361e-10,1.332864469709e-01,-6.603843974496e-02
24,1.000000000000000062e-09,5.167190895045e-02,1.045665164566e-01
25,1.041666666666666688e-09,-7.600014143707e-02,3.732092601080e-02
26,1.083333333333333315e-09,-2.318469844971e-02,-4.780182347836e-02
27,1.124999999999999941e-09,2.018351296034e-02,-9.450837179036e-03
28,1.166666666666666567e-09,-3.706899666087e-03,-6.647729793021e-03
29,1.208333333333333400e-09,3.249201209240e-02,-1.613062266572e-02
30,1.250000000000000026e-09,2.768006205025e-02,5.715879716935e-02
31,1.291666666666666652e-09,-8.046897645988e-02,3.823403265863e-02
32,1.333333333333333279e-09,-4.769159601557e-02,-1.022568008065e-01
33,1.374999999999999905e-09,1.223716474490e-01,-5.597290690353e-02
34,1.416666666666666738e-09,6.301973623845e-02,1.406796019114e-01
35,1.458333333333333364e-09,-1.570648363891e-01,6.879566658389e-02
36,1.499999999999999990e-09,-7.328596119642e-02,-1.714307689581e-01
37,1.541666666666666616e-09,1.837009908315e-01,-7.649711202353e-02
38,1.583333333333333242e-09,7.845607651364e-02,1.938199519418e-01
39,1.625000000000000075e-09,-2.017533982772e-01,7.920921738611e-02
40,1.666666666666666702e-09,-7.882096358981e-02,-2.074885576199e-01
41,1.708333333333333328e-09,2.110340735674e-01,-7.737221449680e-02
42,1.749999999999999954e-09,7.495851288241e-02,2.124196909293e-01
43,1.791666666666666580e-09,-2.116956987351e-01,7.168801538658e-02
44,1.833333333333333413e-09,-6.767929189237e-02,-2.089321401237e-01
