freq_hz,h1_phase_rad,h2_fixed_phase_rad,pre_l1_09_phase_rad,phase_unwrapped_rad,omega_rad,group_delay_s,group_delay_ns
5595000000.000000,-110.584902683634,-1.309651437465,-111.894554121099,-111.894554121099,35154421793.669784545898,4.895171205252286e-09,4.895171205
5596000000.000000,-110.603939932818,-1.319992513283,-111.923932446101,-111.923932446101,35160704978.976966857910,4.558686813721028e-09,4.558686814
5597000000.000000,-110.621506680014,-1.330333589101,-111.951840269115,-111.951840269115,35166988164.284141540527,5.256939844072933e-09,5.256939844
5598000000.000000,-110.649318435560,-1.340674664919,-111.989993100479,-111.989993100479,35173271349.591323852539,5.249931413180486e-09,5.249931413
5599000000.000000,-110.666797112215,-1.351015740738,-112.017812852953,-112.017812852953,35179554534.898506164551,4.950806465943097e-09,4.950806466
5600000000.000000,-110.690849952814,-1.361356816556,-112.052206769370,-112.052206769370,35185837720.205680847168,5.013799604002816e-09,5.013799604
5601000000.000000,-110.709120224589,-1.371697892374,-112.080818116963,-112.080818116963,35192120905.512863159180,4.378788146524882e-09,4.378788147
5602000000.000000,-110.725193275869,-1.382038968192,-112.107232244061,-112.107232244061,35198404090.820045471191,4.907675605519865e-09,4.907675606
5603000000.000000,-110.750109743467,-1.392380044010,-112.142489787477,-112.142489787477,35204687276.127220153809,5.524341813990493e-09,5.524341814
5604000000.000000,-110.773932050868,-1.402721119828,-112.176653170696,-112.176653170696,35210970461.434402465820,5.107896933636999e-09,5.107896934
5605000000.000000,-110.793615317759,-1.413062195646,-112.206677513405,-112.206677513405,35217253646.741577148438,5.011326278730335e-09,5.011326279
5606000000.000000,-110.816224082520,-1.423403271464,-112.239627353984,-112.239627353984,35223536832.048759460449,5.306094577441900e-09,5.306094577
5607000000.000000,-110.839611517098,-1.433744347282,-112.273355864380,-112.273355864380,35229820017.355941772461,5.145686151267469e-09,5.145686151
5608000000.000000,-110.860204530126,-1.444085423100,-112.304289953226,-112.304289953226,35236103202.663116455078,4.736546543755704e-09,4.736546544
5609000000.000000,-110.878450564763,-1.454426498918,-112.332877063681,-112.332877063681,35242386387.970298767090,5.054294852277532e-09,5.054294852
5610000000.000000,-110.903036520798,-1.464767574736,-112.367804095534,-112.367804095534,35248669573.277481079102,5.375599701620349e-09,5.375599702
5611000000.000000,-110.925320191252,-1.475108650554,-112.400428841806,-112.400428841806,35254952758.584655761719,5.197668502738596e-09,5.197668503
5612000000.000000,-110.947670197898,-1.485449726372,-112.433119924270,-112.433119924270,35261235943.891838073730,4.990123421817977e-09,4.990123422
5613000000.000000,-110.967345779946,-1.495790802190,-112.463136582136,-112.463136582136,35267519129.199020385742,5.376517073259275e-09,5.376517073
5614000000.000000,-110.994551352419,-1.506131878008,-112.500683230427,-112.500683230427,35273802314.506195068359,5.443165105355408e-09,5.443165105
5615000000.000000,-111.015064458338,-1.516472953827,-112.531537412165,-112.531537412165,35280085499.813377380371,5.255227395371348e-09,5.255227395
5616000000.000000,-111.039908335895,-1.526814029645,-112.566722365540,-112.566722365540,35286368685.120559692383,5.053509207775467e-09,5.053509208
5617000000.000000,-111.057886576310,-1.537155105463,-112.595041681773,-112.595041681773,35292651870.427734375000,5.137149439573822e-09,5.137149440
5618000000.000000,-111.083781508018,-1.547496181281,-112.631277689299,-112.631277689299,35298935055.734916687012,5.697301362351438e-09,5.697301362
5619000000.000000,-111.108798825095,-1.557837257099,-112.666636082194,-112.666636082194,35305218241.042091369629,5.548285388491575e-09,5.548285388
5620000000.000000,-111.132821166848,-1.568178332917,-112.700999499765,-112.700999499765,35311501426.349273681641,5.172939103890027e-09,5.172939104
5621000000.000000,-111.153121743404,-1.578519408735,-112.731641152139,-112.731641152139,35317784611.656455993652,5.441855516172435e-09,5.441855516
5622000000.000000,-111.180523388458,-1.588860484553,-112.769383873011,-112.769383873011,35324067796.963630676270,5.508067029624054e-09,5.508067030
5623000000.000000,-111.201656003431,-1.599201560371,-112.800857563802,-112.800857563802,35330350982.270812988281,5.076564009029655e-09,5.076564009
5624000000.000000,-111.223635221607,-1.609542636189,-112.833177857796,-112.833177857796,35336634167.577995300293,5.355242932444403e-09,5.355242932
5625000000.000000,-111.248269819214,-1.619883712007,-112.868153531221,-112.868153531221,35342917352.885169982910,5.542668639458602e-09,5.542668639
5626000000.000000,-111.272604298287,-1.630224787825,-112.902829086112,-112.902829086112,35349200538.192352294922,5.243178138698363e-09,5.243178139
5627000000.000000,-111.293475387266,-1.640565863643,-112.934041250909,-112.934041250909,35355483723.499534606934,5.310068474247257e-09,5.310068474
5628000000.000000,-111.318650435086,-1.650906939461,-112.969557374547,-112.969557374547,35361766908.806709289551,5.532395658501283e-09,5.532395659
5629000000.000000,-111.342315369859,-1.661248015280,-113.003563385139,-113.003563385139,35368050094.113891601562,5.539184127153238e-09,5.539184127
5630000000.000000,-111.367575724092,-1.671589091098,-113.039164815190,-113.039164815190,35374333279.421073913574,5.401767479502108e-09,5.401767480
5631000000.000000,-111.389513830343,-1.681930166916,-113.071443997259,-113.071443997259,35380616464.728248596191,5.637668558416053e-09,5.637668558
5632000000.000000,-111.417738604962,-1.692271242734,-113.110009847696,-113.110009847696,35386899650.035430908203,5.826450886173526e-09,5.826450886
5633000000.000000,-111.442049019909,-1.702612318552,-113.144661338461,-113.144661338461,35393182835.342605590820,5.531495466208411e-09,5.531495466
5634000000.000000,-111.466567275406,-1.712953394370,-113.179520669776,-113.179520669776,35399466020.649787902832,5.384205551334771e-09,5.384205551
5635000000.000000,-111.489026790695,-1.723294470188,-113.212321260883,-113.212321260883,35405749205.956970214844,5.520553516600001e-09,5.520553517
5636000000.000000,-111.515258445256,-1.733635546006,-113.248893991262,-113.248893991262,35412032391.264144897461,5.739478014965440e-09,5.739478015
5637000000.000000,-111.540469046928,-1.743976621824,-113.284445668752,-113.284445668752,35418315576.571327209473,5.759001638172247e-09,5.759001638
