stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,7.742609558,2.214327379,11.414244486,9.802202450999e-01,-1.937540681778e-01,-0.007074476,-0.195148217330
after_float_fir,7.404032276,0.167172322,42.914244486,9.784470599019e-01,-1.930390094612e-01,-0.023416296,-0.194789607488
after_fixed_fir,7.404448240,0.172307610,42.914244486,9.784342175865e-01,-1.930376646694e-01,-0.023528297,-0.194790777052
