subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_float_fir_equalized_i,after_float_fir_equalized_q,after_fixed_fir_equalized_i,after_fixed_fir_equalized_q
0,19388,3550048828.125000,2.550645781574e+02,1.093133906389e+02,2.414601810666e+02,1.245043201301e+02,2.469886325963e+02,1.272408868694e+02,2.470227307280e+02,1.272552482709e+02
1,19389,3550231933.593750,1.093133906389e+02,3.643779687963e+01,1.043758158788e+02,4.294294814040e+01,1.067625474140e+02,4.387936427207e+01,1.067770525501e+02,4.388404616199e+01
2,19390,3550415039.062500,1.821889843981e+02,-2.550645781574e+02,1.946350736626e+02,-2.376583928490e+02,1.989690465559e+02,-2.431313170229e+02,1.989925235718e+02,-2.431650917208e+02
3,19391,3550598144.531250,-3.643779687963e+01,1.093133906389e+02,-4.244146363427e+01,1.047100417793e+02,-4.336719067502e+01,1.071062173604e+02,-4.337170394785e+01,1.071205212708e+02
4,19392,3550781250.000000,2.550645781574e+02,-2.550645781574e+02,2.649583404336e+02,-2.345877331296e+02,2.708965852623e+02,-2.400217169392e+02,2.709288714929e+02,-2.400552820293e+02
5,19393,3550964355.468750,-1.821889843981e+02,-2.550645781574e+02,-1.639918727508e+02,-2.603298428418e+02,-1.678202203956e+02,-2.661917306323e+02,-1.678442864416e+02,-2.662238529910e+02
6,19394,3551147460.937500,-2.550645781574e+02,3.643779687963e+01,-2.519584186530e+02,2.126262812919e+01,-2.576855933588e+02,2.184064855189e+01,-2.577178396336e+02,2.184604302137e+01
7,19395,3551330566.406250,-1.093133906389e+02,-1.821889843981e+02,-9.672276182268e+01,-1.846242582192e+02,-9.899424325064e+01,-1.887924281489e+02,-9.900854101907e+01,-1.888149883451e+02
8,19396,3551513671.875000,-2.550645781574e+02,1.821889843981e+02,-2.600461843441e+02,1.638593854216e+02,-2.659093915298e+02,1.676894836571e+02,-2.659405755719e+02,1.677129602377e+02
9,19397,3551696777.343750,-1.821889843981e+02,1.821889843981e+02,-1.886530345653e+02,1.679079552015e+02,-1.928901351887e+02,1.718053171336e+02,-1.929120225273e+02,1.718283590832e+02
10,19398,3551879882.812500,-1.093133906389e+02,-2.550645781574e+02,-9.237521024024e+01,-2.557271862033e+02,-9.457699414432e+01,-2.615237890956e+02,-9.459116381292e+01,-2.615545856436e+02
11,19399,3552062988.281250,-1.821889843981e+02,-1.821889843981e+02,-1.676884528033e+02,-1.886247653530e+02,-1.715841665263e+02,-1.928650861983e+02,-1.716067905147e+02,-1.928865337088e+02
12,19400,3552246093.750000,-2.550645781574e+02,3.643779687963e+01,-2.515314945936e+02,2.071995876979e+01,-2.572642360812e+02,2.128671546141e+01,-2.572946803878e+02,2.129189061608e+01
13,19401,3552429199.218750,3.643779687963e+01,1.821889843981e+02,2.479607260188e+01,1.802973283019e+02,2.542951828902e+01,1.844046602778e+02,2.543441105253e+01,1.844261676123e+02
14,19402,3552612304.687500,-2.550645781574e+02,1.093133906389e+02,-2.559724056963e+02,9.145536456970e+01,-2.617852860830e+02,9.363996526867e+01,-2.618149290770e+02,9.365359636535e+01
15,19403,3552795410.156250,-2.550645781574e+02,1.821889843981e+02,-2.605394879718e+02,1.624362201773e+02,-2.664328524787e+02,1.662455533643e+02,-2.664619892558e+02,1.662675295279e+02
16,19404,3552978515.625000,-3.643779687963e+01,2.550645781574e+02,-5.154075122720e+01,2.470540855458e+02,-5.262690047241e+01,2.527216705634e+02,-5.263034062601e+01,2.527511748534e+02
17,19405,3553161621.093750,-1.821889843981e+02,2.550645781574e+02,-1.941967581064e+02,2.378120862623e+02,-1.985498647138e+02,2.433240637738e+02,-1.985698977111e+02,2.433537080522e+02
18,19406,3553344726.562500,3.643779687963e+01,1.093133906389e+02,2.863414481251e+01,1.091755088162e+02,2.933014240990e+01,1.116631232486e+02,2.933458160871e+01,1.116753638215e+02
19,19407,3553527832.031250,3.643779687963e+01,-1.093133906389e+02,4.267408058378e+01,-1.044918904816e+02,4.361204400336e+01,-1.069000257396e+02,4.361579589504e+01,-1.069123563140e+02
20,19408,3553710937.500000,1.821889843981e+02,-1.821889843981e+02,1.899631357315e+02,-1.661755112148e+02,1.942520359511e+02,-1.700525169103e+02,1.942716621389e+02,-1.700732165121e+02
21,19409,3553894042.968750,-1.093133906389e+02,1.821889843981e+02,-1.188606537968e+02,1.708502098115e+02,-1.215205092286e+02,1.748095232651e+02,-1.215319451779e+02,1.748297987576e+02
22,19410,3554077148.437500,-3.643779687963e+01,1.093133906389e+02,-4.286184161467e+01,1.044360864737e+02,-4.380546191337e+01,1.068462765754e+02,-4.380908428052e+01,1.068582334354e+02
23,19411,3554260253.906250,1.821889843981e+02,-3.643779687963e+01,1.805480378123e+02,-2.360663360125e+01,1.846801702242e+02,-2.421545841714e+01,1.846995990001e+02,-2.421993223010e+01
24,19412,3554443359.375000,-3.643779687963e+01,1.821889843981e+02,-4.760986036620e+01,1.758082883519e+02,-4.863668499868e+01,1.798601466615e+02,-4.863996647191e+01,1.798796006956e+02
25,19413,3554626464.843750,3.643779687963e+01,-3.643779687963e+01,3.803548737694e+01,-3.326879731497e+01,3.889622957280e+01,-3.404673077308e+01,3.889993461181e+01,-3.405067831266e+01
26,19414,3554809570.312500,-1.821889843981e+02,-2.550645781574e+02,-1.617096501249e+02,-2.615109170509e+02,-1.655212717674e+02,-2.674566937640e+02,-1.655410745095e+02,-2.674825631601e+02
27,19415,3554992675.781250,-3.643779687963e+01,1.821889843981e+02,-4.748676496810e+01,1.760154983267e+02,-4.851219458871e+01,1.800776588542e+02,-4.851529183052e+01,1.800965076217e+02
28,19416,3555175781.250000,1.821889843981e+02,1.821889843981e+02,1.665109895453e+02,1.900282999264e+02,1.704097462137e+02,1.943345818280e+02,1.704289067948e+02,1.943524125961e+02
29,19417,3555358886.718750,-2.550645781574e+02,3.643779687963e+01,-2.517576602011e+02,1.924229343195e+01,-2.575406704800e+02,1.977883294980e+01,-2.575661135739e+02,1.978344336153e+01
30,19418,3555541992.187500,3.643779687963e+01,1.821889843981e+02,2.395418008730e+01,1.803702680261e+02,2.457269665548e+01,1.845116116275e+02,2.457700694422e+01,1.845295182006e+02
31,19419,3555725097.656250,-2.550645781574e+02,2.550645781574e+02,-2.653361012588e+02,2.328523297961e+02,-2.713573648677e+02,2.383117823609e+02,-2.713813098473e+02,2.383377399243e+02
32,19420,3555908203.125000,-3.643779687963e+01,1.821889843981e+02,-4.711089609293e+01,1.754995355640e+02,-4.813040727669e+01,1.795591221815e+02,-4.813319035572e+01,1.795768674210e+02
33,19421,3556091308.593750,3.643779687963e+01,2.550645781574e+02,1.912795073569e+01,2.512341667615e+02,1.966249460703e+01,2.570160233199e+02,1.966699618145e+01,2.570402146225e+02
34,19422,3556274414.062500,1.093133906389e+02,2.550645781574e+02,8.967557754051e+01,2.562511077623e+02,9.183854636921e+01,2.621250162000e+02,9.184984285343e+01,2.621486452639e+02
35,19423,3556457519.531250,2.550645781574e+02,-1.821889843981e+02,2.616056659773e+02,-1.602614081983e+02,2.675795168741e+02,-1.640553501893e+02,2.676026029416e+02,-1.640732795983e+02
36,19424,3556640625.000000,1.821889843981e+02,-1.093133906389e+02,1.857252871216e+02,-9.374839173457e+01,1.899758958479e+02,-9.598097370252e+01,1.899922736063e+02,-9.599169343387e+01
37,19425,3556823730.468750,-3.643779687963e+01,-1.821889843981e+02,-2.216447403560e+01,-1.806546605435e+02,-2.274360913476e+01,-1.848169749190e+02,-2.274755605352e+01,-1.848334149642e+02
38,19426,3557006835.937500,1.821889843981e+02,1.093133906389e+02,1.697197625417e+02,1.206304235705e+02,1.736848174988e+02,1.233532599455e+02,1.737015469704e+02,1.233624621656e+02
39,19427,3557189941.406250,2.550645781574e+02,1.821889843981e+02,2.358353869618e+02,1.967980630865e+02,2.413585610429e+02,2.012576351214e+02,2.413818306058e+02,2.012728428418e+02
40,19428,3557373046.875000,1.093133906389e+02,2.550645781574e+02,8.864151530814e+01,2.570567308245e+02,9.078680662815e+01,2.629665713403e+02,9.079737258481e+01,2.629884347057e+02
41,19429,3557556152.343750,3.643779687963e+01,-3.643779687963e+01,3.812651275696e+01,-3.309723583152e+01,3.899603288889e+01,-3.387701951994e+01,3.899901971052e+01,-3.388031589509e+01
42,19430,3557739257.812500,-1.093133906389e+02,-1.093133906389e+02,-9.954961771152e+01,-1.141377401558e+02,-1.018959563192e+02,-1.167418857349e+02,-1.019057451520e+02,-1.167506844737e+02
43,19431,3557922363.281250,-1.093133906389e+02,2.550645781574e+02,-1.232876419307e+02,2.422751411367e+02,-1.260516211834e+02,2.479304880649e+02,-1.260595583689e+02,2.479523925477e+02
44,19432,3558105468.750000,3.643779687963e+01,-2.550645781574e+02,5.222869896011e+01,-2.468913402360e+02,5.334633684506e+01,-2.526298085621e+02,5.334811823875e+01,-2.526510590288e+02
45,19433,3558288574.218750,1.821889843981e+02,-2.550645781574e+02,1.953356809799e+02,-2.367542638744e+02,1.997742219465e+02,-2.423140207812e+02,1.997878723021e+02,-2.423356400254e+02
46,19434,3558471679.687500,3.643779687963e+01,1.093133906389e+02,2.781642670278e+01,1.093224585184e+02,2.850221111202e+01,1.118468767762e+02,2.850562616198e+01,1.118554852283e+02
47,19435,3558654785.156250,3.643779687963e+01,1.093133906389e+02,2.748108890227e+01,1.093810079613e+02,2.815943216801e+01,1.119081501040e+02,2.816278711196e+01,1.119166339950e+02
48,19436,3558837890.625000,2.550645781574e+02,2.550645781574e+02,2.292217630524e+02,2.684239712837e+02,2.346420492492e+02,2.745682942791e+02,2.346629794781e+02,2.745870855455e+02
49,19437,3559020996.093750,-3.643779687963e+01,3.643779687963e+01,-3.842503605953e+01,3.264070154578e+01,-3.930510227652e+01,3.341298733886e+01,-3.930774730837e+01,3.341593013922e+01
50,19438,3559204101.562500,3.643779687963e+01,-2.550645781574e+02,5.566140500776e+01,-2.459436310185e+02,5.686270127471e+01,-2.516782016578e+02,5.686437507456e+01,-2.516976152334e+02
51,19439,3559387207.031250,-1.093133906389e+02,-3.643779687963e+01,-1.038181153868e+02,-4.412359912566e+01,-1.062476969461e+02,-4.511042399353e+01,-1.062559821823e+02,-4.511265589117e+01
52,19440,3559570312.500000,3.643779687963e+01,1.821889843981e+02,2.138624496649e+01,1.806880148672e+02,2.195105474506e+01,1.848819499177e+02,2.195454045613e+01,1.848951163316e+02
53,19441,3559753417.968750,3.643779687963e+01,-1.093133906389e+02,4.403763701339e+01,-1.039297276525e+02,4.502343804644e+01,-1.063642713881e+02,4.502555476094e+01,-1.063723101512e+02
54,19442,3559936523.437500,3.643779687963e+01,1.093133906389e+02,2.719563824909e+01,1.095851584484e+02,2.786962663173e+01,1.121259568334e+02,2.787272835181e+01,1.121335244485e+02
55,19443,3560119628.906250,-3.643779687963e+01,-1.093133906389e+02,-2.727970012065e+01,-1.095752150168e+02,-2.795595943522e+01,-1.121170251969e+02,-2.795903362444e+01,-1.121244570115e+02
56,19444,3560302734.375000,1.093133906389e+02,-1.821889843981e+02,1.205231995987e+02,-1.697811911952e+02,1.232681802087e+02,-1.737823674342e+02,1.232747366461e+02,-1.737953867277e+02
57,19445,3560485839.843750,-1.093133906389e+02,-1.821889843981e+02,-9.324664790654e+01,-1.861584230332e+02,-9.549005037693e+01,-1.904635664593e+02,-9.549834806474e+01,-1.904752424704e+02
58,19446,3560668945.312500,-3.643779687963e+01,3.643779687963e+01,-3.828821446953e+01,3.292282587832e+01,-3.916899359577e+01,3.370504969352e+01,-3.917120348074e+01,3.370765032512e+01
59,19447,3560852050.781250,2.550645781574e+02,1.093133906389e+02,2.412927525623e+02,1.253880996993e+02,2.469705781967e+02,1.282241493270e+02,2.469877089937e+02,1.282298284589e+02
60,19448,3561035156.250000,-3.643779687963e+01,2.550645781574e+02,-5.404560113322e+01,2.466159577802e+02,-5.521539445048e+01,2.523942812803e+02,-5.521627602467e+01,2.524107070171e+02
61,19449,3561218261.718750,1.821889843981e+02,-2.550645781574e+02,1.966659139597e+02,-2.358728265235e+02,2.011720346812e+02,-2.414563683858e+02,2.011819574537e+02,-2.414733125140e+02
62,19450,3561401367.187500,2.550645781574e+02,3.643779687963e+01,2.464589364908e+02,5.448187414316e+01,2.522396056344e+02,5.566320319094e+01,2.522554181766e+02,5.566398031066e+01
63,19451,3561584472.656250,-3.643779687963e+01,-1.093133906389e+02,-2.739608194749e+01,-1.094920273752e+02,-2.807760934161e+01,-1.120421864163e+02,-2.808042090397e+01,-1.120485335232e+02
64,19452,3561767578.125000,2.550645781574e+02,1.821889843981e+02,2.352512933265e+02,1.972398156399e+02,2.408289441336e+02,2.017666242694e+02,2.408449836139e+02,2.017758595109e+02
65,19453,3561950683.593750,-2.550645781574e+02,2.550645781574e+02,-2.685782584871e+02,2.294547350573e+02,-2.747795004893e+02,2.349261624274e+02,-2.747926994952e+02,2.349423240337e+02
66,19454,3562133789.062500,3.643779687963e+01,2.550645781574e+02,1.584534139487e+01,2.518318763705e+02,1.631049386945e+01,2.577239189034e+02,1.631404318316e+01,2.577380787805e+02
67,19455,3562316894.531250,-2.550645781574e+02,-1.093133906389e+02,-2.405100055322e+02,-1.265986888232e+02,-2.461929865294e+02,-1.294753622399e+02,-2.462077019548e+02,-1.294798786774e+02
68,19456,3562500000.000000,-3.643779687963e+01,1.093133906389e+02,-4.415619035036e+01,1.038718492153e+02,-4.515261140633e+01,1.063235520577e+02,-4.515392183163e+01,1.063296679209e+02
69,19457,3562683105.468750,-1.821889843981e+02,1.821889843981e+02,-1.922971298300e+02,1.634934490534e+02,-1.967466887503e+02,1.674002548272e+02,-1.967551939106e+02,1.674109691512e+02
70,19458,3562866210.937500,1.821889843981e+02,-1.821889843981e+02,1.924099850683e+02,-1.633993143219e+02,1.968645664664e+02,-1.673059429384e+02,1.968728395723e+02,-1.673164503285e+02
71,19459,3563049316.406250,-1.093133906389e+02,-2.550645781574e+02,-8.632219710837e+01,-2.578135720923e+02,-8.844540908265e+01,-2.638350218196e+02,-8.845249436275e+01,-2.638471807117e+02
72,19460,3563232421.875000,1.821889843981e+02,-1.093133906389e+02,1.866260811452e+02,-9.212004899837e+01,1.909761035808e+02,-9.435393994330e+01,1.909843613299e+02,-9.436045594235e+01
73,19461,3563415527.343750,3.643779687963e+01,3.643779687963e+01,3.264323819792e+01,3.848902284370e+01,3.342490584606e+01,3.938153016556e+01,3.342688354282e+01,3.938304182364e+01
74,19462,3563598632.812500,3.643779687963e+01,-3.643779687963e+01,3.848485139230e+01,-3.263316711789e+01,3.937773790875e+01,-3.341499827098e+01,3.937920148676e+01,-3.341693472722e+01
75,19463,3563781738.281250,-2.550645781574e+02,2.550645781574e+02,-2.693647482912e+02,2.283616802603e+02,-2.756176167537e+02,2.338356493511e+02,-2.756275250144e+02,2.338489157855e+02
76,19464,3563964843.750000,2.550645781574e+02,1.821889843981e+02,2.341546739565e+02,1.982459935090e+02,2.397412881380e+02,2.028257238121e+02,2.397537791179e+02,2.028320738000e+02
77,19465,3564147949.218750,-1.821889843981e+02,-2.550645781574e+02,-1.573711262912e+02,-2.634021001779e+02,-1.611763612990e+02,-2.695477110091e+02,-1.611859275604e+02,-2.695574346811e+02
78,19466,3564331054.687500,3.643779687963e+01,1.821889843981e+02,2.113433658488e+01,1.806708599102e+02,2.169989968254e+01,1.849208859628e+02,2.170268506244e+01,1.849282418716e+02
79,19467,3564514160.156250,1.093133906389e+02,-3.643779687963e+01,1.095528515962e+02,-2.699036303269e+01,1.121259998872e+02,-2.766771007363e+01,1.121301740658e+02,-2.766995975399e+01
80,19468,3564697265.625000,-3.643779687963e+01,-3.643779687963e+01,-3.274074983629e+01,-3.840426760054e+01,-3.352752381923e+01,-3.929808206503e+01,-3.352921865579e+01,-3.929925254332e+01
81,19469,3564880371.093750,-1.093133906389e+02,-1.093133906389e+02,-9.832432317755e+01,-1.151563130279e+02,-1.006882669267e+02,-1.178378306289e+02,-1.006932314602e+02,-1.178411943089e+02
82,19470,3565063476.562500,1.093133906389e+02,-1.821889843981e+02,1.207954679825e+02,-1.695132065622e+02,1.235850251048e+02,-1.735617924949e+02,1.235877043211e+02,-1.735693215840e+02
83,19471,3565246582.031250,-3.643779687963e+01,-1.821889843981e+02,-2.128382751548e+01,-1.808211506545e+02,-2.185430981608e+01,-1.850860111504e+02,-2.185696921212e+01,-1.850922374434e+02
84,19472,3565429687.500000,1.821889843981e+02,-2.550645781574e+02,1.983983009183e+02,-2.345969468232e+02,2.030013385027e+02,-2.402175627006e+02,2.030057006626e+02,-2.402277206133e+02
85,19473,3565612792.968750,-1.093133906389e+02,1.093133906389e+02,-1.157181775381e+02,9.789260147466e+01,-1.184189679854e+02,1.002515159356e+02,-1.184217758089e+02,1.002559774001e+02
86,19474,3565795898.437500,-3.643779687963e+01,-1.821889843981e+02,-2.047852323208e+01,-1.810586952477e+02,-2.103084716561e+01,-1.853363635924e+02,-2.103340280679e+01,-1.853419230509e+02
87,19475,3565979003.906250,1.821889843981e+02,2.550645781574e+02,1.564944487180e+02,2.646810960235e+02,1.602992495845e+02,2.708905163923e+02,1.603068245419e+02,2.708969799846e+02
88,19476,3566162109.375000,-3.643779687963e+01,1.821889843981e+02,-5.078982224840e+01,1.750096614707e+02,-5.192784195187e+01,1.791752568969e+02,-5.192749487120e+01,1.791809307356e+02
89,19477,3566345214.843750,2.550645781574e+02,3.643779687963e+01,2.462627919380e+02,5.645997881362e+01,2.521219142293e+02,5.770645085556e+01,2.521294293802e+02,5.770545043634e+01
90,19478,3566528320.312500,-1.821889843981e+02,-1.821889843981e+02,-1.634028177784e+02,-1.926244910555e+02,-1.673505900422e+02,-1.971323796820e+02,-1.673570002041e+02,-1.971358337430e+02
91,19479,3566711425.781250,-1.093133906389e+02,1.093133906389e+02,-1.153937742392e+02,9.820250687716e+01,-1.180956442339e+02,1.005761845453e+02,-1.180975641946e+02,1.005799088014e+02
92,19480,3566894531.250000,-2.550645781574e+02,1.821889843981e+02,-2.632129340196e+02,1.583217807468e+02,-2.694038333364e+02,1.621794971089e+02,-2.694085696259e+02,1.621861116360e+02
93,19481,3567077636.718750,1.821889843981e+02,1.093133906389e+02,1.695805615581e+02,1.207969680869e+02,1.736546154861e+02,1.236035303759e+02,1.736597927060e+02,1.236045328169e+02
94,19482,3567260742.187500,-2.550645781574e+02,-1.093133906389e+02,-2.406401432572e+02,-1.268460658205e+02,-2.464078333745e+02,-1.297714449175e+02,-2.464144066714e+02,-1.297716795306e+02
95,19483,3567443847.656250,3.643779687963e+01,2.550645781574e+02,1.514979184107e+01,2.521970352480e+02,1.560433868790e+01,2.581896857615e+02,1.560729863151e+01,2.581946991134e+02
96,19484,3567626953.125000,2.550645781574e+02,-2.550645781574e+02,2.702080141089e+02,-2.284338802506e+02,2.765528903444e+02,-2.339709400464e+02,2.765556896185e+02,-2.339781734425e+02
97,19485,3567810058.593750,-1.821889843981e+02,-1.821889843981e+02,-1.628953852280e+02,-1.933433289801e+02,-1.668462251953e+02,-1.978860526090e+02,-1.668511831704e+02,-1.978878158161e+02
98,19486,3567993164.062500,-1.093133906389e+02,3.643779687963e+01,-1.099968340131e+02,2.631310239688e+01,-1.126075178376e+02,2.698107023649e+01,-1.126090781475e+02,2.698266496228e+01
99,19487,3568176269.531250,3.643779687963e+01,1.821889843981e+02,2.004782978472e+01,1.811397474536e+02,2.059338166344e+01,1.854500354205e+02,2.059559345352e+01,1.854526189554e+02
100,19488,3568359375.000000,-3.643779687963e+01,-1.821889843981e+02,-2.000359248585e+01,-1.810137493760e+02,-2.054830796433e+01,-1.853234418309e+02,-2.055049221254e+01,-1.853257933765e+02
101,19489,3568542480.468750,-2.550645781574e+02,-1.821889843981e+02,-2.332820371337e+02,-1.996009926969e+02,-2.389234653807e+02,-2.042769464828e+02,-2.389285657258e+02,-2.042770667411e+02
102,19490,3568725585.937500,3.643779687963e+01,3.643779687963e+01,3.240532169128e+01,3.865036027701e+01,3.319348717789e+01,3.956108638848e+01,3.319426905588e+01,3.956119448080e+01
103,19491,3568908691.406250,-1.093133906389e+02,1.821889843981e+02,-1.221364999288e+02,1.681310774780e+02,-1.249914932405e+02,1.721933260810e+02,-1.249909887029e+02,1.721963448171e+02
104,19492,3569091796.875000,-3.643779687963e+01,-3.643779687963e+01,-3.240113030295e+01,-3.860358579086e+01,-3.319004251181e+01,-3.951422561626e+01,-3.319074109372e+01,-3.951423466556e+01
105,19493,3569274902.343750,-1.093133906389e+02,-1.093133906389e+02,-9.744345043075e+01,-1.157304865726e+02,-9.981719984619e+01,-1.184619459248e+02,-9.981917235049e+01,-1.184618219572e+02
106,19494,3569458007.812500,-2.550645781574e+02,-1.093133906389e+02,-2.399056582741e+02,-1.276272511743e+02,-2.456942705796e+02,-1.305917199720e+02,-2.456971681889e+02,-1.305900292958e+02
107,19495,3569641113.281250,-1.821889843981e+02,1.093133906389e+02,-1.867325671559e+02,9.204185195058e+01,-1.911691826570e+02,9.431541857132e+01,-1.911691894354e+02,9.431785908049e+01
108,19496,3569824218.750000,-1.821889843981e+02,-1.093133906389e+02,-1.693803417733e+02,-1.212613167954e+02,-1.734834735739e+02,-1.241030658648e+02,-1.734854127472e+02,-1.241017640828e+02
109,19497,3570007324.218750,-3.643779687963e+01,-1.821889843981e+02,-2.145034339553e+01,-1.810006357267e+02,-2.203215036685e+01,-1.853312740060e+02,-2.203410767989e+01,-1.853315284356e+02
110,19498,3570190429.687500,-2.550645781574e+02,-3.643779687963e+01,-2.464271897714e+02,-5.560998377328e+01,-2.523582622827e+02,-5.685164658649e+01,-2.523591831976e+02,-5.684913529433e+01
111,19499,3570373535.156250,-3.643779687963e+01,-1.093133906389e+02,-2.695961371327e+01,-1.096507059607e+02,-2.764755154706e+01,-1.122719764405e+02,-2.764870506165e+01,-1.122717026610e+02
112,19500,3570556640.625000,-2.550645781574e+02,1.093133906389e+02,-2.576847833341e+02,8.642852400884e+01,-2.638397912876e+02,8.860006358118e+01,-2.638385748231e+02,8.860266529003e+01
113,19501,3570739746.093750,3.643779687963e+01,-1.093133906389e+02,4.430280649563e+01,-1.037306391997e+02,4.532840933360e+01,-1.062393016598e+02,4.532721026709e+01,-1.062395090793e+02
114,19502,3570922851.562500,-3.643779687963e+01,-3.643779687963e+01,-3.259056777476e+01,-3.846664180101e+01,-3.338837020415e+01,-3.937914255088e+01,-3.338865116857e+01,-3.937865539884e+01
115,19503,3571105957.031250,1.093133906389e+02,2.550645781574e+02,8.563082804654e+01,2.576455372416e+02,8.778671962020e+01,2.638104797585e+02,8.778899134207e+01,2.638082780972e+02
116,19504,3571289062.500000,-2.550645781574e+02,1.821889843981e+02,-2.640732806310e+02,1.561711855891e+02,-2.703700954710e+02,1.600282797061e+02,-2.703667809210e+02,1.600300611112e+02
117,19505,3571472167.968750,-2.550645781574e+02,-1.093133906389e+02,-2.393326814408e+02,-1.286544745023e+02,-2.451438311045e+02,-1.316630012185e+02,-2.451433551114e+02,-1.316595070925e+02
118,19506,3571655273.437500,-1.093133906389e+02,2.550645781574e+02,-1.292238505081e+02,2.391494522932e+02,-1.322479411748e+02,2.449597090239e+02,-1.322442781606e+02,2.449589321379e+02
119,19507,3571838378.906250,-1.821889843981e+02,1.821889843981e+02,-1.942922305428e+02,1.612479869826e+02,-1.989158549685e+02,1.652078715032e+02,-1.989121787196e+02,1.652082645203e+02
120,19508,3572021484.375000,2.550645781574e+02,-3.643779687963e+01,2.522872615821e+02,-1.198532095144e+01,2.583682833229e+02,-1.236870823898e+01,2.583652561143e+02,-1.237121841807e+01
121,19509,3572204589.843750,2.550645781574e+02,-1.093133906389e+02,2.588596014951e+02,-8.343932836025e+01,2.650760565266e+02,-8.554989970650e+01,2.650718695488e+02,-8.555154929571e+01
122,19510,3572387695.312500,2.550645781574e+02,-3.643779687963e+01,2.521553821439e+02,-1.266316638220e+01,2.582399995249e+02,-1.306321052767e+01,2.582363153888e+02,-1.306567864475e+01
123,19511,3572570800.781250,1.093133906389e+02,1.093133906389e+02,9.699284368759e+01,1.163219369489e+02,9.937997391571e+01,1.190963957702e+02,9.937970333583e+01,1.190935892423e+02
124,19512,3572753906.250000,2.550645781574e+02,1.093133906389e+02,2.393305637383e+02,1.288589871826e+02,2.451650694988e+02,1.318849898854e+02,2.451624322856e+02,1.318803301629e+02
125,19513,3572937011.718750,2.550645781574e+02,2.550645781574e+02,2.269616966533e+02,2.706984908359e+02,2.325533610645e+02,2.771622039701e+02,2.325521247765e+02,2.771549593969e+02
126,19514,3573120117.187500,-3.643779687963e+01,-1.093133906389e+02,-2.630749667931e+01,-1.097432161881e+02,-2.698529599528e+01,-1.123897575218e+02,-2.698594099183e+01,-1.123873679448e+02
127,19515,3573303222.656250,-1.093133906389e+02,1.093133906389e+02,-1.158261298350e+02,9.756453020826e+01,-1.185949130440e+02,9.997078359436e+01,-1.185915085153e+02,9.996999366477e+01
128,19516,3573486328.125000,-1.821889843981e+02,1.821889843981e+02,-1.929078487973e+02,1.628567898250e+02,-1.975218377792e+02,1.668755043480e+02,-1.975159137215e+02,1.668739700696e+02
