stage,evm_lin_percent,magnitude_only_evm_percent,phase_only_evm_percent,fitted_delay_s,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,22.929964208,2.982391270,22.469140641,3.121036947720206e-09,74.904886745,2.578132875489e-01,-9.416388067802e-01,-0.208381401,-1.303553416390
after_l1_08_fixed_fir,22.906456612,2.599110484,22.469018632,4.766870281053541e-09,114.404886745,2.580223967788e-01,-9.401565073581e-01,-0.220616706,-1.302945036447
after_l1_08_fixed_fir_plus_l1_09_allpass,1.898803075,0.215575408,1.886853623,1.515476582087954e-08,363.714379701,4.299649023392e-03,9.999812439759e-01,-0.000082624,1.566496623623
