tap_index,coeff_float
0,-5.705775718526489432e-02
1,2.430868361029896174e-01
2,6.362756627629796713e-02
3,3.632575140909264921e-01
4,-4.501187345826435093e-01
5,1.976734923831102719e-01
6,-2.325846852328209147e-01
7,3.827903014131884274e-01
8,-2.052184079988762511e-01
9,-1.085914222061857004e-01
10,1.705199199239767205e-01
11,-8.735469621442498722e-02
12,1.457148740358867045e-01
13,-2.498483536416556405e-01
14,1.434294020194578634e-01
15,9.611081350427715109e-02
16,-1.907103641251089721e-01
17,1.170585369044957746e-01
18,-7.883342195082265746e-02
19,1.175805539986775616e-01
20,-7.027003504649116661e-02
21,-9.968125246458679756e-02
22,2.084345143590594085e-01
23,-1.426732744950951759e-01
24,2.311633639601904169e-02
25,1.332496085099894693e-02
26,-1.750713527395305127e-02
27,9.045069183851896233e-02
28,-1.734241807633688237e-01
29,1.315363106452447917e-01
30,1.795298674651750817e-02
31,-1.170669276927153307e-01
32,9.865265715526071177e-02
33,-6.626920381675510674e-02
34,1.038765708261284448e-01
35,-1.228931619695575739e-01
36,-8.327152966268220810e-03
37,2.366437566232346135e-01
38,-3.339834708709188971e-01
39,1.582707677446038019e-01
40,1.582707677446038019e-01
41,-3.339834708709188971e-01
42,2.366437566232346135e-01
43,-8.327152966268220810e-03
44,-1.228931619695575739e-01
45,1.038765708261284448e-01
46,-6.626920381675510674e-02
47,9.865265715526071177e-02
48,-1.170669276927153307e-01
49,1.795298674651750817e-02
50,1.315363106452447917e-01
51,-1.734241807633688237e-01
52,9.045069183851896233e-02
53,-1.750713527395305127e-02
54,1.332496085099894693e-02
55,2.311633639601904169e-02
56,-1.426732744950951759e-01
57,2.084345143590594085e-01
58,-9.968125246458679756e-02
59,-7.027003504649116661e-02
60,1.175805539986775616e-01
61,-7.883342195082265746e-02
62,1.170585369044957746e-01
63,-1.907103641251089721e-01
64,9.611081350427715109e-02
65,1.434294020194578634e-01
66,-2.498483536416556405e-01
67,1.457148740358867045e-01
68,-8.735469621442498722e-02
69,1.705199199239767205e-01
70,-1.085914222061857004e-01
71,-2.052184079988762511e-01
72,3.827903014131884274e-01
73,-2.325846852328209147e-01
74,1.976734923831102719e-01
75,-4.501187345826435093e-01
76,3.632575140909264921e-01
77,6.362756627629796713e-02
78,2.430868361029896174e-01
79,-5.705775718526489432e-02
