stage,evm_percent,magnitude_only_evm_percent,fitted_delay_samples,gain_real,gain_imag,gain_abs_db,gain_phase_rad
after_h1,17.279981633,0.878369772,-21.724556628,-5.614283640925e-01,-8.112371031519e-01,-0.117499544,-2.176176543615
after_float_fir,17.261767513,0.045874420,25.775443372,-5.609481994727e-01,-8.101846555411e-01,-0.127530143,-2.176383651081
after_fixed_fir,17.260991209,0.069843850,25.775443372,-5.607732757104e-01,-8.099069015544e-01,-0.130421160,-2.176398160699
