tap_index,coeff_float,coeff_fixed_int,coeff_fixed_float,quantization_error,saturated
0,-5.260349175104589436e-02,-215,-5.249023437500000000e-02,1.132573760458943646e-04,0
1,-1.663972240736887875e-01,-682,-1.665039062500000000e-01,-1.066821763112124621e-04,0
2,-1.073812997277677483e-01,-440,-1.074218750000000000e-01,-4.057527223225165791e-05,0
3,-1.356965029851785187e-01,-556,-1.357421875000000000e-01,-4.568451482148128129e-05,0
4,2.304278645961537475e-01,944,2.304687500000000000e-01,4.088540384625249935e-05,0
5,-1.225710512885831577e-01,-502,-1.225585937500000000e-01,1.245753858315767904e-05,0
6,1.720233729986375415e-01,705,1.721191406250000000e-01,9.576762636245850224e-05,0
7,-2.854372505252867898e-01,-1169,-2.854003906250000000e-01,3.685990028678975960e-05,0
8,2.108379341149212161e-01,864,2.109375000000000000e-01,9.956588507878394445e-05,0
9,-4.842579784421079808e-02,-198,-4.833984375000000000e-02,8.595409421079808210e-05,0
10,-7.934987672956224716e-03,-33,-8.056640625000000000e-03,-1.216529520437752837e-04,0
11,2.877497237120033718e-02,118,2.880859375000000000e-02,3.362137879966281551e-05,0
12,-1.368476732716052136e-01,-561,-1.369628906250000000e-01,-1.152173533947864481e-04,0
13,2.305234850717135797e-01,944,2.304687500000000000e-01,-5.473507171357971934e-05,0
14,-1.700866528410589218e-01,-697,-1.701660156250000000e-01,-7.936278394107820766e-05,0
15,3.087955372292330164e-02,126,3.076171875000000000e-02,-1.178349729233016396e-04,0
16,4.185576368567446581e-02,171,4.174804687500000000e-02,-1.077168106744658127e-04,0
17,-7.066211444219303028e-02,-289,-7.055664062500000000e-02,1.054738171930302837e-04,0
18,1.424781726195854525e-01,584,1.425781250000000000e-01,9.995238041454745925e-05,0
19,-1.955905263014186546e-01,-801,-1.955566406250000000e-01,3.388567641865458668e-05,0
20,1.140366356784098117e-01,467,1.140136718750000000e-01,-2.296380340981174495e-05,0
21,4.608702041345156403e-02,189,4.614257812500000000e-02,5.555771154843597293e-05,0
22,-1.251780151755832460e-01,-513,-1.252441406250000000e-01,-6.612544941675402299e-05,0
23,1.100129810171726480e-01,451,1.101074218750000000e-01,9.444085782735200940e-05,0
24,-1.154485404531042508e-01,-473,-1.154785156250000000e-01,-2.997517189574916419e-05,0
25,1.344567325939749480e-01,551,1.345214843750000000e-01,6.475178102505196875e-05,0
26,-3.020128413627843830e-02,-124,-3.027343750000000000e-02,-7.215336372156169742e-05,0
27,-1.775581916229567736e-01,-727,-1.774902343750000000e-01,6.795724795677360319e-05,0
28,2.456389033812101663e-01,1006,2.456054687500000000e-01,-3.343463121016632122e-05,0
29,-5.548828772220630590e-02,-227,-5.541992187500000000e-02,6.836584720630589640e-05,0
30,-1.566297576401409763e-01,-642,-1.567382812500000000e-01,-1.085236098590236509e-04,0
31,1.087430554195306098e-01,445,1.086425781250000000e-01,-1.004772945306098286e-04,0
32,1.087430554195306098e-01,445,1.086425781250000000e-01,-1.004772945306098286e-04,0
33,-1.566297576401409763e-01,-642,-1.567382812500000000e-01,-1.085236098590236509e-04,0
34,-5.548828772220630590e-02,-227,-5.541992187500000000e-02,6.836584720630589640e-05,0
35,2.456389033812101663e-01,1006,2.456054687500000000e-01,-3.343463121016632122e-05,0
36,-1.775581916229567736e-01,-727,-1.774902343750000000e-01,6.795724795677360319e-05,0
37,-3.020128413627843830e-02,-124,-3.027343750000000000e-02,-7.215336372156169742e-05,0
38,1.344567325939749480e-01,551,1.345214843750000000e-01,6.475178102505196875e-05,0
39,-1.154485404531042508e-01,-473,-1.154785156250000000e-01,-2.997517189574916419e-05,0
40,1.100129810171726480e-01,451,1.101074218750000000e-01,9.444085782735200940e-05,0
41,-1.251780151755832460e-01,-513,-1.252441406250000000e-01,-6.612544941675402299e-05,0
42,4.608702041345156403e-02,189,4.614257812500000000e-02,5.555771154843597293e-05,0
43,1.140366356784098117e-01,467,1.140136718750000000e-01,-2.296380340981174495e-05,0
44,-1.955905263014186546e-01,-801,-1.955566406250000000e-01,3.388567641865458668e-05,0
45,1.424781726195854525e-01,584,1.425781250000000000e-01,9.995238041454745925e-05,0
46,-7.066211444219303028e-02,-289,-7.055664062500000000e-02,1.054738171930302837e-04,0
47,4.185576368567446581e-02,171,4.174804687500000000e-02,-1.077168106744658127e-04,0
48,3.087955372292330164e-02,126,3.076171875000000000e-02,-1.178349729233016396e-04,0
49,-1.700866528410589218e-01,-697,-1.701660156250000000e-01,-7.936278394107820766e-05,0
50,2.305234850717135797e-01,944,2.304687500000000000e-01,-5.473507171357971934e-05,0
51,-1.368476732716052136e-01,-561,-1.369628906250000000e-01,-1.152173533947864481e-04,0
52,2.877497237120033718e-02,118,2.880859375000000000e-02,3.362137879966281551e-05,0
53,-7.934987672956224716e-03,-33,-8.056640625000000000e-03,-1.216529520437752837e-04,0
54,-4.842579784421079808e-02,-198,-4.833984375000000000e-02,8.595409421079808210e-05,0
55,2.108379341149212161e-01,864,2.109375000000000000e-01,9.956588507878394445e-05,0
56,-2.854372505252867898e-01,-1169,-2.854003906250000000e-01,3.685990028678975960e-05,0
57,1.720233729986375415e-01,705,1.721191406250000000e-01,9.576762636245850224e-05,0
58,-1.225710512885831577e-01,-502,-1.225585937500000000e-01,1.245753858315767904e-05,0
59,2.304278645961537475e-01,944,2.304687500000000000e-01,4.088540384625249935e-05,0
60,-1.356965029851785187e-01,-556,-1.357421875000000000e-01,-4.568451482148128129e-05,0
61,-1.073812997277677483e-01,-440,-1.074218750000000000e-01,-4.057527223225165791e-05,0
62,-1.663972240736887875e-01,-682,-1.665039062500000000e-01,-1.066821763112124621e-04,0
63,-5.260349175104589436e-02,-215,-5.249023437500000000e-02,1.132573760458943646e-04,0
