freq_hz,h1_db,h2_target_db,h2_float_db,h2_fixed_db,h2_float_phase_rad,h2_fixed_phase_rad,htotal_float_db,htotal_fixed_db
3500000000.000000,-0.164100602,0.164100602,0.165594811,0.166925060,0.916297857297,0.916297857297,0.001494209,0.002824458
3501000000.000000,-0.175570512,0.175570512,0.165550434,0.166887726,0.891426915456,0.891426915456,-0.010020078,-0.008682786
3502000000.000000,-0.154273784,0.154273784,0.165534980,0.166879618,0.866555973615,0.866555973615,0.011261196,0.012605834
3503000000.000000,-0.165442206,0.165442206,0.165547281,0.166899564,0.841685031774,0.841685031774,0.000105075,0.001457358
3504000000.000000,-0.158579868,0.158579868,0.165586189,0.166946419,0.816814089933,0.816814089933,0.007006321,0.008366551
3505000000.000000,-0.154807545,0.154807545,0.165650578,0.167019052,0.791943148092,0.791943148092,0.010843033,0.012211507
3506000000.000000,-0.169569100,0.169569100,0.165739345,0.167116360,0.767072206252,0.767072206252,-0.003829755,-0.002452740
3507000000.000000,-0.166967694,0.166967694,0.165851407,0.167237259,0.742201264411,0.742201264411,-0.001116287,0.000269565
3508000000.000000,-0.156279824,0.156279824,0.165985707,0.167380689,0.717330322570,0.717330322570,0.009705883,0.011100865
3509000000.000000,-0.165279751,0.165279751,0.166141210,0.167545614,0.692459380729,0.692459380729,0.000861459,0.002265863
3510000000.000000,-0.150140734,0.150140734,0.166316907,0.167731020,0.667588438888,0.667588438888,0.016176173,0.017590286
3511000000.000000,-0.179439056,0.179439056,0.166511811,0.167935920,0.642717497047,0.642717497047,-0.012927245,-0.011503136
3512000000.000000,-0.184513000,0.184513000,0.166724964,0.168159352,0.617846555206,0.617846555206,-0.017788036,-0.016353648
3513000000.000000,-0.173532709,0.173532709,0.166955429,0.168400377,0.592975613365,0.592975613365,-0.006577280,-0.005132332
3514000000.000000,-0.175354634,0.175354634,0.167202300,0.168658083,0.568104671524,0.568104671524,-0.008152334,-0.006696551
3515000000.000000,-0.166006177,0.166006177,0.167464693,0.168931586,0.543233729683,0.543233729683,0.001458516,0.002925409
3516000000.000000,-0.167506758,0.167506758,0.167741753,0.169220024,0.518362787842,0.518362787842,0.000234995,0.001713266
